group_id,ra,dec,pmra_new,pmdec_new,phot_g_mean_mag,l,b,objid,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,hrv,hrv_e,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,pml,pmb,U,V,W,GalU,GalV,GalW,GalRVel,GalTVel,GalzVel
NCand5,119.885652142,9.4141645346,0.7335408271,-0.0835564845,18.8570470354,212.09027094,19.370259689,1.23766773019E+018,20.13527,0.04466742,19.19881,0.0193113,18.89953,0.01214405,18.78377,0.01724302,18.77171,0.03835171,0.1204164,0.08860122,0.064261,0.04872717,0.03454817,106.7817,6.162489,3.994652,0.2361379,6390.837,77.50266,-1.240537,0.08969435,7740.04658721,-6.1862759855,-3.8791799527,2.5671527999,15.0178848974,6.0219190806,2.6124491057,15.2434168454,14.508233169,-3.8791799527,2.6124491057,0.3920045712,0.6256166936,-71.2545174011,-61.6581326747,57.0718776923,61.4760356711,190.541867325,66.5940016639,10.1720361418,199.955084572,66.5940016639
NCand5,133.70040728,54.6348998374,0.933671075,0.0006477039,18.9894145195,163.015983369,39.4883241486,1.23765119243E+018,20.64146,0.06452623,19.49426,0.02542339,19.08663,0.01561357,18.90969,0.01752892,18.93579,0.04272047,0.1243971,0.09153017,0.06638531,0.05033797,0.03569025,20.98259,8.162993,3.921913,0.0365504,5679.152,246.6127,-1.403903,0.04773124,5121.91690633,-3.7804618592,1.1546500965,3.2571343357,12.1552426711,0.0951353839,3.2949181735,12.5939036904,12.1002771682,1.1546500965,3.2949181735,-0.1314853735,0.9243666439,-0.9045376339,3.6143589872,30.6644375656,-8.7911776357,255.814358987,39.9671114702,15.5488782403,255.492668102,39.9671114702
NCand5,125.472755306,38.1203272817,0.5467634251,-0.8857577664,19.157636012,183.39699574,33.4155057005,1.2376576075E+018,20.63355,0.05740564,19.59068,0.0246318,19.15601,0.01524682,19.0967,0.01844399,19.00473,0.04091188,0.1894461,0.1393927,0.1010992,0.07666045,0.05435321,63.07787,9.054976,4.039702,0.1498071,5955.336,148.2932,-1.511502,0.03490943,6699.16787628,-5.5819626519,-0.3313359696,3.6892763061,13.9043687373,6.2593534208,3.7326809431,14.3966793742,13.9004203698,-0.3313359696,3.7326809431,0.9684276505,0.381660778,-44.0730830451,-33.4247921339,44.8543527937,34.3328674631,218.775207866,54.2916966797,29.1097857275,219.5312227,54.2916966797
NCand5,118.319562881,35.111675602,0.7492373594,-1.0198488772,18.8449129159,185.315868519,27.1512032111,1.2376546531E+018,20.29356,0.04227693,19.21041,0.0138205,18.922,0.01605267,18.80255,0.01534169,18.88389,0.04436852,0.2568866,0.1890147,0.1370892,0.1039506,0.07370228,33.61,6.245785,3.501483,0.1482179,6462.823,67.9878,-1.194414,0.01276417,9105.60443346,-8.0673684896,-0.7506407549,4.1552540486,16.4015457663,6.2374028512,4.2064139472,16.9323542906,16.3843596757,-0.7506407549,4.2064139472,1.1823338662,0.4511485142,-16.2010638113,-52.7631574769,32.6654484593,6.4990284096,199.436842523,42.0158566437,-2.6353005771,199.52530345,42.0158566437
NCand5,70.8741404878,0.2888056141,0.4622126931,-0.7470429591,19.155244979,196.756736708,-27.9774673977,1.23764658717E+018,20.69681,0.04766935,19.57043,0.01838063,19.23717,0.01699863,19.10959,0.0225473,18.94161,0.04242389,0.3821332,0.28117,0.2039279,0.1546324,0.1096363,66.67591,7.773621,3.901595,0.3539753,6461.766,90.27975,-1.13692,0.0485,9957.97211755,-8.4207811334,-2.535447278,-4.6715266131,16.955957138,6.1330910234,-4.6192206354,17.5738920488,16.7653210397,-2.535447278,-4.6192206354,0.8784415494,0.0073621172,-44.5840306162,-56.730119838,-30.9723721785,35.0804854439,195.469880162,-21.5330641493,5.4571985738,198.51784175,-21.5330641493
NCand6,169.179075492,9.8920418163,-27.2125778019,-31.2293508678,15.8178048712,246.088670035,61.7957465717,1.23766061451E+018,17.02747,0.01766668,16.16642,0.01337003,15.86116,0.02666619,15.78355,0.01263549,15.78098,0.01905451,0.08967329,0.06598075,0.04785474,0.0362868,0.0257278,-24.25422,1.407408,3.882041,0.08103868,6256.945,17.92931,-2.057645,0.03579538,1703.17206192,-0.3262628978,-0.7358611907,1.5009516655,8.6828144875,6.1983343722,1.5279626969,8.8162314754,8.6515764882,-0.7358611907,1.5279626969,5.8169891997,-41.0116981226,-70.6952069887,-275.319433512,-177.867965555,61.6500300444,-23.1194335121,-168.346442916,63.3875853385,-17.811469208,-168.346442916
NCand6,230.827893949,19.6321604534,-6.530724129,-13.2667484238,16.7428069423,29.0264148984,54.4923255612,1.2376655489E+018,18.03752,0.02496883,17.14008,0.01230577,16.82499,0.01344781,16.71364,0.02079361,16.67841,0.01622003,0.3593633,0.264416,0.1917766,0.1454184,0.1031034,-245.7503,3.904544,3.721453,0.07690431,6410.612,40.86625,-2.039015,0.04199034,2898.77439033,1.4721708282,0.8169250922,2.3597117223,6.8990087213,0.1186904298,2.3811052394,7.2983548488,6.850471132,0.8169250922,2.3811052394,-14.6853671129,1.7311742113,-43.8236864462,-255.105853362,-186.233066672,34.8047498268,-2.9058533623,-176.79537557,34.2157951896,-7.0067077729,-176.79537557
NCand6,228.407810901,60.7438732773,-8.7783561937,1.5347732532,17.8174348027,97.411467693,48.7384319799,1.23765153926E+018,19.38826,0.02854082,18.328,0.01626479,17.88403,0.01219664,17.73329,0.01494272,17.67929,0.02933137,0.05582706,0.04107701,0.02979248,0.02259073,0.01601711,-302.9744,5.972602,4.309324,0.1808194,5543.414,60.387,-1.392759,0.1013812,2797.29533625,-0.237969504,1.8293968436,2.1027455628,8.7546759826,0.2105136685,2.1294780786,9.0099405351,8.5614051854,1.8293968436,2.1294780786,6.6469599459,5.9357383602,-53.9989105175,-268.184465579,-175.838276288,44.9474797681,-15.9844655787,-166.368876572,40.6150560212,-25.0239145965,-166.368876572
NCand6,157.160503731,27.4515051364,2.9608281527,-14.5383392175,18.5603514384,203.968488771,58.3839669809,1.23766725454E+018,19.92815,0.03684131,19.0026,0.02400868,18.61326,0.01993527,18.42696,0.01788962,18.39186,0.0285151,0.121246,0.08921167,0.06470375,0.04906289,0.0347862,207.6819,5.982367,3.952623,0.09288125,5756.109,71.21921,-1.885907,0.004318595,3740.26619061,-1.7916617565,-0.7965188004,3.1851369088,10.1430346114,6.2045757227,3.2167135881,10.6408833015,10.1117114738,-0.7965188004,3.2167135881,14.8062243706,0.9515936326,20.2914483112,-278.276511571,185.702701219,-30.4709709245,-26.0765115715,194.938462306,-28.329119007,-28.3888277516,194.938462306
NCand6,317.701469656,-0.8257097222,8.0160834394,-17.979854853,17.0252224071,49.7249076346,-30.9962530342,1.2376634567E+018,18.28677,0.02148306,17.39242,0.01623121,17.09018,0.008769511,16.96804,0.01643227,16.92321,0.02103837,0.4566705,0.3360138,0.2437052,0.1847943,0.1310215,-112.2242,4.91644,3.831503,0.1830371,6545.052,38.75002,-2.218309,0.04351628,3520.75208034,1.9510056767,2.3025753808,-1.8131240103,6.7871772581,0.3461234943,-1.7932047223,7.0200682553,6.3846630098,2.3025753808,-1.7932047223,-11.12589524,-16.2402964674,-10.7519952271,-299.933773132,-174.551623716,1.6967591933,-47.7337731319,-165.217213979,-14.5977291324,-45.4785487164,-165.217213979
NCand6,180.74815288,39.9749591764,-37.0982341581,-111.870422267,15.961813,157.873673458,73.6964412623,1.23766222514E+018,18.30649,0.03041064,16.71926,0.02872458,16.08116,0.01914749,15.72442,0.02346025,15.60168,0.02311988,0.1362729,0.1002683,0.07272295,0.05514361,0.03909751,120.4846,1.497765,4.634011,0.1072442,4867.931,6.194226,-2.111086,0.03469489,586.009628547,-0.1523932219,0.0619620536,0.5624449258,8.4808633113,0.0073061671,0.5889178409,8.5012861808,8.4806369578,0.0619620536,0.5889178409,102.113612248,58.8564401709,7.1937399083,-309.143854675,161.538662398,-17.2979047188,-56.9438546745,170.815422192,-17.7134806577,-56.8159545888,170.815422192
NCand6,185.568329444,19.3774192602,-6.7045224467,-19.2649783237,17.5498593986,260.591565089,79.7611133788,1.23766791488E+018,19.03987,0.02210735,18.05734,0.01831894,17.62855,0.0171918,17.46459,0.0157115,17.39084,0.0198453,0.1949823,0.1434661,0.1040536,0.07890069,0.05594157,202.4295,3.974406,4.446565,0.170306,5781.03,49.64354,-1.979965,0.0477797,2330.4627163,-0.0677172871,-0.4086735835,2.2933505496,8.4005054809,6.2345174077,2.31955074,8.7148613282,8.3905588752,-0.4086735835,2.31955074,7.0646299635,-19.1358567754,37.1064695889,-253.494814133,161.628372885,-47.2107687,-1.2948141332,170.811767635,-47.09187785,-3.5900230423,170.811767635
NCand6,169.116255179,10.4732272538,0.5918091664,-24.8325883094,15.6469791018,245.062017743,62.125446394,1.23765849389E+018,16.82692,0.02813612,15.99146,0.02094463,15.72732,0.01871638,15.61485,0.01627316,15.64695,0.01417027,0.1003022,0.0738014,0.05352693,0.04058785,0.02877729,255.401,1.402193,3.790262,0.1741641,6427.84,49.42639,-2.157141,0.06861427,1623.64214777,-0.3200702285,-0.6883370674,1.4352564072,8.6729473269,6.2037357577,1.4622484298,8.7953502378,8.6455888993,-0.6883370674,1.4622484298,19.4130331876,-15.4965100165,40.6848968055,-266.881520553,170.002661517,-50.8153165944,-14.6815205534,179.174846369,-49.4898084912,-18.6682163544,179.174846369
NCand6,355.756087242,-0.6036960333,8.058530406,-14.0261953137,17.4704611102,88.339625183,-58.8024095858,1.23766640737E+018,19.05814,0.02548362,18.00869,0.01563615,17.53088,0.01317117,17.34397,0.01988685,17.22207,0.02050156,0.1631109,0.1200154,0.08704522,0.06600375,0.04679748,-304.8105,5.667089,3.799751,0.1314295,5402.05,78.09224,-1.794986,0.04762283,1956.06295507,0.0293580896,1.0127976634,-1.6731889552,8.3673857114,0.1213386381,-1.6472724384,8.5279921511,8.3058644665,1.0127976634,-1.6472724384,-0.1334467625,-16.1757923838,-7.0554742425,-286.106365532,183.035832666,-3.1158576603,-33.906365532,192.356962868,-7.1970124585,-33.2799219383,192.356962868
NCand6,210.929398901,-8.1737056397,-14.445623902,-13.2330477016,16.8359189964,331.856046738,50.5941179489,1.23767199296E+018,18.13516,0.02279728,17.24257,0.01592555,16.91755,0.01273866,16.79232,0.01492915,16.75057,0.01765665,0.168005,0.1236165,0.08965699,0.06798418,0.04820163,248.6422,3.089194,4.355228,0.02748672,6392.219,51.31583,-1.995757,0.07224911,2404.15425554,1.3457332197,-0.7198818419,1.8576140394,7.0155076239,6.1803914359,1.8794046435,7.2628857236,6.9784752886,-0.7198818419,1.8794046435,-18.7627869608,-5.6344855005,82.0648686456,-286.408620459,151.353517002,-92.1368785394,-34.208620459,160.39663615,-88.1402741624,-43.4824811996,160.39663615
NCand6,323.317864611,12.0307610292,-3.202220728,-1.1149513022,16.760850717,65.4761243189,-28.0200813496,1.23765294423E+018,18.06186,0.01770894,17.17252,0.01066524,16.82093,0.009829625,16.66916,0.01371032,16.60324,0.01480934,0.4203203,0.3092677,0.2243067,0.170085,0.1205924,-317.4147,3.662585,4.384303,0.1482837,6317.246,36.00192,-1.869955,0.03194353,2422.04058677,0.8874813338,1.9452515217,-1.1378286354,7.6959747737,0.2555340993,-1.1145931292,7.7762680999,7.4460744178,1.9452515217,-1.1145931292,-2.9096255674,1.7410953607,-82.0152330691,-260.252658806,166.762736794,71.8943281613,-8.0526588056,176.317913158,67.5243989475,-25.9633449768,176.317913158
NCand6,181.099627789,1.1799116008,-17.3883751381,-24.7760507125,18.2702043091,277.472793516,61.7042401396,1.23764872284E+018,19.9206,0.03168247,18.88397,0.01396854,18.34375,0.02119826,18.15153,0.01549326,18.07609,0.02445946,0.08471637,0.0623335,0.04520945,0.03428096,0.02430563,-20.89101,3.95144,4.215287,0.1105166,5407.949,53.30733,-1.954644,0.04551957,2377.46907986,0.1465691995,-1.1174034358,2.0933910903,8.2528930698,6.1473728202,2.1189234166,8.5205680836,8.1768975524,-1.1174034358,2.1189234166,-6.5842026969,-29.5441458448,-36.7333195555,-290.528069116,-176.231197988,27.6831993082,-38.3280691163,-166.815686295,32.6177255065,-34.2269541283,-166.815686295
NCand6,257.834848108,41.1686031816,-1.212757323,0.9327228963,16.7426282989,65.7953819329,35.7015111735,1.23766558272E+018,17.99894,0.02266168,17.05894,0.01515518,16.82651,0.01052333,16.7553,0.01529141,16.70145,0.01605081,0.1514396,0.1114278,0.08081677,0.06128091,0.04344893,-344.0805,4.377885,3.639372,0.1089032,6518.489,44.85564,-2.553183,0.08008581,3533.52412154,1.1764696617,2.6171995128,2.0620326289,7.6112266733,0.3510249194,2.0843505483,7.8914693613,7.1470999841,2.6171995128,2.0843505483,0.7837421817,1.3139636671,-131.799916353,-261.184821123,-182.919199052,122.770207843,-8.9848211225,-173.206929754,112.19425169,-50.6527475277,-173.206929754
NCand6,258.847277699,43.2013874057,-1.4864828073,-0.727185115,18.0102672586,68.3768855041,35.1802473913,1.23766856074E+018,19.27289,0.02795566,18.35245,0.01518761,18.08716,0.01414787,17.979,0.01869244,17.99003,0.02668327,0.09576362,0.07046196,0.05110489,0.03875129,0.02747515,-329.3141,10.25496,3.919031,0.3809507,6313.787,58.86816,-2.312951,0.04176274,4741.51792433,1.4281015474,3.6027257057,2.7318282681,7.7780654988,0.4815917409,2.7533575231,8.2510169405,6.8933787356,3.6027257057,2.7533575231,-0.8769073312,1.4033755237,-87.5602452146,-274.379426466,-163.952463111,78.4715525901,-22.1794264664,-154.378368536,59.2728027525,-56.0039853774,-154.378368536
NCand6,2.5965040655,-7.3886585396,37.0956216181,-46.8508590859,15.8800920912,94.8034996003,-67.9896446333,1.23768024253E+018,17.74345,0.02231195,16.47416,0.02006091,15.95337,0.02735873,15.70726,0.01394072,15.58947,0.02411293,0.1681086,0.1236927,0.08971228,0.0680261,0.04823136,-264.5011,1.271447,4.364985,0.1328648,5360.332,97.73953,-2.093778,0.1291789,748.394788296,-0.0234869517,0.2794939162,-0.6938488834,8.360325686,0.0334372146,-0.6677721954,8.3869520853,8.3556525015,0.2794939162,-0.6677721954,13.7892785115,-58.1458849658,-24.4329594627,-293.456546193,167.912327777,14.3087469001,-41.2565461928,177.287770832,12.9215017718,-41.7118404482,177.287770832
NCand6,209.980556106,-9.0030651725,-31.3728196395,-20.0765363038,17.607521755,329.971714359,50.2385133022,1.23767199135E+018,19.80826,0.04018389,18.40607,0.01745546,17.70408,0.01823045,17.41426,0.01982586,17.25924,0.02222659,0.1812323,0.133349,0.09671584,0.07333669,0.05199663,248.4462,3.634296,3.982957,0.07379699,4953.045,103.9308,-2.101025,0.25,1250.71560214,0.6925787021,-0.4003165109,0.9614421199,7.6449120242,6.2307975651,0.985275737,7.7081416785,7.6344237863,-0.4003165109,0.985275737,-36.8439432186,-5.4630550239,49.8161286302,-281.106964041,170.267337478,-59.9473300557,-28.9069640412,179.411020336,-58.3514088987,-32.0063748405,179.411020336
NCand6,252.516537757,31.6194751176,-1.7323155092,0.0303186686,17.7117689673,53.1355140578,38.4562503387,1.23766138762E+018,19.27338,0.03043965,18.06698,0.01470535,17.81077,0.01372378,17.72769,0.01273758,17.73528,0.02310651,0.1452609,0.1068816,0.07751944,0.05878064,0.04167621,-293.5118,5.216943,3.58061,0.3037516,6607.244,68.4591,-1.690446,0.03865874,5516.67793365,2.5916844639,3.4562593429,3.4309150992,6.6896452434,0.5429431088,3.4488091352,7.5263296455,5.7276194739,3.4562593429,3.4488091352,-0.3077925242,1.7050219961,-148.085602942,-210.903486674,-147.62293818,138.945647238,41.2965133262,-137.860009385,140.300303049,-36.4296563747,-137.860009385
NCand6,155.469175466,18.179922825,-39.6272011491,-80.1113645248,16.2875940923,219.509493679,54.4965837311,1.23767096593E+018,18.5372,0.02118529,17.05828,0.03116209,16.41944,0.02396672,16.14625,0.03071375,15.92381,0.02160376,0.1369413,0.1007601,0.07307965,0.05541408,0.03928928,-77.97306,0.7696657,4.587388,0.08198608,5026.161,27.03604,-1.740138,0.08526342,807.394917299,-0.3617621068,-0.2983143567,0.6572847748,8.6948278062,6.2488691689,0.6844107171,8.7217228005,8.6897088055,-0.2983143567,0.6844107171,60.0435593428,-66.2036009472,21.9960735812,-279.731955256,-210.632848939,-30.9385321758,-27.5319552565,-201.400477811,-29.9757124311,-28.5772286565,-201.400477811
NCand6,234.351024786,49.2858819933,-8.8297011755,-2.8233648772,16.2880880409,79.2054114045,51.303515129,1.23765932656E+018,17.50401,0.02138129,16.61367,0.01921435,16.37611,0.01358241,16.28254,0.01305753,16.29349,0.01692673,0.093405,0.06872651,0.0498462,0.03779686,0.02679845,-322.4009,3.510458,3.796012,0.1513503,6386.908,30.07736,-1.866552,0.02630288,2690.76713591,0.3150668119,1.6524859839,2.1000597031,8.1770935726,0.2034886303,2.1250660766,8.4487138148,8.0083799465,1.6524859839,2.1250660766,0.2730472003,9.2660918032,-58.4484337251,-287.958524606,-177.729784641,49.4028851407,-35.7585246057,-168.246487711,41.1572413787,-45.0044289409,-168.246487711
NCand6,250.591102376,31.3024641658,-16.4252160171,-11.8952926131,17.5805882403,52.3296827471,40.008125036,1.23765916121E+018,18.79163,0.01883529,17.92965,0.01777842,17.66119,0.01342113,17.55188,0.01334366,17.52219,0.01986321,0.1246416,0.09171008,0.0665158,0.05043692,0.03576041,-59.68344,6.79441,3.643042,0.05270665,6350.182,59.87431,-2.008025,0.1418969,4124.29167366,1.9305277899,2.5004872758,2.6514915888,6.862940098,0.3729308265,2.6714530456,7.3645507781,6.39120569,2.5004872758,2.6714530456,-14.7478739533,13.9207011827,93.3637803507,-350.891350305,170.095229174,-103.494232463,-98.6913503054,179.10299049,-132.338236981,-54.1999060056,179.10299049
NCand6,179.599100237,13.5463082108,-6.7153634319,-21.5209427565,17.8448605275,257.934581455,71.616353283,1.23766195133E+018,19.61246,0.04563773,18.39613,0.01948557,17.89597,0.02136985,17.69172,0.01924871,17.64232,0.02043494,0.1387466,0.1020884,0.07404301,0.05614458,0.0398072,244.609,2.750472,4.462745,0.08607969,5429.516,42.42857,-2.009199,0.08822358,2043.23634445,-0.1346962525,-0.630157298,1.9389619539,8.4820840902,6.2088240513,1.9653729275,8.7068043079,8.4586436438,-0.630157298,1.9653729275,8.8116690233,-20.7509414768,27.4693460682,-279.801314186,168.737285519,-37.5958806971,-27.6013141863,177.950725352,-35.441406207,-30.3181384039,177.950725352
NCand7,262.416193765,34.3871630214,-29.7678165234,-0.56417588,18.6414016769,58.5758983549,30.9347500828,1.2376683535E+018,20.32436,0.04352728,19.16815,0.01597739,18.72203,0.01186609,18.51086,0.01386549,18.4198,0.02767566,0.1522956,0.1120576,0.08127356,0.06162728,0.04369451,-86.14498,6.671346,4.207116,0.2019614,5702.178,51.69194,-1.149485,0.03482501,4063.41494977,1.8171821568,2.9742082233,2.0888454964,7.1538761732,0.4287648679,2.109163472,7.4583185004,6.5063069207,2.9742082233,2.109163472,-7.5147484121,28.8091956031,-63.7341487559,-381.954654515,431.715238998,52.7863543248,-129.754654515,441.212065234,-5.9370803988,-139.95506653,441.212065234
NCand7,237.076448172,15.6771329482,7.2955493961,-38.017681528,16.6050152257,26.629228467,47.50563737,1.23766796696E+018,17.92976,0.01568331,16.98545,0.02125895,16.67939,0.00997891,16.56831,0.01219122,16.52421,0.01437804,0.1933645,0.1422757,0.1031902,0.07824602,0.0554774,-369.6379,3.042525,4.195982,0.1285049,6172.181,12.29395,-1.289735,0.01241703,2889.30164769,1.7447412123,0.8748148428,2.1304086707,6.6365286828,0.1322028983,2.150952549,6.9763966218,6.578617784,0.8748148428,2.150952549,-32.0502643662,-21.7105896699,169.548104868,-406.05964078,-473.423701559,-177.669613168,-153.85964078,-464.650594673,-196.40074452,-129.096971521,-464.650594673
NCand7,225.777866382,9.7935488196,-11.4572042416,-28.0329790323,16.6628333042,10.068658978,54.4660510302,1.23766195027E+018,18.03986,0.02378976,17.08649,0.01811237,16.73892,0.01763104,16.62035,0.01590034,16.58059,0.01932001,0.1577971,0.1161056,0.08420945,0.06385347,0.04527291,-467.914,2.828254,4.406924,0.1019944,5951.006,62.17322,-1.267596,0.01797382,2497.83136576,1.4293449752,0.2537985317,2.0326634692,6.898987495,0.0367960969,2.0541922488,7.1983146813,6.8943175703,0.2537985317,2.0541922488,-29.6817142012,-6.0092665557,-149.299517172,-383.465581944,-422.129271444,141.016353863,-131.265581944,-412.361216603,136.091928687,-136.364408869,-412.361216603
NCand7,253.085645322,22.0963623684,-21.1811223988,-6.9662679116,18.5552728096,41.7652564948,35.5218615787,1.23766146438E+018,19.92425,0.03258893,18.97405,0.01356853,18.60884,0.0100689,18.49138,0.01829377,18.43436,0.02737681,0.321057,0.2362307,0.1713342,0.1299175,0.09211315,49.91476,5.622501,4.269593,0.1322472,6084.932,79.7573,-1.594075,0.04788048,5798.86008326,3.5202977889,3.1436704019,3.3692162512,5.7371609197,0.5799101676,3.3842121688,6.6609239166,4.7992032488,3.1436704019,3.3842121688,-13.2806828483,17.9106755253,60.1032315433,-435.785078851,429.72370494,-71.0442067126,-183.585078851,438.834015522,-160.024545088,-114.642511546,438.834015522
NCand7,30.7545768149,22.015659021,12.5174610659,-26.7473012238,19.2056885415,144.093398338,-37.8970095452,1.23766627421E+018,21.32052,0.1033218,19.9464,0.02309706,19.28866,0.0151881,18.98568,0.01835534,18.78466,0.03556804,0.5839736,0.4296822,0.3116414,0.2363082,0.1675455,225.5841,6.79369,4.31566,0.4419382,5411.29,144.0766,-1.351183,0.0427,3430.51887271,-2.1926628548,1.5876082574,-2.1071756838,10.648247119,0.1496537257,-2.0743216073,10.8484089542,10.5292291611,1.5876082574,-2.0743216073,21.0111356641,-20.7517982931,-176.674560065,-293.929447687,-404.867801012,168.337386333,-41.7294476874,-395.014386357,160.234157068,-66.36141462,-395.014386357
NCand7,243.534764557,22.0001452772,-18.7170660307,-8.4600437426,18.1674037732,38.1478910338,43.9273219753,1.23766269758E+018,19.60364,0.03167975,18.56207,0.01774058,18.22161,0.01659671,18.10575,0.0175342,18.021,0.02463512,0.3700788,0.2723005,0.197495,0.1497545,0.1061778,144.1159,6.830243,3.982317,0.2316921,6317.825,30.35612,-1.302032,0.02595221,5958.0820433,3.3746277768,2.6506040707,4.1333917142,5.608376187,0.492256012,4.1488385796,6.9761554609,4.9424873814,2.6506040707,4.1488385796,-13.5835286835,15.4074218943,81.1904204798,-424.079124514,413.397248472,-92.0803342526,-171.879124514,422.441820545,-162.3802268,-107.95315347,422.441820545
NCand7,2.9704568806,-7.2860142649,-2.0818341717,-14.353484016,18.6938519854,95.8187204698,-68.0506043563,1.23767284282E+018,19.84781,0.03990079,19.00289,0.03074454,18.73622,0.02025864,18.62555,0.02410713,18.58237,0.03446571,0.1631821,0.1200678,0.08708321,0.06603257,0.04681791,-234.0804,5.65315,4.066887,0.2068455,6613.155,130.4661,-1.230418,0.03032011,8465.6875059,-0.3208079665,3.148064591,-7.8520466458,9.2288348061,0.3480993974,-7.8250070815,12.0996746941,8.6753144733,3.148064591,-7.8250070815,-7.7691635528,-12.2473113215,365.268128594,-508.961533489,33.3959822417,-374.970586002,-256.761533489,41.555732523,-440.065265985,-113.454780066,41.555732523
NCand7,155.844468764,27.8133131587,5.9656354436,-7.6663154986,19.2082573667,203.000629721,57.2772575364,1.23766721267E+018,20.58658,0.05633844,19.62261,0.01970187,19.3092,0.02223932,19.16851,0.02124264,19.10853,0.06062602,0.180333,0.1326873,0.0962359,0.07297277,0.0517386,-105.024,6.399334,3.942262,0.3796175,6122.881,59.33078,-0.9635117,0.0425,9492.34548063,-4.7233810956,-2.0050175897,7.9858749185,13.1818111034,6.1304877376,8.0265787932,15.4332793368,13.028432309,-2.0050175897,8.0265787932,8.3901003302,4.8956527674,370.379803485,-252.923877494,30.729763423,-380.073914103,-0.7238774944,38.8735719618,-375.541405985,-58.5265458631,38.8735719618
NCand7,154.367835857,19.1630247331,17.4426197397,-16.2394565023,17.9089580245,217.306671272,53.8692282681,1.2376677345E+018,19.14605,0.02619829,18.23555,0.03259849,17.94629,0.01643309,17.84047,0.01934924,17.81322,0.02049462,0.1752165,0.1289226,0.09350542,0.07090233,0.05027064,88.4767,4.523001,3.910099,0.1263952,6198.623,27.68827,-2.235868,0.03900265,4464.66688508,-2.0939001736,-1.5955097992,3.6059923653,10.5341642115,6.1311396531,3.6385103512,11.144836168,10.4126348306,-1.5955097992,3.6385103512,21.2334490081,10.8215328902,378.013603164,-276.955230454,206.505417182,-388.256313421,-24.7552304544,214.624542637,-380.027681284,-83.275133168,214.624542637
NCand7,35.0460807354,-7.6811655894,-2.0576744777,-13.6616041963,18.9220551345,174.263815719,-61.3595694092,1.23767943774E+018,20.21071,0.04803502,19.33248,0.0216062,19.02864,0.0208932,18.89817,0.01977232,18.89177,0.03779783,0.1160214,0.08536743,0.06191558,0.04694871,0.03328722,-113.0712,6.558179,3.782757,0.2282851,6301.871,82.349,-1.113388,0.0518,8027.64997556,-3.8284762168,0.3845747866,-7.0454266174,12.1865175896,0.0315626383,-7.0074427312,14.0575767681,12.1804479882,0.3845747866,-7.0074427312,8.1120754169,-11.1833664834,394.709429319,-349.906260501,-104.749479677,-403.980559102,-97.7062605006,-96.6809496484,-406.862708419,-84.9090217301,-96.6809496484
NCand7,306.671307097,15.0801068451,-45.7806336774,10.2179840632,17.6343260021,57.7922574811,-13.1976975371,1.23766643097E+018,20.06029,0.04264069,18.40222,0.006124658,17.78573,0.005280878,17.4498,0.09739293,17.27326,0.02139495,0.5724159,0.4211782,0.3054736,0.2316314,0.1642295,-445.6329,1.866583,4.549027,0.09305222,5169.413,48.77203,-1.061693,0.1182234,1895.82988354,0.9837713657,1.5617343506,-0.432840231,7.5117249028,0.20943392,-0.4099087026,7.522900781,7.3475844217,1.5617343506,-0.4099087026,-16.5535184575,43.8891176135,-57.3703873742,-370.195694541,485.762359611,46.253930269,-117.995694541,495.239059796,20.7111855283,-125.033822583,495.239059796
NCand8,110.377536881,37.7078840552,-30.0921592003,-2.8127538366,19.2027449318,180.563554621,21.7785456674,1.2376635485E+018,20.46558,0.05233886,19.79461,0.02190157,19.44149,0.01737767,18.35619,0.01478951,17.67767,0.02326736,0.3208573,0.2360838,0.1712276,0.1298367,0.09205586,18.18256,6.244748,4.062534,0.4512088,5233.234,511.2145,-1.563734,0.6756,2081.33311734,-1.9326840993,-0.019010269,0.7722165029,10.2602820284,6.2813325043,0.8042450993,10.2917538584,10.2602644172,-0.019010269,0.8042450993,-6.7095242107,-29.4691688778,-125.406739485,64.9691783297,-263.258509438,116.627819846,317.16917833,-253.565803399,116.039968038,317.384722163,-253.565803399
NCand8,123.194362086,0.7510753385,-19.7756748007,-3.8963235838,17.3423064311,221.82915631,18.3745377148,1.23764872228E+018,18.69085,0.02028914,17.73793,0.01201034,17.41857,0.009638974,17.28494,0.01177824,17.27174,0.01830897,0.1520368,0.1118672,0.08113541,0.06152253,0.04362024,-46.34602,3.436161,3.860367,0.08606769,6184.01,21.59346,-1.530695,0.02812732,3286.12938208,-2.323775927,-2.0798242703,1.0358777735,10.8517043785,6.090333341,1.0691257744,10.9042431117,10.6505313916,-2.0798242703,1.0691257744,-5.9902794834,-19.2451345281,-99.8781805522,35.83963934,-299.121562284,91.2113222192,288.03963934,-289.508362142,34.315090504,300.181301376,-289.508362142
