group_id,ra,dec,pmra_new,pmdec_new,phot_g_mean_mag,l,b,objid,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,hrv,hrv_e,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,pml,pmb,U,V,W,GalU,GalV,GalW,GalRVel,GalTVel,GalzVel
NCand0,245.821990781,50.604127839,1.1703117259,-17.4828991353,18.698621037,78.3151614426,43.8368304656,1.23765494999E+018,20.31977,0.05312575,19.21605,0.01957565,18.85086,0.01984322,18.6517,0.01563559,18.59857,0.03485636,0.09683355,0.0712492,0.05167586,0.03918424,0.02778212,-286.9436,5.42747,3.91243,0.2027249,5897.333,102.8316,-1.326134,0.03158187,4850.47830017,0.7085900716,3.4262175169,3.359475164,8.3465673504,0.4229959673,3.3832471249,9.0061949592,7.6109276742,3.4262175169,3.3832471249,-17.4215491128,1.8737711233,344.319481272,-313.039175594,-167.66153541,-353.394493304,-60.8391755939,-159.43542015,-347.22156504,89.5893852824,-159.43542015
NCand0,46.4983451121,-8.7496212425,16.3045273603,3.7784941052,18.9890315191,189.27692092,-53.2923353362,1.23765289916E+018,20.72071,0.07182879,19.6653,0.02066834,19.07496,0.01663086,18.8313,0.01875187,18.7443,0.04113234,0.6329687,0.4657323,0.3377879,0.2561343,0.1816024,271.1656,9.778382,3.987436,0.178982,5847.487,19.6779,-1.419609,0.0313,3797.43165311,-2.2401599776,-0.3659137785,-3.0443845916,10.5859772589,6.2486125252,-3.0113777003,11.0059670261,10.5796513002,-0.3659137785,-3.0113777003,6.1022517735,15.5845164647,-364.227092825,-170.800001495,-49.7006203088,354.780445883,81.3999985048,-39.2635404848,351.754772702,93.6146592123,-39.2635404848
NCand0,165.808062407,2.5350112508,-13.0987263049,1.8338626227,18.8900847152,251.811064428,54.2932413645,1.237651754E+018,20.46992,0.0558099,19.43976,0.02552723,18.9572,0.02091061,18.82148,0.0229732,18.69794,0.04336651,0.2106235,0.1549748,0.1124006,0.08523001,0.06042914,344.873,4.998506,4.354548,0.2310622,5548.504,54.78345,-1.154064,0.03866942,5032.0051181,-0.9167465115,-2.7901161622,4.0860620583,9.6463097445,5.9897506017,4.1149035345,10.4873124672,9.233988493,-2.7901161622,4.1149035345,-10.7087489518,-7.7628846969,-352.450139044,-254.337407659,171.966148309,342.311675771,-2.1374076591,182.36538976,328.298154902,96.9648047922,182.36538976
NCand0,128.818515272,23.1866922299,-4.9938277109,-4.1193368791,19.0798598592,201.512579547,32.5231126657,1.23766483646E+018,20.45713,0.05264278,19.47645,0.02153248,19.10477,0.01497739,18.98438,0.015903,18.97982,0.04117684,0.2045049,0.1504728,0.1091354,0.08275407,0.05867367,368.3029,8.269673,3.569821,0.188029,6002.339,129.1821,-1.492532,0.0339,6679.16758609,-5.2393836886,-2.0651770575,3.5909862055,13.714531853,6.1320272105,3.6333220524,14.1876500198,13.5581498615,-2.0651770575,3.6333220524,2.3353163061,-6.037677474,-357.414715384,-220.358458163,36.826855327,347.698029188,31.8415418368,47.2422506512,338.938551782,83.8359195332,47.2422506512
NCand0,185.46150998,5.5063359221,-16.3047764152,1.5772440319,18.2424533851,283.569035463,67.2589386183,1.23765512608E+018,19.55717,0.03509911,18.57555,0.02076249,18.26002,0.02031225,18.14852,0.01726923,18.16401,0.02790658,0.09633694,0.0708838,0.05141084,0.03898329,0.02763963,220.5648,4.80768,4.2024,0.148782,6231.39,50.17445,-1.334332,0.04109356,5303.34625172,0.4809876896,-1.9928766111,4.8910709585,8.0832649611,6.0340732513,4.915545859,9.4605371689,7.8337484798,-1.9928766111,4.915545859,-16.0394469909,-3.327096769,-353.879226542,-252.478275788,171.08420904,343.743509045,-0.2782757879,181.487915303,333.201345456,84.4780494216,181.487915303
NCand0,162.028965292,28.3954908364,-9.1812689271,-3.0949454016,18.6109734257,203.017680385,62.7628859738,1.23766725454E+018,19.98443,0.04114737,19.01277,0.02266606,18.69615,0.01533829,18.56415,0.02928234,18.6196,0.04691698,0.1353624,0.09959836,0.07223704,0.05477516,0.03883627,317.2338,5.561144,3.89388,0.1142184,6212.953,46.68782,-1.234945,0.005039618,6439.06819157,-2.7123666835,-1.1523192705,5.7251049291,11.0845427963,6.1790398324,5.7595429709,12.4915741297,11.0244840833,-1.1523192705,5.7595429709,2.3282760751,-9.4049729754,-340.767558989,-221.987796215,150.67019598,330.695622257,30.2122037849,161.033077107,325.763054526,64.4267346934,161.033077107
NCand0,36.1137351096,-8.0392269898,9.1611323263,-0.0623026653,19.4157180686,176.329474319,-60.8586689192,1.2376529013E+018,20.8517,0.07260573,19.91208,0.02455622,19.45929,0.0165237,19.33436,0.02279421,19.20816,0.05581836,0.2048925,0.1507579,0.1093422,0.0829109,0.05878486,267.0636,8.411944,3.547861,0.0817,5726.771,47.223,-1.301149,0.0941,6632.51893604,-3.2231829456,0.2067689302,-5.7929824569,11.573095745,0.0178672964,-5.756893933,12.9258799654,11.571248495,0.2067689302,-5.756893933,6.3876205341,6.5672316112,-322.617053286,-180.551583202,-132.709370942,313.429698706,71.6484167983,-122.401761418,314.659765733,66.0371371995,-122.401761418
NCand0,231.257973781,51.3452209522,-16.5636755908,17.5218066926,17.9406096411,83.5004476748,52.3503620722,1.237659151E+018,19.42113,0.0357028,18.41847,0.02462377,18.00687,0.02036361,17.87461,0.01647521,17.84719,0.03557363,0.07816869,0.05751578,0.04171524,0.0316314,0.02242706,0.2790932,3.645794,4.155459,0.05550771,5759.554,2.1178,-1.356986,0.00532475,3385.34378788,0.2340739352,2.0545832887,2.6803823355,8.3444566714,0.2487796244,2.7056386799,8.7721398648,8.0875611064,2.0545832887,2.7056386799,22.9038051955,7.5355667616,-376.019655776,-53.3577119662,74.0898369805,366.186572496,198.842288034,84.5631211538,403.872229939,102.557707027,84.5631211538
NCand0,207.098860201,63.9735804536,5.6257376641,-9.5992809331,17.7243523537,112.830127821,52.0231330086,1.23765125204E+018,19.06159,0.02671396,18.08215,0.01734902,17.79697,0.01263435,17.69073,0.01681506,17.69333,0.02279146,0.09692901,0.07131944,0.05172681,0.03922287,0.0278095,-389.5913,2.424594,3.80553,0.02544216,6183.651,24.61847,-1.255929,0.03358939,4910.32017591,-1.1723554296,2.7848233658,3.8706053529,9.890421647,0.2854275294,3.9002456937,10.6316676409,9.4902686567,2.7848233658,3.9002456937,-8.6727160672,6.9698719297,328.69786455,-260.491212082,-207.266101139,-337.649337587,-8.2912120823,-198.991034252,-326.323042817,87.1153895522,-198.991034252
NCand0,161.007603663,24.3119682925,10.0491362089,-10.5872372507,19.0819806635,211.33098766,61.2418933811,1.23766755195E+018,20.54766,0.05250935,19.49201,0.02148536,19.01079,0.01780259,18.80766,0.02348547,18.73839,0.03815334,0.2063136,0.1518036,0.1101006,0.08348595,0.05919258,-183.4996,5.575125,3.861552,0.3237889,5659.662,134.847,-1.309291,0.0621,4284.50341261,-1.7607417322,-1.0718524886,3.7560471626,10.1358425108,6.1772384828,3.7875245524,10.8203810302,10.079009656,-1.0718524886,3.7875245524,12.5141548689,7.5146962058,321.864601468,-101.625177673,-87.4353840299,-331.190127415,150.574822327,-79.1395726377,-345.256202087,114.707595809,-79.1395726377
NCand0,155.125051886,55.0529020678,6.588677915,-6.9295104285,17.9559302387,156.769037662,50.9814324694,1.23765777232E+018,19.34791,0.03572728,18.36429,0.02211959,18.005,0.03057992,17.95631,0.01839121,17.8938,0.03401559,0.04204099,0.03093336,0.02243545,0.01701212,0.01206181,-310.6602,3.333027,4.019241,0.05740508,6219.959,38.99758,-1.041202,0.03068618,5262.71031378,-3.0446250113,1.3068759363,4.0888205726,11.4367615649,0.1145199082,4.1243036406,12.1576887447,11.3618480178,1.3068759363,4.1243036406,2.6907691871,9.1754320132,316.674882938,-208.98103557,-97.2520256149,-325.969794135,43.2189644296,-88.9399680829,-318.895992895,80.1843581365,-88.9399680829
NCand0,172.67067108,28.8866796905,-21.6589862242,0.3110837567,17.9263093627,202.576718953,72.1107640519,1.23766725347E+018,19.26691,0.02792181,18.39387,0.03644721,18.03575,0.02183168,17.88069,0.01078631,17.82172,0.02119014,0.126284,0.09291857,0.0673923,0.05110154,0.03623163,187.38,3.34367,4.373368,0.1554923,6160.688,43.54167,-1.479354,0.03080425,3677.74155122,-1.0431460126,-0.4337225538,3.4999305794,9.3722579592,6.236891499,3.5291694331,10.0147019996,9.3622168315,-0.4337225538,3.5291694331,-0.0099358898,-21.6612178476,-385.061394382,-159.914445336,62.3159366009,375.265016149,92.2855546641,72.8174995012,370.592245661,109.552925112,72.8174995012
NCand0,241.025420935,52.8035893329,0.2894175229,-17.4260985492,17.7478008384,82.3071280996,46.2266901213,1.23765153819E+018,18.96916,0.02726346,18.1025,0.01686871,17.83804,0.02579419,17.72661,0.01753286,17.74052,0.02597011,0.09700226,0.07137334,0.0517659,0.03925252,0.02783052,-268.748,4.090466,3.674014,0.1414029,6360.973,29.04483,-1.524667,0.06668114,4887.11869121,0.4525827371,3.3505133875,3.5289032302,8.5502202659,0.4026554693,3.5534734244,9.2592353882,7.8664049372,3.3505133875,3.5534734244,-16.7857853591,4.6893584877,349.991213671,-314.045691636,-118.900699166,-359.218392022,-61.8456916364,-110.692524223,-354.724446387,83.8648309854,-110.692524223
NCand0,190.530663014,29.2366234869,-49.0538548708,13.7754353669,16.9095235609,166.621321712,87.0575637614,1.23766544098E+018,18.52781,0.02178301,17.42044,0.01567828,16.983,0.01640724,16.82138,0.01532619,16.77147,0.01292772,0.06434444,0.04734403,0.03433784,0.02603734,0.0184608,22.77626,2.462498,4.411922,0.1197112,5589.208,7.111522,-1.310559,0.059,1881.41108458,-0.0939568558,0.0223467347,1.8789306538,8.4181214781,0.0026546019,1.9052147627,8.6310261564,8.4180918172,0.0223467347,1.9052147627,25.1086376803,-44.3350832983,-437.13021656,-126.217764239,2.4485641245,427.520444732,125.982235761,13.1129375838,427.853370668,124.846896633,13.1129375838
NCand0,164.127944195,3.2494200664,-13.9147209761,1.9729851853,18.6227695117,248.936769074,53.6108281582,1.23765175508E+018,20.10793,0.05004652,19.1288,0.0191792,18.73189,0.01873819,18.61005,0.02149944,18.58104,0.05188896,0.1948065,0.1433368,0.1039598,0.07882956,0.05589114,337.2663,5.868342,3.917441,0.2741005,5973.364,90.30708,-1.408862,0.01194922,5310.46717879,-1.1322919645,-2.9400194342,4.2749575777,9.8957689915,5.9815326643,4.3044709015,10.79141852,9.4489433091,-2.9400194342,4.3044709015,-11.0628868139,-8.6674486285,-394.929569434,-250.540521331,142.053348098,384.884264069,1.6594786689,152.585323469,367.012477288,115.933136386,152.585323469
NCand0,194.948010456,44.6010924829,11.2219333304,-17.6071980457,17.7959547771,117.996139425,72.4470093194,1.23766187294E+018,19.19257,0.03431829,18.23088,0.01816846,17.89789,0.01100006,17.74772,0.01350613,17.70657,0.02388625,0.06169216,0.0453925,0.03292243,0.02496408,0.01769984,-204.1129,5.042461,4.239467,0.0745014,5928.252,66.67185,-1.266676,0.060336,3812.58897166,-0.5397440993,1.0152760385,3.6350688494,8.9163870233,0.1141138074,3.66273581,9.6393771148,8.8583955722,1.0152760385,3.66273581,-13.0504239075,16.2982099178,368.995374409,-191.620312289,-105.771862897,-378.26343835,60.579687711,-97.6230683247,-368.905258765,103.25714218,-97.6230683247
NCand0,247.275667665,61.7415196611,-18.7087164208,46.5226821021,18.1307703403,92.6084110694,40.3029717431,1.23767176693E+018,20.28922,0.049004,18.71273,0.01965468,18.02436,0.01594175,17.68983,0.01503343,17.52383,0.02033065,0.2473191,0.181975,0.1319835,0.1000791,0.0709573,-76.13758,1.888089,4.578527,0.03862188,4961.268,44.72249,-1.144258,0.006512219,1782.58391566,-0.0618685542,1.3580519582,1.1530275701,8.4974918884,0.1605062565,1.1792150598,8.5789228082,8.3882693848,1.3580519582,1.1792150598,50.0477164367,3.0987254725,-419.065976215,-94.1715791709,-29.2783407086,409.555319451,158.028420829,-18.6701954141,429.54688299,90.5429002954,-18.6701954141
NCand0,166.862393327,-16.1700658638,-8.1626155196,1.4165359922,18.8936630913,269.656340299,39.8890622051,1.23767114147E+018,20.03176,0.04555648,19.3036,0.02632271,18.99793,0.02086832,18.88751,0.02425425,18.84239,0.04331929,0.2242721,0.1650173,0.1196843,0.090753,0.064345,383.9543,7.000519,4.029375,0.2589279,6314.216,54.03428,-1.468537,0.05947041,8228.42454522,-0.0378685117,-6.3134544784,5.2769147256,10.4692670909,5.6358706581,5.3030072179,11.7357334229,8.3513978453,-6.3134544784,5.3030072179,-7.749098443,-2.9302456652,-304.467214165,-366.084032857,158.530966084,294.370918957,-113.884032857,168.780507076,303.498830239,86.6733575633,168.780507076
NCand0,169.992858558,36.241031648,-17.1314584506,-2.4594014414,17.0991840239,182.071179741,68.5861085588,1.23766433771E+018,18.43961,0.01794368,17.53345,0.01614125,17.26711,0.01643407,17.18632,0.01351292,17.16231,0.02195628,0.0988958,0.07276658,0.05277639,0.04001874,0.02837379,267.6959,3.934741,4.168992,0.1171075,6345.277,30.71292,-1.288212,0.05207561,4443.09710706,-1.6211261283,-0.0586274751,4.1363782223,9.9383805563,6.2772861756,4.1674179866,10.7767704234,9.9382076303,-0.0586274751,4.1674179866,7.8209296551,-15.4391898565,-394.258853354,-179.093226877,130.48994499,384.249643334,73.1067731233,141.019883226,383.811693481,75.3722271568,141.019883226
NCand1,218.26670267,28.2116915509,-37.2278553464,7.2717175185,17.919351817,41.619645489,67.5132776534,1.23766535185E+018,19.58107,0.03217292,18.45886,0.02008356,17.96985,0.01753396,17.80486,0.01332939,17.69102,0.0237156,0.09969041,0.07335126,0.05320045,0.04034029,0.02860177,-100.2416,2.600999,4.430665,0.05219341,5568.5,47.82509,-1.237469,0.02720977,2755.24062791,0.7877859642,0.6999122917,2.5457546968,7.5667120645,0.0926312813,2.5692834325,7.9910167578,7.5342719788,0.6999122917,2.5692834325,5.1396075788,37.581584896,-412.298429614,-276.512181751,95.1181439876,402.399535366,-24.3121817507,105.704560248,398.425514683,-61.429451354,105.704560248
NCand1,19.1083678599,32.5361795935,-2.1143756783,-7.339328254,17.8265321153,129.016872037,-30.0400705123,1.23766621623E+018,19.18129,0.02628063,18.28726,0.02145602,17.91781,0.01773663,17.76423,0.02108648,17.73219,0.02973774,0.328481,0.2416932,0.1752961,0.1329217,0.09424314,-468.3868,3.443989,3.714307,0.09161376,6172.665,32.34005,-1.185699,0.05011197,4211.32865036,-2.2951123581,2.8325218493,-2.1082144668,11.0025374155,0.2603746594,-2.0750406165,11.1965004863,10.6316814076,2.8325218493,-2.0750406165,-1.2797907837,-7.5298379318,322.490009384,-357.418769159,104.345869385,-332.414126318,-105.218769159,112.638794555,-348.297433971,-16.0946651932,112.638794555
NCand1,259.60710484,34.6675539009,-4.4505215595,-23.5411320028,18.822526454,58.2927769242,33.2535094609,1.23766556984E+018,20.63249,0.06314578,19.39385,0.0160028,18.92951,0.01734104,18.76265,0.0163577,18.67964,0.03243876,0.1403231,0.1032484,0.07488437,0.05678255,0.04025954,-252.3006,6.155947,3.858798,0.115973,5497.363,138.153,-1.222971,0.0496,4580.16300359,2.0130581782,3.2585000582,2.5115069741,7.1008960552,0.4767407126,2.5312115162,7.5385513546,6.3091126283,3.2585000582,2.5312115162,-23.9511188099,-0.5796083847,335.14909748,-446.942065278,-148.871479807,-344.282802329,-194.742065278,-140.616833167,-395.258004783,-15.0409316001,-140.616833167
NCand1,185.719482147,28.1526434683,21.2115039521,-43.7970437003,15.734850777,202.086318799,83.5934503181,1.23766744405E+018,16.93822,0.03793955,16.04482,0.02172937,15.78062,0.01953739,15.70712,0.01891789,15.68602,0.009694337,0.1104303,0.08125353,0.05893183,0.04468623,0.03168309,-84.2,13.5,4.08,0.25,6012,177,-1.7,0.16,2102.9258191,-0.2174308212,-0.0882290278,2.0897934054,8.5413627276,6.2728555039,2.1164618782,8.7996754558,8.5409070293,-0.0882290278,2.1164618782,40.6398211728,26.7677767445,406.755453307,-272.163026985,-53.8990412734,-416.185240494,-19.9630269848,-45.868357392,-415.956825728,-24.2609971344,-45.868357392
NCand1,157.077697639,53.0718237952,6.8349793018,-10.5499065408,17.9821939063,158.614341191,52.9678238252,1.23765761072E+018,19.26483,0.03002364,18.33421,0.02126956,18.06437,0.01653339,17.91054,0.0140786,17.89707,0.02565289,0.08776498,0.06457663,0.04683636,0.0355146,0.02518029,-354.3605,5.690485,4.006401,0.3834466,6241.958,34.37495,-1.319336,0.02798049,4886.42446792,-2.7402865734,1.0731154046,3.9008200298,11.1100452232,0.0967404762,3.9353541024,11.7864378322,11.0580978559,1.0731154046,3.9353541024,5.674511109,11.2168352823,343.930851218,-275.849333917,-126.401256804,-353.134648099,-23.6493339166,-118.17412952,-353.767773267,10.5703964061,-118.17412952
NCand1,246.021777167,53.2464872954,-6.3716344665,7.1364411404,18.4953279934,81.8584290319,43.2065063236,1.23766535509E+018,19.7459,0.03987379,18.80951,0.01599,18.51774,0.01937744,18.46749,0.02324152,18.44216,0.03268253,0.09811056,0.07218882,0.05235735,0.039701,0.0281485,37.22301,4.968824,3.968663,0.06677756,6343.686,22.69284,-1.431182,0.04133478,7722.61266128,0.7971679892,5.5722088277,5.2871313861,9.3565367981,0.6379399358,5.3106174848,10.7585983717,7.5163335234,5.5722088277,5.3106174848,8.3260066128,4.7121260392,-314.616383145,-46.8875552113,151.221558253,304.542852867,205.312444789,161.502812774,366.918823244,-16.4355214924,161.502812774
NCand1,212.255517444,46.7743488563,-24.3001791438,8.1685321164,17.8323297214,90.2064193829,65.1203935404,1.23766115138E+018,19.31433,0.05122223,18.25611,0.02530092,17.91829,0.02394502,17.73555,0.01775523,17.71414,0.02193933,0.07023086,0.0516752,0.03747917,0.02841932,0.02014965,73.84203,2.952853,4.077887,0.04223978,5894.909,38.01933,-1.145026,0.0307845,3650.82311568,-0.0055335465,1.5359385531,3.3120041611,8.4656952092,0.1824412872,3.3380052996,9.1000150965,8.3251959819,1.5359385531,3.3380052996,23.0320400868,11.2582748588,-398.079230705,-147.128866661,148.961859555,388.012346921,105.071133339,159.503632102,400.635925603,32.9299186263,159.503632102
NCand1,232.991204345,6.6424223595,2.1181177385,-23.6994872736,17.7587822778,12.120603568,46.7717189227,1.23766223749E+018,19.16147,0.02798741,18.12877,0.01760767,17.81653,0.01178248,17.73013,0.01729338,17.68746,0.02377192,0.223293,0.1642969,0.1191618,0.09035677,0.06406408,12.61958,2.852191,4.304396,0.1029912,6286.438,37.42268,-1.434302,0.07344297,5113.91541599,3.4244759576,0.7354321707,3.7261555014,4.9488605437,0.1491588388,3.7414487627,6.2040035078,4.8939105227,0.7354321707,3.7414487627,-18.6920714157,-14.7227234565,357.857350141,-386.619202705,-235.257553609,-366.721313287,-134.419202705,-227.073363932,-382.624946342,-78.4295487154,-227.073363932
NCand1,255.680842694,22.2880191323,-10.7854748806,-38.7930280268,18.1314623705,42.9105013048,33.3041225965,1.23766247477E+018,19.74707,0.03565437,18.67966,0.01827826,18.21852,0.01199943,17.99656,0.0135248,17.96324,0.02831739,0.3155107,0.2321498,0.1683744,0.1276732,0.09052189,0.4122913,3.102218,4.534426,0.1007473,5728.161,29.11961,-1.395289,0.04269134,3044.40299097,1.8635750407,1.7323774067,1.6716297915,6.6894282277,0.261958175,1.6918049964,6.9000474027,6.4612164903,1.7323774067,1.6918049964,-40.2037278227,-2.2103757696,408.124381131,-412.800609434,-26.4345492641,-417.639884737,-160.600609434,-18.408271907,-444.983110099,-46.9644631619,-18.408271907
NCand1,216.984359703,30.428930784,-24.3482224661,7.5318273852,17.8309679042,47.5496519815,68.6405800193,1.23766512802E+018,19.27855,0.02912794,18.25661,0.02244372,17.90325,0.01130892,17.77546,0.01411113,17.73883,0.0225518,0.09486265,0.06979904,0.05062408,0.03838671,0.02721666,-14.22584,3.00139,4.309981,0.1354305,5983.541,51.91595,-1.201956,0.02876951,4002.75308933,0.9839920788,1.0757089562,3.7278200231,7.4128429368,0.1456284183,3.7507305958,8.3077205302,7.3343773183,1.0757089562,3.7507305958,8.7394842552,23.941298544,-411.416983227,-204.071190952,152.209530466,401.339897736,48.128809048,162.792917431,404.075853133,-10.6207669191,162.792917431
