index,ra,dec,pmra,pmdec,pml,pmb,phot_g_mean_mag,l,b,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,hrv_e,hrv,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,U,V,W,GalU,GalV,GalW,GalRVel,GalphiVel,GalzVel,JR,Jphi,Jz,E,apocentre,pericentre,eccent,zmax,orb_incl,orb_incl_deg
13555,180.74815288,39.97495918,-37.09823416,-111.87042227,102.11361225,58.85644017,15.96181300,157.87367346,73.69644126,18.30649000,0.03041064,16.71926000,0.02872458,16.08116000,0.01914749,15.72442000,0.02346025,15.60168000,0.02311988,1.49776500,120.48460000,4.63401100,0.10724420,4867.93100000,6.19422600,-2.11108600,0.03469489,586.00962855,-0.15239322,0.06196205,0.56244493,8.48086331,0.00730617,0.58891784,8.50128618,8.48063696,0.06196205,0.58891784,7.19373991,-309.14385468,161.53866240,-17.29790472,-56.94385467,170.81542219,-17.71348066,-56.81595459,170.81542219,58.85503736,-481.84834477,845.81691394,-164473.95899000,8.72762249,4.35888442,0.33383531,7.88698005,1.96278425,112.45925389
13607,129.01276336,14.26834608,-20.44979406,-40.34816838,28.92528245,-34.77782057,17.03497750,211.31450854,29.50937485,19.37352000,0.03031787,17.84869000,0.01725358,17.12145000,0.01634007,16.81988000,0.01211275,16.66295000,0.01835031,1.26441000,321.18120000,4.42034900,0.06691717,4866.40000000,52.13541000,-1.63914100,0.04904807,1009.53138091,-0.75058632,-0.45662400,0.49726080,9.09050615,6.23293329,0.52560113,9.10568826,9.07903060,-0.45662400,0.52560113,-236.89080521,-306.14372159,13.35904610,227.24795460,-53.94372159,23.39837249,229.67072423,-42.46076307,23.39837249,1147.13541267,-385.98982790,7.40032880,-149680.45935000,15.28829789,0.78471691,0.90235598,0.93454363,2.82278954,161.73392684
13700,113.98729621,40.48078412,14.72857550,-40.22586091,42.67262876,3.75467401,17.16059100,178.54144435,25.25647417,19.64351000,0.03217096,17.98396000,0.01764064,17.25730000,0.01352540,16.97402000,0.01327575,16.81841000,0.01766901,1.48369000,-79.32343000,4.68707800,0.10688080,4905.09800000,5.94516900,-1.46848600,0.04204553,1157.89946118,-1.04687301,0.02665558,0.49404205,9.37536378,0.00284316,0.52330718,9.38995721,9.37532589,0.02665558,0.52330718,74.54593883,-236.20354408,-15.20575462,-84.09811501,15.99645592,-6.13835582,-84.05229475,16.23549499,-6.13835582,797.89024344,152.21367170,5.89174594,-171907.90179700,9.91818383,0.42114217,0.91853586,4.46141694,0.68549913,39.27620706
13708,27.89457642,13.47445586,89.50260421,-22.26637049,91.76498977,9.25710908,15.42567903,144.57915054,-46.85390421,17.95772000,0.01997733,16.33008000,0.01766180,15.53302000,0.01819135,15.19311000,0.01349776,14.99615000,0.01479950,1.51648000,-41.53994000,4.64419700,0.09310952,4931.03200000,31.08796000,-1.56392800,0.05184334,453.74193786,-0.25286580,0.17984089,-0.33105571,8.58578159,0.02094789,-0.30426485,8.59117120,8.58389787,0.17984089,-0.30426485,-103.08727017,-168.89429176,43.92480460,93.34966846,83.30570824,53.54635006,95.07413920,81.33209503,53.54635006,389.09166546,698.29960374,46.97337643,-171276.83940100,9.48471744,1.84143489,0.67483487,1.52369230,0.36910103,21.14793096
13742,175.60046226,6.05154453,-31.52177608,-83.82274754,23.72235471,-86.35464816,15.93258550,261.91497702,63.28450669,17.78321000,0.01788268,16.59786000,0.01855765,16.02716000,0.02179492,15.77599000,0.02185614,15.69217000,0.01634199,1.77850100,382.97270000,4.38984600,0.06582541,5307.52700000,37.49180000,-1.60132300,0.06126271,792.78067591,-0.05012538,-0.35286044,0.70815122,8.38534241,6.24109225,0.73430423,8.41743251,8.37791483,-0.35286044,0.73430423,23.28095293,-470.00528088,196.19263139,-33.49320250,-217.80528088,205.41901044,-24.29815272,-219.02176779,205.41901044,166.80913698,-1836.57251808,618.84337010,-135825.64059300,15.41511173,8.45161126,0.29176609,9.92491187,2.42048810,138.68375239
13768,142.30824021,7.38516878,11.01969898,-36.94387262,37.66743447,-8.21266520,17.18908316,225.65665348,38.27293634,19.53147000,0.03135162,17.96931000,0.01456981,17.28514000,0.01879690,16.96954000,0.01210164,16.85796000,0.01497039,1.50071000,-43.74222000,4.52050500,0.12072030,5002.39300000,25.42120000,-1.33520400,0.06309325,1228.00309293,-0.67384107,-0.68946630,0.76063528,9.02782986,6.20673966,0.78873479,9.06221907,9.00146367,-0.68946630,0.78873479,160.12126994,-149.88183725,-64.62725419,-169.51877324,102.31816276,-55.82671523,-176.83784794,89.07298382,-55.82671523,677.85893912,804.13574304,37.42017907,-156090.52698900,12.93307357,1.96664388,0.73601595,2.17192928,0.35069602,20.09340163
13798,200.77606065,1.23527812,-14.77323558,-26.99766314,-21.51735044,-22.00286197,17.12354308,320.59819873,63.01576624,19.04742000,0.02597520,17.72616000,0.01590012,17.18083000,0.01477705,16.98021000,0.01557455,16.87571000,0.01806995,1.29015800,206.08680000,4.48531000,0.09887771,5348.23000000,15.92837000,-1.33263000,0.04768215,1598.31838368,0.56039468,-0.46034288,1.42431172,7.77879575,6.22397151,1.44855566,7.91252026,7.76516244,-0.46034288,1.44855566,83.56698517,-279.63371975,108.00615604,-93.50369052,-27.43371975,117.04479788,-91.71630817,-32.91911203,117.04479788,200.94229299,-256.07104874,584.45226581,-171940.45926700,8.59841236,2.05250593,0.61458611,7.65735226,1.93528958,110.88392500
13836,29.21432128,-9.81356336,24.75121724,-25.50183551,35.32141852,-3.91966368,15.79343288,167.72885006,-66.80928931,17.09833000,0.01586315,16.19986000,0.01798070,15.88155000,0.01196429,15.76041000,0.01869174,15.72983000,0.02429526,2.72588200,-113.19040000,4.10951000,0.12159340,6124.10400000,55.90134000,-1.67162600,0.05757580,1581.50161471,-0.60855516,0.13236553,-1.45371501,8.94406909,0.01479979,-1.42580849,9.05700291,8.94308958,0.13236553,-1.42580849,13.66798074,-273.97129805,92.47254373,-23.55654254,-21.77129805,101.72943234,-23.87616166,-21.42029457,101.72943234,342.75524824,-191.58459459,355.54109769,-170998.08257700,9.25707611,1.29167148,0.75510430,7.09285627,1.95426157,111.97093992
13844,355.27348382,8.64857092,26.56434164,-17.60049453,16.66815497,-27.15905492,15.73742335,95.00722101,-50.36999569,17.50483000,0.01802168,16.36845000,0.01695260,15.82043000,0.01594838,15.59772000,0.01408165,15.47099000,0.01461072,2.25797000,16.17157000,4.26517200,0.09699995,5789.86100000,26.79740000,-1.27115700,0.01182903,1044.88289758,-0.05816905,0.66391155,-0.80474721,8.41690555,0.07896037,-0.77856174,8.45283724,8.39068057,0.66391155,-0.77856174,-74.10341829,-100.14388649,-98.25887355,64.80974619,152.05611351,-88.72710087,76.60174932,146.47025930,-88.72710087,160.41764781,1232.82633783,115.38119618,-163337.59840200,9.55347828,4.21038112,0.38819760,2.97804071,0.41151213,23.57790833
13857,221.93840565,41.32226490,-33.71665141,-27.25443438,-12.93888653,41.37876256,17.15048332,71.24269213,62.27877877,19.86796000,0.03948128,18.02225000,0.01646167,17.25381000,0.01305849,16.92801000,0.01793238,16.76167000,0.02533784,1.36881400,-251.26620000,4.63986700,0.09907204,4703.33800000,11.11045000,-1.70119700,0.05557107,979.64344764,0.14653522,0.43149803,0.86720134,8.19213063,0.05269664,0.89273975,8.24063035,8.18075875,0.43149803,0.89273975,-35.38717527,-291.06688399,-133.03834677,26.20224662,-38.86688399,-123.62724710,24.11866747,-40.19306256,-123.62724710,184.98105227,-329.26681909,475.82903414,-173399.70704900,8.36851583,2.05116232,0.60629066,6.81769691,2.04401982,117.11370891
13923,216.84445149,35.23389326,-149.64059562,-57.48430066,-16.90856679,159.40781991,15.81132064,60.47479837,68.00852253,18.38618000,0.01880291,16.69294000,0.02546255,15.91610000,0.01590033,15.59682000,0.02276095,15.42314000,0.01346813,1.89587600,13.86380000,4.81339000,0.01602288,4721.47300000,47.47898000,-1.88804200,0.00882195,508.01303535,0.09374900,0.16553087,0.47104979,8.23644474,0.02009872,0.49675488,8.25141123,8.23478120,0.16553087,0.49675488,-137.42787722,-325.28176562,156.60953928,127.33839290,-73.08176562,166.33772089,125.84392284,-75.62617177,166.33772089,267.79582526,-622.89078451,618.34897754,-157910.01509200,11.15396170,3.45918507,0.52656534,9.06455233,2.12235552,121.60201383
14005,22.34383692,40.48967765,25.80906041,-4.22482565,26.15239404,-0.09506303,15.87969754,130.68934198,-21.80993644,17.41898000,0.01666438,16.34542000,0.01776211,15.93621000,0.01301315,15.77728000,0.01273412,15.71041000,0.01650405,2.52106800,19.71689000,3.65035400,0.03841776,6281.59000000,45.79216000,-1.74585000,0.05156409,1405.56799126,-0.85077790,0.98949282,-0.52220906,9.23556353,0.10734545,-0.49355104,9.24874188,9.18240370,0.98949282,-0.49355104,-143.91070511,-99.90481984,-7.91346489,134.33470388,152.29518016,1.83575254,149.87828995,137.02602954,1.83575254,439.45178848,1265.51260062,6.79540394,-155801.91061700,12.35041602,3.32288171,0.57598180,0.59711692,0.10634687,6.09322683
14164,213.03013506,16.57814237,-20.78609109,-19.05234661,-27.28944208,7.09505778,16.00240708,7.62154207,68.55687378,17.24070000,0.01534148,16.36462000,0.01994181,16.07425000,0.01250239,15.96990000,0.01460257,15.92135000,0.01805014,2.58353800,-166.17670000,4.03709800,0.12395370,6248.18100000,34.36461000,-1.71254100,0.04049582,1921.09685534,0.69610537,0.09314668,1.78812028,7.62888555,0.01221004,1.81193886,7.84111071,7.62831688,0.09314668,1.81193886,-86.86266803,-262.36054894,-131.05267836,77.67129090,-10.16054894,-121.48092134,77.54144353,-11.10813753,-121.48092134,172.26595202,-84.74270994,769.93686831,-173076.54717600,8.30774356,1.99778674,0.61228842,8.28480299,1.69710794,97.23712220
14166,200.08763050,66.77072736,-27.20076884,-25.93750868,22.25427567,30.28833764,14.55438394,118.49414380,50.10766087,15.79622000,0.01558775,14.97242000,0.01593011,14.66087000,0.01460397,14.56327000,0.01854118,14.48427000,0.01517493,2.65463500,-76.51400000,4.24468400,0.21846980,6195.97600000,29.28860000,-2.08093900,0.02534608,898.71525638,-0.27497699,0.50656808,0.68954010,8.61772489,0.05881602,0.71639501,8.64745073,8.60282343,0.50656808,0.71639501,-12.68295031,-175.37089585,24.05295813,3.00781364,76.82910415,33.39242741,7.51878972,76.51944843,33.39242741,379.45306872,659.42355523,25.56746595,-176284.46014000,8.66265254,1.73048723,0.66699433,1.05487452,0.31303411,17.93553350
14195,312.54425443,-6.80224003,2.86719238,-19.59035184,-16.07563610,-11.55753440,16.09879223,40.77400337,-29.44924468,17.43719000,0.01870338,16.47223000,0.00917558,16.17030000,0.00897972,16.04280000,0.00893775,15.99598000,0.01574090,3.04451600,50.52316000,3.98327900,0.20089080,6458.69200000,48.85994000,-2.36568200,0.06377587,1910.99262697,1.26019073,1.08677005,-0.93954404,7.15575521,0.15246355,-0.91747282,7.21433219,7.07274794,1.08677005,-0.91747282,89.44202078,-115.16927368,-116.01148282,-98.67948620,137.03072632,-106.99008714,-76.72345242,150.42796548,-106.99008714,67.88952765,1076.42569771,207.92556751,-169040.45704200,8.00891747,4.34341998,0.29674525,3.58843699,0.54854500,31.42931362
14220,250.22097098,39.87968008,-16.62459616,-19.22378446,-20.12699024,15.51887079,16.97894653,63.51527192,41.35462556,18.63727000,0.02359056,17.56617000,0.01263698,17.07318000,0.01404574,16.86920000,0.01498046,16.82096000,0.02164319,2.09985800,-355.53740000,4.27529800,0.16762030,5415.04600000,30.65255000,-1.91058600,0.02938405,1399.60484349,0.46852112,0.94033557,0.92474358,7.91465373,0.11909074,0.94927671,7.97137817,7.85859483,0.94033557,0.94927671,-29.83193644,-359.31403577,-157.62121312,20.72376370,-107.11403577,-148.22733290,7.85082027,-108.81753380,-148.22733290,47.29728885,-861.25309946,459.29860400,-166866.97872800,8.13321827,4.54415907,0.28310739,5.69727610,2.31054028,132.38420669
14227,180.86802048,1.12045171,-26.76736325,-33.47826726,-11.66866037,-41.24473880,17.52065712,277.07133181,61.56011557,19.73612000,0.02886793,18.31831000,0.02003263,17.61629000,0.01235973,17.32473000,0.01498902,17.13904000,0.02162670,1.57596200,25.95136000,4.39400200,0.04060831,4888.00500000,61.45417000,-1.83187700,0.03379220,1246.04758379,0.07305211,-0.58889955,1.09567116,8.27451109,6.21195477,1.12143781,8.35015908,8.25352841,-0.58889955,1.12143781,-40.50716213,-233.34554027,-93.20435198,31.19787734,18.85445973,-83.77746567,29.77688727,21.02701088,-83.77746567,341.50770286,173.98823480,207.51109966,-177012.27406100,8.34620446,1.02519850,0.78120704,5.19507980,1.16291582,66.63016819
14269,152.48841052,19.07826180,-14.36876504,-21.63464335,15.43182896,-20.88965909,17.16751253,216.42955786,52.17153515,18.59177000,0.01670096,17.67897000,0.01917378,17.26144000,0.02052897,17.07405000,0.01161343,16.99693000,0.01735079,2.39849700,369.74420000,4.28794200,0.09067747,5775.99100000,16.01710000,-1.68004300,0.01226080,1988.15194905,-0.98105988,-0.72408124,1.57034265,9.33428039,6.20553504,1.59939712,9.47031475,9.30615370,-0.72408124,1.59939712,-221.20152981,-344.02534093,171.29599744,211.06579755,-91.82534093,181.28558463,217.55289913,-75.17579542,181.28558463,1031.61551051,-701.71195264,665.76571172,-131331.71213400,20.98428140,3.17543254,0.73712996,17.10565473,2.12629590,121.82778130
14305,252.80195076,20.51681187,-24.34202878,-13.89182150,-21.17921978,18.35640813,17.03150356,39.82686303,35.26132618,19.12044000,0.02786918,17.73314000,0.01544092,17.11536000,0.01287004,16.83333000,0.01264371,16.68240000,0.01527834,2.05118600,52.34063000,4.54751700,0.13741030,5159.49300000,22.85271000,-1.88539200,0.03204111,1128.77938111,0.70783437,0.59030782,0.65165180,7.64296556,0.07731244,0.67543931,7.67275315,7.62013512,0.59030782,0.67543931,61.85660480,-95.98065970,110.41928725,-71.80094785,156.21934030,119.52568050,-59.52080013,161.29827261,119.52568050,41.37178944,1232.79714261,234.63532838,-164244.29956300,8.34173693,5.28502629,0.22431671,3.91280271,0.55139038,31.59234161
14346,316.79707156,-0.31026497,-43.27349745,-42.77431767,-59.09301253,14.50012772,15.81808303,49.68548754,-29.95587851,17.92133000,0.01578307,16.57591000,0.01065709,15.90403000,0.01169280,15.63658000,0.01140176,15.47646000,0.02628141,2.02483400,-102.68070000,4.46673700,0.07635847,5162.92500000,49.83829000,-2.08901500,0.04621701,613.19324198,0.34372707,0.40510099,-0.30618759,7.99749677,0.05067516,-0.28125895,8.00244095,7.98723029,0.40510099,-0.28125895,87.03650193,-162.92125900,87.79045880,-96.91009247,89.27874100,96.81836994,-92.26340956,94.07296569,96.81836994,257.68355946,752.34823889,140.89894145,-171019.12562900,9.00875261,2.42409733,0.57594172,3.44869505,0.56369262,32.29720806
14349,248.48142399,14.52867157,-16.62241044,-13.11921718,-18.61256425,10.09905147,16.61468279,31.06999675,36.93100474,17.95910000,0.02426959,17.03644000,0.01176870,16.68940000,0.01219722,16.53115000,0.01326626,16.47916000,0.01515092,3.14554500,-316.58450000,4.03746300,0.15716240,6075.62500000,13.09783000,-2.06777900,0.02161820,1963.76864587,1.34455599,0.81012803,1.17993604,7.02861207,0.11551820,1.20173362,7.13060666,6.98176770,0.81012803,1.20173362,-175.72319563,-308.16622283,-115.06974861,166.48149920,-55.96622283,-105.22071501,158.92118335,-74.78211789,-105.22071501,276.30579727,-525.61449671,373.71736434,-168193.07951500,9.41866487,2.29276020,0.60845752,6.52086450,2.24513890,128.63698365
14400,223.21061696,0.40527354,-34.22120413,-49.05167625,-58.87311571,-10.54106262,17.20032244,355.47013435,50.46328160,19.91214000,0.03072445,18.09080000,0.01641934,17.29722000,0.01369807,16.97037000,0.01700604,16.81003000,0.01727550,1.12195500,207.09170000,4.83274900,0.02490280,4728.52300000,12.05769000,-1.65305600,0.03935815,1000.86714361,0.63513441,-0.05031929,0.77188555,7.69262403,6.27664402,0.79589938,7.73368737,7.69245945,-0.05031929,0.79589938,147.80643693,-291.91366202,127.87574080,-157.80484698,-39.71366202,136.71377954,-157.54169433,-40.74505160,136.71377954,299.72188665,-313.43636310,659.62433093,-163002.53944500,10.49403556,2.25401765,0.64637461,9.26676606,1.96307640,112.47599278
14428,165.29814157,21.55376010,-6.40733413,-21.87719603,18.81393875,-12.87250347,15.98204200,219.42929331,64.33395838,17.12638000,0.02250846,16.29234000,0.01556971,16.03742000,0.02006697,15.93586000,0.02381355,15.96804000,0.02509494,2.89173100,242.07380000,3.69219600,0.17263630,6488.77000000,52.83167000,-1.90190400,0.04456967,2064.84296274,-0.69079237,-0.56801497,1.86111293,9.03285703,6.22026059,1.88925999,9.22831564,9.01498004,-0.56801497,1.88925999,-51.74408127,-280.96638652,163.61546146,41.63314719,-28.76638652,173.07616982,43.35967323,-26.09142916,173.07616982,170.82867918,-235.68014937,1098.26009736,-159060.91044700,10.37334780,3.99244674,0.44417321,10.25840559,1.75838152,100.74783999
14447,247.98844290,25.78266640,-31.27268228,-15.72535462,-23.06908340,26.32650425,15.44037253,44.58500886,41.03454054,16.78102000,0.01705378,15.86675000,0.01187866,15.50848000,0.01564413,15.40314000,0.01757319,15.36002000,0.01618863,2.81048700,-287.14170000,4.20911600,0.14210660,6066.56600000,17.00985000,-1.88842200,0.01499740,1241.59628102,0.66702244,0.65742932,0.81512520,7.68859561,0.08561162,0.83903929,7.73424136,7.66043662,0.65742932,0.83903929,-131.40022585,-320.15490829,-71.63064699,122.02316175,-67.95490829,-61.92016731,115.76563426,-78.13987132,-61.92016731,343.34356850,-600.78587154,101.69534988,-173854.15952200,8.83391378,1.79254470,0.66262613,3.23743459,2.55065236,146.14161543
14488,260.11665884,27.17213433,-52.33472198,-99.47719928,-110.37514215,21.25945195,16.08864529,49.85254330,30.95239887,18.74061000,0.01756291,17.00542000,0.00922263,16.19385000,0.01031912,15.84466000,0.00998173,15.68597000,0.01547409,1.52407200,-55.98052000,4.64232100,0.14604270,4667.56500000,79.75960000,-2.20692400,0.05135310,520.49194127,0.28780097,0.34120065,0.26770242,8.04860031,0.04240525,0.29280282,8.05392454,8.04136487,0.34120065,0.29280282,159.82227197,-232.91079162,16.19297715,-169.47203553,19.28920838,24.99405567,-168.50196697,26.45621881,24.99405567,754.94829632,212.93553090,12.20778746,-169171.64998300,10.47728575,0.49576447,0.90963962,1.36961811,0.66340693,38.01041738
14578,260.21071046,28.14995483,-29.44254712,1.31851539,-7.00379355,28.62776519,16.09571887,50.97422308,31.15157441,18.00671000,0.01890260,16.71996000,0.01321945,16.18890000,0.01059420,15.96976000,0.01010703,15.86523000,0.01466434,1.71098300,-12.60863000,4.44570900,0.05914202,5286.40500000,35.14553000,-1.58720200,0.06520500,955.56765589,0.51492930,0.63530011,0.49431886,7.83931517,0.08112922,0.51870924,7.85645732,7.81353033,0.63530011,0.51870924,-24.38814489,-80.47438748,104.45718914,14.46199084,171.72561252,113.83280141,28.33111050,169.98877420,113.83280141,31.41170116,1332.59557677,179.19136702,-163786.84372600,8.21736858,5.61666408,0.18799323,3.32530611,0.47823720,27.40097318
14589,120.10704845,17.80084798,3.37947109,-26.32408215,25.60365687,-6.98790962,17.01415493,203.97309672,22.99479502,18.50663000,0.02195383,17.53112000,0.01255720,17.09486000,0.01238922,16.94392000,0.01355909,16.87323000,0.02172544,2.45144600,-117.21180000,4.28994000,0.08889374,5716.11500000,39.50365000,-1.57294000,0.03908700,1947.03023574,-1.63770781,-0.72823327,0.76060250,9.99189884,6.21023826,0.79171047,10.02321544,9.96532582,-0.72823327,0.79171047,171.58592451,-182.32933958,-105.16084249,-180.85685718,69.87066042,-96.39588995,-185.46821560,56.50356609,-96.39588995,810.60852974,564.57791626,197.86936891,-148490.70072500,15.09247360,1.68397696,0.79924514,6.68915382,0.73830738,42.30189661
14600,351.50604220,-0.87843393,11.90804686,-19.25029696,-1.74915660,-22.56802969,16.30276189,81.39545526,-56.69771354,17.65231000,0.01558296,16.72832000,0.02990264,16.35227000,0.01478386,16.23337000,0.01649416,16.19626000,0.01492282,2.93030000,1.95247800,3.95157600,0.12513020,6180.38600000,47.42404000,-1.86022300,0.02028295,1728.53551236,0.14199291,0.93838093,-1.44468483,8.24608351,0.11404422,-1.41912099,8.36730528,8.19251698,0.93838093,-1.41912099,-8.79204783,-153.90162094,-103.16553360,-0.48599129,98.29837906,-93.83758905,10.70324258,97.71513757,-93.83758905,184.42291581,805.76718461,204.20938390,-171505.71173000,8.48501435,2.95563190,0.48331032,3.99841157,0.63004599,36.09897633
14630,169.13006771,-11.05288307,-5.98387309,-12.20047228,1.07833677,-13.54604927,16.69285982,268.69329197,45.41526933,17.96151000,0.02823357,17.07645000,0.02182633,16.74537000,0.01052036,16.63155000,0.01325490,16.59832000,0.01608540,3.14196600,418.54610000,3.65867300,0.14194070,6298.04500000,28.84132000,-2.19933200,0.08241219,2364.29343377,-0.03784723,-1.65921556,1.68388086,8.52560431,6.08731977,1.70999079,8.69540093,8.36259126,-1.65921556,1.70999079,2.91685562,-402.10487986,191.52038895,-13.11462123,-149.90487986,200.81035185,16.30996319,-149.59094691,200.81035185,53.79632807,-1275.35322118,772.22850960,-146995.68532600,11.25714349,7.83759486,0.17908329,8.63570345,2.24969449,128.89799936
14637,33.67032708,1.20681930,33.96040724,-33.33612833,46.75605463,-8.85878475,16.75456226,161.53651426,-55.29915747,18.38069000,0.01580176,17.35014000,0.02515160,16.84750000,0.01062159,16.60816000,0.01745073,16.51661000,0.01289979,2.49696100,71.35062000,4.28953200,0.11907010,5477.29800000,43.47001000,-1.95037100,0.06513431,1200.65291679,-0.64833782,0.21647146,-0.98709959,8.98402397,0.02409749,-0.95907117,9.03507079,8.98141563,0.21647146,-0.95907117,-83.48928791,-252.68525025,-87.36424642,74.16156542,-0.48525025,-77.80323132,74.12834188,-2.27204386,-77.80323132,518.86472609,-20.41209648,127.67177328,-171474.41804900,9.64137594,0.59277948,0.88415664,5.05936141,1.62694183,93.21690039
14756,332.02368783,22.02716997,22.02726535,-2.18130513,15.26138080,-16.03274047,16.24695333,80.08820495,-26.94837419,18.29325000,0.02156748,16.91118000,0.01169677,16.20581000,0.01381984,15.94927000,0.01319133,15.76589000,0.01449685,1.51143800,-47.14026000,4.48617600,0.08121537,5116.86000000,54.83634000,-1.63253200,0.04411368,748.21293134,0.11480653,0.65701317,-0.33908073,8.24247957,0.07979527,-0.31343742,8.24843697,8.21625238,0.65701317,-0.31343742,-64.99161678,-57.46317583,-29.32804024,55.48283986,194.73682417,-19.82504339,70.82888933,189.69460889,-19.82504339,93.76254889,1563.55393771,5.57835633,-162027.69556400,9.27410161,5.24793312,0.27724548,0.48651921,0.09578845,5.48827415
14763,166.81879937,-16.27672179,-6.29615074,-26.06311741,7.82800404,-25.64468670,16.28270931,269.68001298,39.77593787,18.32811000,0.02169953,17.01256000,0.02295430,16.41335000,0.01535175,16.12514000,0.02449453,15.99646000,0.01809300,1.76712100,76.01319000,4.43715300,0.04736851,5217.69900000,9.32856600,-1.29230200,0.06789161,949.36838576,-0.00407489,-0.72962786,0.60739354,8.36406388,6.19584064,0.63340330,8.38801313,8.33217905,-0.72962786,0.63340330,34.49036634,-132.45433589,-40.06843612,-43.96513540,119.74566411,-30.87589342,-54.24338684,115.45393968,-30.87589342,260.75760790,965.66412641,17.97261583,-172887.48921100,8.71782696,2.76454108,0.51847196,0.93942052,0.21630918,12.39360298
14772,130.93267794,55.99533110,-0.70175407,-30.60905828,30.48210149,2.87200218,16.85500769,161.54842992,37.75169426,18.48232000,0.01934034,17.39582000,0.01406148,16.94030000,0.01643739,16.73277000,0.01322809,16.66760000,0.01794594,2.03979900,139.11260000,4.38697100,0.03369409,5622.42300000,32.84905000,-1.44870000,0.05713487,1629.10727483,-1.22186997,0.40768387,0.99740571,9.55744995,0.04266908,1.02721460,9.61249288,9.54875088,0.40768387,1.02721460,-165.96302855,-192.78833120,102.70725354,156.04164683,59.41166880,112.52476258,158.43389187,52.70145959,112.52476258,632.82404069,503.69156213,292.54925290,-153681.62935200,13.32700467,1.89059059,0.75152571,9.07416473,0.88159387,50.51160821
14801,122.85953410,18.68316137,1.18542375,-24.96789874,23.62302983,-8.17029125,17.18108189,204.16021956,25.74850596,19.10086000,0.02624648,17.82483000,0.01580776,17.26250000,0.01199025,17.03711000,0.01127614,16.98018000,0.01800096,1.65507400,232.97160000,4.37190200,0.10222600,5308.47200000,38.01919000,-1.16412500,0.06520490,1666.55150952,-1.36959114,-0.61437605,0.72398626,9.71676721,6.21991466,0.75425754,9.74599761,9.69732474,-0.61437605,0.75425754,-140.65849542,-267.64182927,43.06961769,130.92337994,-15.44182927,52.80843587,131.63777557,-7.13285005,52.80843587,811.57120040,-69.30824350,44.39701757,-163354.85910800,11.53574105,0.63601739,0.89549293,4.77102589,1.83902856,105.36857489
14815,356.08217762,38.74307512,22.54301605,-9.55152516,19.00490025,-15.43479744,15.85721426,108.84973743,-22.28660009,17.87122000,0.01648443,16.60903000,0.01680319,15.94069000,0.01153116,15.66004000,0.01861894,15.50431000,0.01464153,1.99899600,-164.09290000,4.19169900,0.07519227,5258.62400000,45.36625000,-1.74002700,0.11059540,684.67732357,-0.20468580,0.59955406,-0.25965687,8.55652642,0.07012726,-0.23301673,8.55969866,8.53549525,0.59955406,-0.23301673,-3.18173949,-181.60091956,15.87624450,-6.46782947,70.59908044,25.18609812,-1.50506898,70.87875383,25.18609812,408.38730454,606.47592943,7.84340562,-177960.38641400,8.57018379,1.51852685,0.69896513,0.51397960,0.19181961,10.99045413
14828,25.76110873,14.98267732,46.12734226,-18.51705298,49.49838012,-4.53026715,16.05321819,141.04340990,-46.06636139,17.39112000,0.01674865,16.53786000,0.02039644,16.12651000,0.01396583,15.95375000,0.02719173,15.89780000,0.01309506,3.28417400,142.84070000,3.98894600,0.13105590,5947.60000000,36.65901000,-2.46284700,0.06208790,1133.06729291,-0.61132806,0.49427728,-0.81597149,8.95751946,0.05520819,-0.78805941,8.99211836,8.94387192,0.49427728,-0.78805941,-230.60107355,-155.45215674,-119.74889925,221.37371453,96.74784326,-109.72855620,226.37499343,84.38500464,-109.72855620,917.64673391,755.88032152,186.32076214,-142458.70278800,17.00547785,2.08049489,0.78198702,6.85972935,0.63429949,36.34268401
14841,49.45932883,0.09395225,27.71805467,-26.51035287,38.17628073,3.69607271,17.54001800,181.28083381,-45.54090958,19.52903000,0.02886274,18.26259000,0.01531815,17.63259000,0.01676597,17.34678000,0.02253618,17.17678000,0.02414386,2.47501000,132.86560000,4.24483900,0.10086780,5111.33700000,80.26089000,-2.30894900,0.10894030,1325.05760386,-0.92783822,-0.02074506,-0.94576082,9.26080888,6.28094521,-0.91686021,9.30608477,9.26078564,-0.02074506,-0.91686021,-104.24220696,-242.19095955,-78.57208847,94.88694101,10.00904045,-68.94634149,94.86428177,10.22157081,-68.94634149,612.53368439,94.66001368,90.81937797,-168811.27954200,10.42621991,0.45496781,0.91637534,4.88614421,1.17210883,67.15688886
14895,106.82016367,65.33771835,5.76043445,-44.34638934,44.70903428,-0.94186307,16.56495342,150.54940683,26.10650960,18.26165000,0.02442148,17.15852000,0.01928161,16.64245000,0.01918257,16.42580000,0.02002594,16.33397000,0.02162688,2.44648800,-5.24086500,4.27546400,0.12858490,5381.79700000,52.75460000,-2.13411500,0.09102658,1096.17870979,-0.85714699,0.48397519,0.48236379,9.19837831,0.05263958,0.51103680,9.21256328,9.18563724,0.48397519,0.51103680,-112.00579792,-203.55993266,-6.70116767,102.42616824,48.64006734,2.94846120,104.84350379,43.18351310,2.94846120,687.40328731,397.21829018,5.90547905,-170185.98854000,10.23080979,0.89481119,0.83914405,0.69423941,0.30650836,17.56163537
