index,ra,dec,pmra,pmdec,pml,pmb,phot_g_mean_mag,l,b,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,hrv_e,hrv,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,U,V,W,GalU,GalV,GalW,GalRVel,GalphiVel,GalzVel,JR,Jphi,Jz,E,apocentre,pericentre,eccent,zmax,orb_incl,orb_incl_deg
2322,48.19089929,-8.28539692,28.60908353,-18.78542392,31.56184634,13.23713218,15.35901132,190.19085355,-51.64687473,16.77872000,0.01636834,15.82498000,0.02696225,15.44328000,0.01831146,15.26796000,0.01994950,15.21066000,0.02071766,1.66888700,300.27380000,3.95277300,0.04139001,6255.38900000,15.64170000,-1.09602600,0.02743937,1239.18780361,-0.75679334,-0.13604389,-0.97177277,9.09084078,6.26821981,-0.94340591,9.13966087,9.08982278,-0.13604389,-0.94340591,-210.59610436,-226.23415243,-187.22496916,201.57945134,25.96584757,-177.26673760,201.16830090,28.97956447,-177.26673760,761.85955701,263.44860648,953.37643264,-140296.75770900,17.18312079,2.94092044,0.70772069,16.63170423,1.33995583,76.77381351
2323,301.81606647,-12.43823893,-8.38823258,-40.54181620,-40.37529329,-9.15625458,16.63910960,30.01609381,-22.36721132,18.79712000,0.02895449,17.42278000,0.01052966,16.72595000,0.00990298,16.44436000,0.02149256,16.26206000,0.01409025,0.98452410,-11.30630000,4.47991300,0.04598213,5336.44800000,33.40291000,-1.20247400,0.05536789,1138.80010936,0.91188185,0.52681681,-0.43336039,7.43815490,0.07088562,-0.41020447,7.44945743,7.41947521,0.52681681,-0.41020447,83.69429225,-203.37160588,-41.40816414,-93.16464003,48.82839412,-32.36919185,-89.47233921,55.30427416,-32.36919185,434.53839614,411.36175775,18.74858681,-182034.42450500,8.08221818,1.00414789,0.77897701,0.70308301,0.35183952,20.15891984
2324,44.98539438,0.95352596,114.14522942,-88.17226460,142.96428492,19.09698624,15.73580537,175.91469292,-48.24694391,18.46593000,0.01990670,16.74866000,0.01725349,15.87120000,0.00936522,15.48380000,0.01495912,15.26063000,0.01811388,2.47591900,39.14566000,4.30704500,0.32128120,4550.96800000,179.66130000,-3.46789900,0.15173210,394.30204640,-0.26190702,0.01870622,-0.29415794,8.59284424,0.00217696,-0.26733904,8.59700193,8.59282388,0.01870622,-0.26733904,-71.60136002,-262.79228957,-5.43302004,62.01796896,-10.59228957,4.09049097,61.99476309,-10.72727470,4.09049097,720.23482601,-92.17780058,2.37268384,-178542.45554800,8.83264727,0.28393906,0.93770935,1.13333799,2.18279893,125.06516638
2332,10.01189095,13.97620316,23.61470973,-26.92334153,21.75413814,-28.44781729,16.49384810,118.73453282,-48.80269367,18.08402000,0.01905439,17.07766000,0.01989746,16.56856000,0.01801021,16.36195000,0.01921970,16.26284000,0.01427738,2.14592700,-242.81800000,4.52521300,0.16011150,5783.51600000,42.27468000,-1.68671400,0.04635224,1288.51503514,-0.40800741,0.74417562,-0.96953782,8.77265241,0.08493110,-0.94225961,8.82311076,8.74103157,0.74417562,-0.94225961,23.23067021,-318.76694706,68.25702406,-33.04360315,-66.56694706,77.48418324,-38.57130796,-63.52395101,77.48418324,350.03174354,-557.27354210,126.17391140,-172747.08278200,9.02940324,1.74688105,0.67579158,3.64849269,2.48949607,142.63761821
2351,132.85494722,2.65614941,-0.81408214,-20.81984872,17.73289316,-10.93953065,15.77485756,225.09542275,27.74816670,17.05973000,0.01665388,16.14337000,0.01083311,15.84843000,0.01020444,15.74143000,0.00994317,15.71716000,0.01480269,1.63655800,-31.56492000,3.63291400,0.11367140,6282.31400000,41.09628000,-1.43737100,0.03837200,1934.81228581,-1.20877051,-1.21280350,0.90082191,9.61276708,6.15668226,0.93059037,9.65770622,9.53595295,-1.21280350,0.93059037,101.94101744,-128.11719504,-103.49424416,-111.21749120,124.08280496,-94.51192173,-125.98378939,109.05942255,-94.51192173,408.85286669,1048.36282673,163.40599728,-155433.55630800,12.26545590,3.21558777,0.58457739,4.63002965,0.51828278,29.69541600
2358,358.52960453,14.29078342,18.58221303,-24.71654885,9.73062863,-29.35168300,16.13105133,102.61542047,-46.30752034,17.79595000,0.02105780,16.70237000,0.02021733,16.21419000,0.01358091,16.00356000,0.01550598,15.91097000,0.01594167,1.35307900,-88.30821000,4.29713100,0.10771030,5685.21300000,86.87611000,-1.65693900,0.00464543,1051.51289147,-0.15864392,0.70883591,-0.76030462,8.52055192,0.08328757,-0.73380575,8.55209190,8.49101623,0.70883591,-0.73380575,-10.90468235,-173.35844472,-37.21601586,1.42078910,78.84155528,-27.88179852,7.97479669,78.45006118,-27.88179852,375.31070223,668.43781937,21.32444877,-176868.62763200,8.55494241,1.76140017,0.65852236,0.98600095,0.30320784,17.37252957
2365,218.03454616,45.27010883,-38.53651062,11.71558913,31.07356283,25.62716084,15.73703705,81.72223758,62.97314337,17.59052000,0.01350632,16.44580000,0.02016203,15.84286000,0.01519534,15.61115000,0.01251858,15.47676000,0.02533804,1.56360600,46.40093000,4.52341100,0.02822633,5198.88700000,64.72691000,-2.48166900,0.08738495,598.07066542,0.03912704,0.26893680,0.53275754,8.29357186,0.03243282,0.55863282,8.31236458,8.28921029,0.26893680,0.55863282,-93.46246158,-30.49873090,74.34934884,83.62994466,221.70126910,83.94070483,90.77510157,218.87279707,83.94070483,123.24404251,1815.23727089,79.84584939,-150467.18277900,11.49934341,6.39072161,0.28555636,2.73629041,0.29683230,17.00723775
2370,127.20443173,16.60962199,14.42363481,-57.72578313,58.88581975,-8.53038752,16.23348679,208.06920710,28.81045636,17.91350000,0.01879339,16.85493000,0.02456693,16.27643000,0.01551711,16.10171000,0.01680432,16.05334000,0.01921287,1.18032900,231.63260000,3.71906900,0.24999430,5463.54300000,127.41860000,-3.05143900,0.04416256,820.79629147,-0.63460505,-0.33840937,0.39555289,8.96975334,6.24544852,0.42353171,8.97974689,8.96336734,-0.33840937,0.42353171,-85.39183210,-305.20013644,82.54397247,75.53377716,-53.00013644,92.11009822,77.47958138,-50.11267727,92.11009822,381.53184037,-449.49835448,180.06381320,-169560.90180900,9.67729704,1.55654594,0.72288273,4.67490311,2.34545843,134.38486927
2374,18.10961730,25.93960393,47.44950327,-15.15208787,48.74301428,-10.25473972,15.51110233,128.82187555,-36.69185611,17.26659000,0.01538178,16.15506000,0.02248491,15.60826000,0.01396392,15.35117000,0.02237725,15.25281000,0.01981383,1.17073600,-37.70996000,4.32249800,0.07320533,5648.69000000,27.64683000,-1.42856600,0.04496055,757.08354539,-0.38057640,0.47297168,-0.45236588,8.72481580,0.05423652,-0.42517581,8.73516944,8.71198649,0.47297168,-0.42517581,-103.54968097,-150.35849228,-6.97920284,93.97096030,101.84150772,2.64403387,99.35360296,96.59759651,2.64403387,415.12757898,842.79623624,5.20493140,-169935.55747400,9.72321858,2.16637129,0.63558519,0.51721299,0.15337687,8.78784735
2391,132.48184033,62.84779373,-1.05703736,-109.89325024,107.17566466,24.31091690,15.56368141,152.86238439,37.33585561,17.90792000,0.01714408,16.40122000,0.01307141,15.67355000,0.01163379,15.32693000,0.01588889,15.15890000,0.01667175,0.99739330,-55.17263000,4.60403900,0.08020917,5159.88200000,44.26337000,-1.53747200,0.07453221,536.52085631,-0.37962338,0.19457770,0.32539244,8.71077938,0.02233943,0.35257574,8.71791185,8.70860591,0.19457770,0.35257574,-51.92473607,-279.69235902,15.70037933,42.27547859,-27.49235902,25.16237207,41.65081757,-28.42983099,25.16237207,603.65033394,-247.64598547,9.27565327,-178120.66325700,8.87902028,0.56785374,0.87977955,0.80557105,2.71674563,155.65805835
2398,117.59328915,9.39223730,2.55771580,-20.60409519,19.68320993,-6.60620130,16.20406282,211.08160971,17.32120019,17.41795000,0.01218353,16.55725000,0.00907975,16.25474000,0.01204216,16.14052000,0.00967922,16.10180000,0.01393097,1.62444800,-88.89724000,3.81831400,0.10271940,6194.72400000,36.15384000,-1.95848700,0.04305185,1879.08227041,-1.53632677,-0.92609913,0.55945565,9.90794944,6.18957835,0.59024816,9.92551535,9.86457310,-0.92609913,0.59024816,148.19403294,-115.39300393,-82.64484954,-157.53535722,136.80699607,-73.80699512,-169.63307071,121.48318513,-73.80699512,583.27105462,1203.64925566,83.33852806,-148099.02905200,14.55368315,3.25217798,0.63470703,3.48179225,0.36756382,21.05985554
2402,169.86656548,-11.60124747,-25.69494461,-51.60709238,3.17111381,-57.56271536,14.58742106,269.97398514,45.30380083,16.97166000,0.01590887,15.41584000,0.01225609,14.66840000,0.01568298,14.34351000,0.01223240,14.18683000,0.01405808,0.91794110,35.38161000,4.62821100,0.08655571,4877.72500000,36.43811000,-1.94872500,0.01604593,296.24481499,-0.00009461,-0.20836304,0.21058448,8.33204304,6.25817526,0.23658375,8.33540120,8.32943732,-0.20836304,0.23658375,4.41593042,-82.35068044,-31.70604998,-13.91694693,169.84931956,-22.41967869,-18.16009081,169.44817458,-22.41967869,82.91282858,1411.84948415,5.94671395,-167450.99933200,8.38761807,4.78034730,0.27394291,0.47513445,0.10572835,6.05778831
2427,45.33527696,36.76746168,42.18474222,-27.11707005,50.10688132,-2.04656025,14.64386057,150.02294567,-19.17866684,16.16002000,0.01623515,15.07680000,0.01084409,14.70339000,0.01086297,14.56567000,0.00999971,14.52415000,0.01212839,1.95038500,27.83319000,3.67639100,0.03738073,6440.30100000,41.18596000,-2.02736200,0.06203041,1105.69218346,-0.90462092,0.52180021,-0.36323647,9.25047882,0.05643787,-0.33441117,9.25652144,9.23575026,0.52180021,-0.33441117,-150.94564679,-216.12705716,-19.27530279,141.40507424,36.07294284,-9.50407232,143.21472938,28.03914257,-9.50407232,852.89639152,259.37549450,2.96959572,-165804.21150900,11.18439188,0.57659271,0.90194822,1.33182117,0.52164632,29.88813256
2428,152.33042361,35.00405349,-7.07990732,-27.41524040,27.58450327,-6.38871450,15.87988620,189.86847320,54.65300286,17.04507000,0.02295010,16.23017000,0.01916484,15.93929000,0.02468312,15.85221000,0.01537485,15.89295000,0.02455764,1.79300200,-122.58930000,3.93627700,0.19383790,6357.88100000,35.12134000,-2.02055500,0.04181603,1763.41454848,-1.00508785,-0.17484607,1.43835257,9.33223160,6.26444849,1.46748268,9.44690701,9.33059352,-0.17484607,1.46748268,66.47532020,-222.48926930,-130.88834887,-75.66646332,29.71073070,-121.79519629,-76.20983358,28.28784997,-121.79519629,378.03851153,263.98876741,505.91178748,-163769.22967300,10.59167713,1.74505972,0.71709541,8.91116070,1.16466983,66.73066559
2430,210.20656584,-10.66011535,-21.63606271,-38.43809283,-35.24926110,-26.51595334,14.86479375,329.25126039,48.63352832,16.23836000,0.01742850,15.23806000,0.01410838,14.93306000,0.01666018,14.80699000,0.02658395,14.81766000,0.01341447,1.47841300,304.11400000,3.53434700,0.11711290,6386.95900000,34.98333000,-1.85173100,0.04644407,1109.18810466,0.62998086,-0.37478046,0.83244337,7.70654241,6.23453465,0.85647300,7.75398878,7.69742396,-0.37478046,0.85647300,167.89163844,-315.54139356,136.09617915,-177.91560856,-63.34139356,144.87148725,-174.62471217,-71.91874446,144.87148725,322.20132173,-554.24485455,639.76016174,-157041.07600000,11.63126742,3.07863183,0.58142041,9.54566549,2.09860447,120.24117883
2443,198.23767503,-0.06379808,-89.73257596,-32.79056721,-94.16233205,-16.14347261,15.45451699,314.57275823,62.32073739,18.12047000,0.02651375,16.31550000,0.01553601,15.51151000,0.01009766,15.19278000,0.02021316,15.00571000,0.01798803,0.77575700,133.69180000,4.48750200,0.17696550,4779.67300000,34.57106000,-1.10587100,0.07120597,508.95777169,0.16592427,-0.16841743,0.45071357,8.16440702,6.26255559,0.47619348,8.17828235,8.16266975,-0.16841743,0.47619348,-94.04612066,-228.25220500,100.29954385,84.13260428,23.94779500,109.89259516,83.62070102,25.67820767,109.89259516,333.73884705,209.64733889,267.08153390,-173156.12229900,8.94266210,1.15859246,0.77060424,6.21514953,1.12372042,64.38443716
2458,17.23508580,-9.03825922,41.97660333,-47.58217019,51.16219721,-37.53035736,15.93155263,136.62717590,-71.44311684,17.87196000,0.02845960,16.63178000,0.02651028,16.00538000,0.01991980,15.76455000,0.01602688,15.61734000,0.01036553,1.34360300,-98.27864000,4.28899700,0.09482910,5371.40100000,65.66548000,-1.95329300,0.05583939,713.81274554,-0.16512856,0.15600602,-0.67670031,8.49867188,0.01835755,-0.65018161,8.52350631,8.49723990,0.15600602,-0.65018161,-8.64232239,-230.00121610,52.75313798,-1.12237456,22.19878390,62.07985572,-0.71469307,22.21564640,62.07985572,449.07772486,188.80348943,74.53228577,-178457.50991700,8.68470433,0.52060799,0.88688966,3.95913847,0.78898150,45.20531001
2481,8.51745045,-18.45190228,61.85787093,-59.77472093,32.26008248,-79.74146059,15.09400365,97.28951207,-80.44723093,16.96286000,0.01071041,15.72776000,0.02016428,15.15293000,0.01889089,14.92959000,0.01580212,14.81376000,0.01910069,1.02244100,-154.29550000,4.41090500,0.06848501,5276.70900000,39.34816000,-1.49783000,0.06660042,551.28572565,-0.01160842,0.09074967,-0.54364114,8.34379872,0.01087652,-0.51760226,8.35983787,8.34330519,0.09074967,-0.51760226,-54.30177327,-239.93835666,117.57192667,44.33453935,12.26164334,127.04084247,44.46527836,11.77872224,127.04084247,206.70712466,98.27928755,621.60241141,-172674.95640600,8.64339476,1.50579400,0.70326811,8.29028085,1.38419394,79.30847057
2522,169.95924533,67.86014192,-37.83267275,-210.20838852,139.33308231,161.88010967,15.32069977,135.34884441,46.99848152,17.78098000,0.01282899,16.15850000,0.01659891,15.39079000,0.01690380,15.10187000,0.01708667,14.89242000,0.01850390,2.28561200,-221.01340000,4.84561900,0.01881855,4802.51700000,166.55600000,-2.73778100,0.30069410,371.07885419,-0.18004250,0.17786337,0.27138319,8.51105327,0.02089945,0.29794382,8.51626668,8.50919458,0.17786337,0.29794382,83.13305263,-426.65816463,32.57734481,-92.83432917,-174.45816463,41.61770847,-96.45986954,-172.48002043,41.61770847,162.06276165,-1467.98664135,24.33159327,-160621.95699900,10.06638958,4.64238091,0.36876017,1.20483068,2.95699546,169.42335969
2527,210.13610886,-9.40568131,-15.57316173,-75.23106509,-45.01932742,-62.25348729,14.95816776,329.93305804,49.80832682,17.12960000,0.01911509,15.67672000,0.01734091,15.02915000,0.01387410,14.77550000,0.01630057,14.64181000,0.01753030,0.76807210,251.11090000,4.45551900,0.06648719,5166.16000000,32.59160000,-1.24198700,0.04974596,498.78615214,0.27857667,-0.16127058,0.38101767,8.05185064,6.26315496,0.40614631,8.06208742,8.05023544,-0.16127058,0.40614631,184.22866290,-229.64950250,96.82785369,-194.12998783,22.55049750,105.55236140,-194.54270931,18.65774279,105.55236140,577.94940313,150.22935828,355.45107849,-159193.79981500,12.15356133,0.99574784,0.84854750,8.64107327,1.24236080,71.18203041
2529,42.61225375,32.43715331,43.79306821,-32.57725961,54.08638070,-7.33308185,16.81274786,150.23182480,-24.05016175,18.72937000,0.02312978,17.52278000,0.01400574,16.91273000,0.01043815,16.61460000,0.01220149,16.48384000,0.01478856,1.75919300,71.29673000,4.11763100,0.16105820,5570.75600000,22.37600000,-2.42699100,0.02527049,1145.52454978,-0.90804109,0.51937045,-0.46684282,9.25407970,0.05615291,-0.43800634,9.26443958,9.23949379,0.51937045,-0.43800634,-188.25184106,-230.68151985,-65.42011881,178.85511552,21.51848015,-55.53222223,179.78090152,11.44660577,-55.53222223,902.56720352,105.92780215,39.62775887,-158607.90166400,12.68434070,0.63058072,0.90528210,4.97234504,1.18657551,67.98576861
2530,262.74379835,32.58150603,-14.02041115,-16.03080239,-19.06554476,9.49018214,14.51015335,56.61931869,30.22913000,15.99671000,0.01516564,14.98169000,0.01348668,14.59868000,0.01266182,14.51723000,0.00995211,14.42492000,0.01596276,1.52950100,-327.59480000,3.61333200,0.09590848,5955.29500000,38.17370000,-1.53989400,0.01763165,878.79946489,0.41776593,0.63404037,0.44243976,7.93622305,0.07997719,0.46713366,7.94995913,7.91085515,0.63404037,0.46713366,-100.36124656,-296.67540692,-130.77134284,91.16892557,-44.47540692,-121.15745498,87.32427958,-51.61690621,-121.15745498,221.06230435,-409.64328092,386.48426861,-172060.17995900,8.77957833,1.97636634,0.63250716,6.26242854,2.17241363,124.47013243
2535,118.01617276,43.12332401,10.27536916,-36.09612247,37.41675937,2.91537071,15.72795489,176.42910049,28.78592388,17.05517000,0.01454002,16.08601000,0.01277986,15.81264000,0.01167319,15.69608000,0.01319216,15.67128000,0.01761554,1.73520600,-309.44520000,3.65575100,0.11348670,6520.33700000,38.34339000,-2.41231200,0.00088121,1751.86711619,-1.53239920,0.09562903,0.84359124,9.86022243,0.00969862,0.87437011,9.89891456,9.85975869,0.09562903,0.87437011,262.96131673,-327.74847819,-127.79043538,-272.16117207,-75.54847819,-119.31057652,-272.88107629,-72.90537937,-119.31057652,1519.13781089,-718.86325661,268.91365465,-125522.99618400,24.41795961,2.10147462,0.84151437,14.82392953,2.38845313,136.84828367
2546,116.62662980,40.26566678,7.10301377,-39.36935726,39.93066026,-2.43751246,16.85904152,179.33093347,27.15051789,18.61710000,0.02178980,17.47871000,0.01604818,16.94481000,0.01272097,16.73061000,0.01291951,16.60714000,0.01717584,1.47150300,-168.72860000,4.44622200,0.06139814,5536.33700000,30.11226000,-1.35604500,0.07678900,1494.55222347,-1.32977804,0.01552907,0.68200847,9.65765534,0.00160796,0.71215569,9.68387693,9.65764286,0.01552907,0.71215569,138.94274382,-284.54579089,-92.36243295,-148.25378232,-32.34579089,-83.49565577,-148.30560124,-32.10736367,-83.49565577,694.24591409,-310.08185235,140.96269776,-158810.06867000,12.39818250,1.04161413,0.84499555,5.42175069,2.22206533,127.31496513
2571,252.97595121,23.54894633,-63.44450077,-61.54969686,-77.65708825,42.22495123,14.37913535,43.43173605,36.06322809,16.81534000,0.01914386,15.19087000,0.01430333,14.47516000,0.01119745,14.17480000,0.01164594,14.02766000,0.02073895,0.89059900,-83.70064000,4.75561600,0.08803435,4927.43300000,39.43415000,-1.51256800,0.05074862,315.56692132,0.18524784,0.17537464,0.18576720,8.14606126,0.02153043,0.21118810,8.14879834,8.14417324,0.17537464,0.21118810,3.72773648,-156.44196819,1.78850792,-13.33330068,95.75803181,11.07686407,-11.26865818,96.02288740,11.07686407,304.14992444,782.20832285,2.49420644,-178732.90059300,8.15912679,2.10119043,0.59042389,0.29621989,0.10185651,5.83594811
2592,166.00285274,39.53353769,-44.98893474,-110.33295181,119.12389146,-2.61973021,15.39487458,176.97334914,64.50417194,17.54563000,0.01346422,16.14677000,0.01178253,15.48437000,0.01656166,15.19320000,0.01288678,15.07683000,0.01655885,1.11961200,43.51090000,4.61502500,0.12364450,4948.61400000,58.77165000,-2.25257600,0.06148410,452.69325687,-0.19458791,0.01028868,0.40860846,8.52331781,0.00120712,0.43521383,8.53442192,8.52331160,0.01028868,0.43521383,-37.26803819,-254.02391887,36.85374728,27.55282751,-1.82391887,46.26989001,27.55060574,-1.85717716,46.26989001,550.92780423,-15.82931114,31.62851282,-179326.50620200,8.49495306,0.35697946,0.91934429,4.32655634,1.64329958,94.15413046
2599,121.17567360,19.69714214,8.71850182,-50.10887233,49.79408557,-10.36631094,16.89741594,202.46898566,24.64605988,19.08529000,0.02274807,17.61301000,0.01601655,16.96335000,0.01148988,16.69525000,0.01371736,16.57405000,0.01711086,0.99912120,-167.74280000,4.54583300,0.01122440,5082.79700000,17.84245000,-1.30662300,0.08101704,1163.15367126,-0.97693665,-0.40404100,0.48504856,9.31418554,6.23979259,0.51409545,9.32836247,9.30541795,-0.40404100,0.51409545,223.79333671,-204.55799699,-121.90234716,-233.01176094,47.64200301,-113.30026458,-234.85909047,37.48931595,-113.30026458,1033.32691673,349.18244450,302.95556189,-141248.75445900,17.67205346,1.30694789,0.86227432,11.67787159,0.97458340,55.83951586
2624,241.82249490,45.67359468,-36.57282167,-3.86991912,1.52808365,36.74523805,15.82034212,71.97690123,47.26387951,17.46881000,0.01812266,16.36675000,0.02021394,15.90488000,0.01577683,15.73375000,0.01404059,15.68572000,0.01799015,1.45847000,-27.34870000,4.43444500,0.06656481,5557.07500000,29.10379000,-1.37814400,0.06397875,1056.86521627,0.22190594,0.68202057,0.77625368,8.13431466,0.08394342,0.80155728,8.17371208,8.10567227,0.68202057,0.80155728,-54.85810043,-143.86070708,104.84383213,44.93059116,108.33929292,114.31454635,53.85607659,104.19061103,114.31454635,166.23732932,847.51921493,236.96266502,-169264.17012600,8.75226391,3.21745519,0.46240089,4.39334578,0.65289239,37.40797839
2630,290.90170673,38.27530437,-2.85900534,1.49523175,0.07500309,3.22552384,17.41779731,70.65923567,10.64409082,20.11373000,0.05088960,18.35312000,0.01895387,17.49618000,0.01418809,17.13997000,0.01557981,16.97669000,0.02019793,1.44938200,-47.68369000,4.58131600,0.06711262,4773.12000000,9.10594500,-1.52852000,0.07309386,1076.65668070,0.35043802,0.99841615,0.19886677,8.04116694,0.12448435,0.22377201,8.04427994,7.97894298,0.99841615,0.22377201,-16.88869540,-46.96090942,7.37180949,7.26560399,205.23909058,16.72448714,32.69250152,202.74879444,16.72448714,30.96146581,1630.33690391,3.65248561,-162928.39460900,8.35426611,6.04638387,0.16026237,0.34903092,0.07650142,4.38320845
2647,331.46363056,7.04427570,18.02523200,-40.80078847,-18.08754199,-40.77320386,16.12035681,67.28840937,-37.34931592,18.30477000,0.02349489,16.88586000,0.01918021,16.24068000,0.02161116,15.93621000,0.01249888,15.74326000,0.02496132,1.09120500,-241.20360000,4.53812800,0.06160939,5185.81300000,27.23307000,-1.64888700,0.03597521,768.93134190,0.23600423,0.56386585,-0.46648978,8.11506642,0.06953986,-0.44122413,8.12705246,8.09545294,0.56386585,-0.44122413,-48.02493427,-285.50635370,28.18419032,38.33673090,-33.30635370,37.63395006,35.92982119,-35.88963753,37.63395006,484.13795895,-291.24679237,23.46874540,-181396.52394900,8.24636912,0.70441361,0.84260290,1.24399149,2.61562224,149.86411534
2648,193.19395325,19.37207153,-107.35338292,-101.31184731,-111.17106033,-97.10733533,14.33991159,305.26876817,82.23774919,15.56141000,0.01079060,14.76980000,0.01474399,14.38968000,0.01074265,14.30702000,0.01702458,14.24859000,0.01457183,1.64061500,265.21650000,4.22344400,0.09885241,6008.27000000,31.62485000,-1.92483000,0.03184156,699.90871423,0.05458376,-0.07718058,0.69349548,8.27361195,6.27385665,0.71932173,8.30482260,8.27325195,-0.07718058,0.71932173,-96.13524016,-502.87118880,219.27017259,85.85037852,-250.67118880,228.86916503,88.18503492,-249.85942449,228.86916503,684.74756796,-2067.23991920,629.66370239,-120639.30733800,24.17489042,7.61183680,0.52106823,15.05972902,2.44867211,140.29857744
2652,122.79631156,67.14929857,22.97329977,-38.42886261,35.34738164,27.47931213,16.26905804,148.59572356,32.55069487,17.77328000,0.02682111,16.81165000,0.02176900,16.33707000,0.01408142,16.16690000,0.01052930,16.08208000,0.01357331,1.63569400,284.00310000,4.30191500,0.10318530,5702.77600000,35.80517000,-2.10431300,0.01785946,1124.81995465,-0.80923890,0.49404444,0.60520445,9.15069239,0.05401611,0.63372733,9.17261040,9.13734597,0.49404444,0.63372733,-235.24567197,-77.20827966,276.31443600,224.78208425,174.99172034,286.34734668,233.90201157,162.60054297,286.34734668,2385.82728181,1487.90755166,1299.96666101,-95176.08207760,46.04515120,6.40340680,0.75582144,38.60118879,1.00791944,57.74953003
2669,233.18153007,51.17974521,-47.82136727,-54.68000651,-31.80531386,65.30856215,15.18657579,82.46300744,51.31826839,16.70257000,0.01170013,15.66783000,0.02772921,15.24498000,0.01624010,15.08796000,0.01572115,15.01896000,0.01409665,1.32434200,-293.88570000,4.28047700,0.27079420,5684.63000000,55.08110000,-1.60025000,0.04309285,825.43206897,0.06766736,0.51143282,0.64435681,8.27613916,0.06183546,0.67014246,8.30322650,8.26032178,0.51143282,0.67014246,73.11857224,-396.17879934,-69.69986114,-82.50066655,-143.97879934,-60.62774175,-91.24031411,-138.60541015,-60.62774175,223.95183767,-1147.11766295,47.34413576,-166392.62178100,9.48551891,3.49491709,0.46151006,1.81183114,2.85106429,163.35395067
2680,2.59650407,-7.38865854,37.09562162,-46.85085909,13.78927851,-58.14588497,15.88009209,94.80349960,-67.98964463,17.74345000,0.02231195,16.47416000,0.02006091,15.95337000,0.02735873,15.70726000,0.01394072,15.58947000,0.02411293,1.27144700,-264.50110000,4.36498500,0.13286480,5360.33200000,97.73953000,-2.09377800,0.12917890,748.39478830,-0.02348695,0.27949392,-0.69384888,8.36032569,0.03343721,-0.66777220,8.38695209,8.35565250,0.27949392,-0.66777220,-24.43295946,-293.45654619,167.91232778,14.30874690,-41.25654619,177.28777083,12.92150177,-41.71184045,177.28777083,53.56541526,-348.72457111,971.50794249,-164800.58058500,8.62002722,4.35720659,0.32848454,8.34572472,1.85318403,106.17962332
2700,126.02289560,23.61187200,8.51286554,-32.29176991,33.31484864,-2.31260542,15.32135706,200.08434980,30.22596470,16.64502000,0.01845157,15.71341000,0.01284364,15.39450000,0.01952120,15.29283000,0.01925718,15.24437000,0.01909829,1.60488000,-42.01168000,3.85366400,0.10963630,6324.92000000,29.54855000,-1.64503500,0.03618896,1556.16596266,-1.26283245,-0.46173996,0.78339193,9.60149022,6.23507630,0.81332971,9.63587669,9.59038115,-0.46173996,0.81332971,110.42217996,-221.30062916,-35.88979710,-119.90962166,30.89937084,-26.93427566,-121.25684900,25.09711249,-26.93427566,829.19941641,240.96968004,16.02607132,-165964.08690800,10.99655842,0.63015853,0.89160164,4.64755577,0.83707049,47.96060631
2701,262.21002340,34.12456677,-10.62655763,-12.13490235,-14.29275905,7.47640427,14.83629076,58.23151122,31.03881487,16.19224000,0.01435043,15.21905000,0.01290528,14.94252000,0.01118107,14.82108000,0.01494294,14.78524000,0.01305015,1.57349800,-23.48081000,3.99122500,0.07555094,6268.87600000,31.28035000,-1.50112900,0.01330979,1254.13298021,0.56574535,0.91357534,0.64665434,7.81581570,0.11715585,0.67088537,7.84455621,7.76223905,0.91357534,0.67088537,49.58393356,-81.32685147,25.97719782,-59.26477293,170.87314853,35.12230826,-38.88549225,176.62917282,35.12230826,64.47170434,1380.50106117,27.57038427,-168032.87704300,8.08461564,4.88815589,0.24639760,1.08823349,0.20248757,11.60168342
2711,9.73600998,7.30469168,-0.14381089,-92.50157591,-8.04974785,-92.15076661,14.40815159,117.46564147,-55.43439714,15.71273000,0.02317304,14.81707000,0.01677932,14.50672000,0.01780577,14.36392000,0.01317278,14.29174000,0.01265740,1.63381100,-352.14860000,3.96142500,0.15681240,6195.86900000,27.43610000,-2.06022900,0.02330444,770.14419670,-0.20152441,0.38769224,-0.63419613,8.54230513,0.04540056,-0.60756403,8.56388411,8.53350290,0.38769224,-0.60756403,245.99890934,-409.53292280,99.11394715,-255.90706882,-157.33292280,107.64564437,-262.78392439,-145.55646859,107.64564437,1166.55482828,-1243.38776905,132.95330424,-129509.43911200,22.05490937,3.08538619,0.75454655,6.91504067,2.70053090,154.72902276
