group_id,ra,dec,pmra_new,pmdec_new,phot_g_mean_mag,objid,l,b,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,hrv,hrv_e,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,pml,pmb,U,V,W,GalU,GalV,GalW,GalRVel,GalTVel,GalzVel
S2,201.977411069,22.5447593865,-1.112116788,-1.0677910577,18.7214922524,1.23766778391534E+018,5.9264175804,80.5452633049,19.83609,0.04509571,19.02429,0.02949245,18.72859,0.02036618,18.66839,0.02523977,18.73585,0.03487798,0.09910922,0.07292362,0.05289029,0.0401051,0.02843502,168.43,10.20332,3.70225,0.1753113,6309.4,50.53355,-2.137597,0.094,6961.42565204,1.1374303477,0.1180720574,6.8668594206,7.1721140783,0.0164634012,6.8892757862,9.9449153446,7.1711421226,0.1180720574,6.8892757862,-1.4869618079,0.4073402447,19.3974961837,-47.3204773011,168.350155005,-29.5228618064,204.879522699,177.588790851,-26.1459995004,205.337782448,177.588790851
S2,1.1548429412,-4.7091245376,13.7082832156,-24.1685219268,16.8280982626,1.23767279503311E+018,94.4033077826,-64.9549451368,18.72841,0.02201818,17.46768,0.01687508,16.89515,0.01414911,16.67728,0.01449889,16.55748,0.02103988,0.1513929,0.1113935,0.08079182,0.06126199,0.04343552,197.7308,1.745595,3.858588,0.1077102,5191,65.39326,-1.41665,0.05201064,1286.6866301,-0.041819755,0.5430863331,-1.1657061495,8.3930470833,0.0647519338,-1.139569942,8.4700566111,8.3754579921,0.5430863331,-1.139569942,2.0912252932,-27.7067005906,-7.3893631337,-70.1760169342,-250.680835135,-1.4282394912,182.023983066,-241.356550128,10.3529238883,181.734936779,-241.356550128
S2,39.8714268892,26.2500307165,-11.0015170667,-59.109615978,16.5277113114,1.23767095947697E+018,151.185525535,-30.6274907917,18.60249,0.0208021,17.29653,0.01536092,16.60445,0.01242984,16.30091,0.01356938,16.18762,0.01557196,0.6932467,0.5100843,0.3699557,0.2805262,0.1988966,92.61082,1.777528,4.355484,0.1310143,5226.192,36.92049,-2.066029,0.05019037,827.065079821,-0.6235699528,0.3430156522,-0.4213518988,8.961449231,0.0382861586,-0.393403539,8.9700801927,8.9548820529,0.3430156522,-0.393403539,18.0540564965,-57.3500751774,-3.5723841747,-78.8216321343,-240.664863861,-5.2764620404,173.378367866,-231.352541323,1.3637748074,173.453277898,-231.352541323
S2,173.095885012,28.9398293286,-16.700111689,-12.5391968182,16.0544194212,1.23766725347436E+018,202.380759273,72.4819998586,17.32736,0.0191957,16.43684,0.02070039,16.13909,0.02291555,15.969,0.01784448,15.96304,0.02315142,0.115338,0.08486459,0.06155089,0.04667217,0.03309115,-234.5865,2.899771,4.043521,0.1418589,6104.673,30.86961,-1.845981,0.000946045,1581.76721218,-0.4402562068,-0.1812875773,1.508408698,8.7674204464,6.26250642,1.5357754928,8.9009138659,8.7655459669,-0.1812875773,1.5357754928,12.8829908912,-16.4363540047,-6.6016229899,-107.18850857,-260.804372957,-2.1843778745,145.01149143,-251.482497358,-5.1823734131,144.935320606,-251.482497358
S2,7.104631844,-9.5414604288,0.6567287041,-10.6674343177,17.3344691677,1.23765263071222E+018,104.682218969,-71.5929012407,18.65055,0.02978967,17.70197,0.02162095,17.4081,0.01520873,17.26634,0.01799918,17.248,0.01904883,0.2008641,0.1477939,0.1071925,0.08128081,0.0576291,205.6543,3.312024,3.991305,0.2823523,6402.807,41.3423,-2.14214,0.007119424,3155.936763,-0.2525806401,0.9639988697,-2.9944692437,8.645836199,0.1117309537,-2.9676662944,9.1409806265,8.5919258469,0.9639988697,-2.9676662944,-2.384846264,-10.4181551059,55.537802701,-71.1973071816,-244.348431626,-64.3748637125,181.002692818,-235.220587829,-43.791908083,187.051775378,-235.220587829
S2,36.1608694852,-0.2113391945,-8.1401567905,-34.9488926768,17.1648042368,1.23766378367635E+018,166.523485888,-54.9922208456,19.22437,0.03060361,17.90055,0.03148775,17.22467,0.01537627,16.95349,0.02202868,16.82364,0.0257882,0.1815444,0.1335786,0.09688236,0.07346296,0.05208616,199.1121,1.767816,4.290375,0.1531157,4889.893,106.0608,-2.453014,0.06666213,1006.21234255,-0.561357276,0.1345266157,-0.8241625305,8.8949442897,0.015124518,-0.7964063889,8.9305261352,8.8939269452,0.1345266157,-0.7964063889,15.0196147721,-32.5898515493,-3.9589400458,-72.7220985545,-252.26787544,-4.8536923462,179.477901445,-242.954289853,-2.1387239586,179.530780917,-242.954289853
S2,190.842986339,10.0630757133,-8.1648120951,-9.0312177038,16.3298579775,1.23765849282091E+018,296.19240421,72.8291919302,17.53324,0.02274291,16.63535,0.01588847,16.3872,0.01539651,16.30963,0.02214256,16.32368,0.02392442,0.09051385,0.06659923,0.04830331,0.03662694,0.02596896,-235.2076,2.958621,3.583477,0.05366171,6391.321,27.14879,-1.637998,0.02175376,2894.186515,0.3771322257,-0.7666904445,2.7651894384,7.9811493224,6.186974284,2.7899988513,8.4547523972,7.9442388099,-0.7666904445,2.7899988513,-7.1607413836,-9.8463613888,-61.8357466954,-96.8712729723,-264.605629019,53.0613413892,155.328727028,-255.111336318,37.894657095,159.707590157,-255.111336318
S2,1.7723862144,-4.5299185264,1.5092250928,-12.5244594296,17.2097221194,1.2376793239206E+018,95.904274062,-65.0481400822,18.49234,0.02585223,17.55673,0.01901849,17.26848,0.01498029,17.1748,0.01388587,17.16026,0.02076433,0.1514646,0.1114462,0.08083008,0.06129101,0.04345609,180.0165,3.174334,3.775039,0.2622476,6496.429,47.96123,-1.843208,0.04654864,3584.57847277,-0.1555528379,1.5041563112,-3.2500030667,8.627823503,0.1752332933,-3.223501719,9.2103366785,8.495696098,1.5041563112,-3.223501719,-3.7016788672,-12.0597436933,73.8681309121,-102.804583716,-249.66371256,-82.6885124036,149.395416284,-240.593056103,-55.3769341409,161.523297562,-240.593056103
S2,52.7208099737,0.1546239994,-22.5286667384,-49.4360930518,16.870535725,1.23766323874012E+018,184.12787919,-42.9938572196,19.31532,0.02686467,17.71754,0.02411989,16.97552,0.01094759,16.62393,0.01832465,16.44921,0.02271148,0.5321802,0.3915731,0.2840015,0.2153497,0.1526856,183.1446,2.23898,4.558569,0.1288422,4980.68,42.18868,-2.182594,0.02990234,828.607957177,-0.6044938686,-0.0436263178,-0.5650442938,8.9363610492,6.2783033993,-0.537154775,8.9524903828,8.9362545591,-0.0436263178,-0.537154775,24.4524957812,-48.5133339537,2.9140473389,-96.0886921677,-264.270611081,-11.6891829141,156.111307832,-254.978419224,-12.4511616104,156.052382247,-254.978419224
S2,139.498703706,23.3172076675,-25.897145003,-11.3009538051,15.9820367523,1.23766711172163E+018,205.021869748,41.9307631231,17.28341,0.01803588,16.35608,0.02710892,16.0648,0.01076278,15.91991,0.01582863,15.90762,0.01103339,0.2735842,0.2013007,0.146,0.1107074,0.07849294,-3.898402,2.448234,3.751048,0.05650224,6433.779,33.93699,-1.760729,0.02631838,1934.26909207,-1.3039492464,-0.6086475684,1.2925406844,9.6491238463,6.2200653887,1.3226043182,9.7393466508,9.6299085738,-0.6086475684,1.3226043182,3.5896218682,-28.0265640251,-139.059016986,-101.232494541,-193.789931391,130.063203208,150.967505459,-184.054951794,120.281464833,158.870997199,-184.054951794
S2,165.806077724,49.9456407672,0.6448945162,-8.1272738106,17.8583030392,1.23765785553214E+018,157.809519614,59.2134639106,19.2045,0.04175701,18.24637,0.02845872,17.93026,0.01524102,17.79177,0.01431057,17.74558,0.02373059,0.08548172,0.06289663,0.04561788,0.03459066,0.02452521,163.1162,6.972543,3.852279,0.1081154,6140.707,59.44775,-1.602115,0.1478046,3879.39716877,-1.8385652431,0.7499482531,3.3327132877,10.1857997888,0.0736935237,3.3644356449,10.7270659803,10.1581541116,0.7499482531,3.3644356449,6.0326954988,5.4840727154,-38.9835896652,-103.915339038,191.750601769,28.7849014111,148.284660962,201.171344618,39.624506218,145.762854434,201.171344618
S2,133.256424565,25.3707586641,-28.7630199139,-23.1985151912,17.0200424462,1.23766487887223E+018,200.42571091,37.0325381741,18.74335,0.03158297,17.60683,0.01301175,17.10399,0.01389392,16.88464,0.01372793,16.80471,0.02111069,0.1836314,0.1351142,0.0979961,0.07430748,0.05268493,-133.3,14,4.11,0.26,5273,182,-1.9,0.17,1425.32206479,-1.0662852631,-0.3970926884,0.8584265389,9.4019900598,6.2409377792,0.8877504826,9.4438084481,9.3936007197,-0.3970926884,0.8877504826,14.4153724044,-34.0246889785,3.9611712535,-102.460000272,-263.805694951,-12.7377528397,149.739999728,-254.516773677,-19.0506501457,149.068409111,-254.516773677
S2,26.4697622519,13.7801267713,3.4526544544,-42.8183779945,16.7289225163,1.2376499195075E+018,142.515262431,-47.0110423408,18.55767,0.0210227,17.39614,0.01966675,16.7928,0.01583312,16.55683,0.02816161,16.43667,0.02325217,0.2874309,0.2114889,0.1533894,0.1163105,0.08246561,160.8316,3.268265,3.919397,0.2214029,5191.646,151.8827,-2.260761,0.02932739,993.232950039,-0.5374029857,0.4121364203,-0.7265351299,8.8792380197,0.0464324246,-0.6988542308,8.9066977633,8.8696680537,0.4121364203,-0.6988542308,16.4372026924,-39.6881932634,-25.6513517486,-77.8594082849,-245.062932264,16.816125383,174.340591715,-235.681674694,24.8901490187,173.372155995,-235.681674694
S2,2.376339279,-5.8160968504,2.7287795792,-15.2391058534,18.0866137257,1.23767932231025E+018,95.9726775345,-66.4677333054,19.48446,0.03582274,18.55357,0.02321023,18.13817,0.02042243,18.00956,0.02245257,17.98903,0.03632302,0.1608595,0.1183589,0.08584374,0.06509271,0.04615154,197.7049,4.405259,4.127903,0.1956274,6037.142,88.1761,-2.088731,0.05493262,3190.2443053,-0.1325394859,1.2668399395,-2.9249288162,8.5658651609,0.1484385008,-2.898500882,9.042972593,8.4716682255,1.2668399395,-2.898500882,-3.6862394335,-15.03623038,68.9254107149,-123.044629682,-272.054525453,-77.675929332,129.155370318,-262.968332546,-57.7204417299,139.222879895,-262.968332546
S2,27.2443947307,0.3142931432,-1.0835839175,-30.378691042,17.720890814,1.23765707115908E+018,152.019879544,-59.2685027526,20.00946,0.0477707,18.52656,0.02022412,17.80772,0.02120282,17.50273,0.02279245,17.37455,0.02006757,0.2102688,0.1547137,0.1122113,0.08508644,0.06032735,201.9096,2.838973,4.422018,0.152406,4853.423,78.59586,-2.117281,0.05458331,1269.08043689,-0.5727146072,0.3042629157,-1.0908653501,8.9113124697,0.0341500834,-1.0630724606,8.9744979241,8.9061166628,0.3042629157,-1.0630724606,12.1672209796,-27.8567362978,1.754277996,-83.819083434,-259.195383462,-10.5452601899,168.380916566,-249.899596416,-4.7900069733,168.642792343,-249.899596416
S2,30.5713797623,6.1861204793,-3.112355953,-36.5983826027,16.7321921539,1.23767001511867E+018,152.749704739,-52.5353090717,18.41161,0.02468046,17.33904,0.02726653,16.81822,0.02148824,16.57548,0.01544545,16.47315,0.02455175,0.3022014,0.2223569,0.1612718,0.1222875,0.08670337,178.0372,1.9407,4.447415,0.01369796,5493.183,61.95459,-2.060344,0.07143787,1175.2767094,-0.6355463434,0.3273320197,-0.9328504371,8.9744264101,0.0364819572,-0.9048622047,9.0199282148,8.9684548914,0.3273320197,-0.9048622047,13.5041293841,-34.1579691769,3.5620495772,-86.4635859096,-257.071351233,-12.3596525654,165.73641409,-247.781217011,-6.3063809045,166.076938577,-247.781217011
C2,29.3032062187,1.1935802515,-18.7922781263,-37.8945592329,16.6664970303,1.23767861743065E+018,154.769879833,-57.554533131,18.09995,0.03516199,17.1146,0.03183941,16.75402,0.01356333,16.5788,0.0133075,16.54682,0.02048698,0.146854,0.1080538,0.0783696,0.0594253,0.04213328,209.7036,2.255534,4.239871,0.06137774,5961.437,18.59375,-1.235433,0.03428057,2088.02343813,-1.0133522724,0.4774982196,-1.762088108,9.361033542,0.0510312809,-1.7329166159,9.5200813533,9.3488472244,0.4774982196,-1.7329166159,1.2033662609,-42.2811925834,212.63801301,-113.363716699,-401.497640906,-220.983809432,138.836283301,-392.859378033,-213.614211121,149.927737258,-392.859378033
C2,177.120922903,6.5942467618,14.1389313487,-8.207060138,18.4232464881,1.23766197064525E+018,264.018794838,64.5977908338,19.80868,0.03638195,18.87477,0.0331182,18.4685,0.01944298,18.35239,0.0135466,18.28228,0.02287295,0.1094831,0.08055662,0.05842638,0.04430295,0.03141135,261.9165,4.046309,4.406859,0.2282036,5965.404,34.36996,-1.390529,0.06989488,4447.59333625,-0.1988057485,-1.8974976785,4.0175944692,8.7250940285,6.0639575787,4.0441954184,9.6167968881,8.5162649305,-1.8974976785,4.0441954184,16.3061314887,1.1727283005,332.541519872,-125.353338184,247.200553769,-342.911470641,126.846661816,255.461409976,-362.290213456,49.2356938144,255.461409976
C2,142.743466025,9.2462197151,23.9910463166,-4.2894673864,18.4266834506,1.23766106495019E+018,223.813350375,39.5345166468,20.02309,0.0405628,18.97399,0.01431768,18.5024,0.022584,18.36758,0.01724339,18.24401,0.03347221,0.2424333,0.1783801,0.1293761,0.09810202,0.06955555,47.63577,4.282629,4.422053,0.1790936,5702.973,54.44499,-1.626892,0.04169603,3729.55335065,-2.0755966323,-1.9913541999,2.3740209068,10.5871416903,6.0939664335,2.4064877641,10.8571981896,10.3981766488,-1.9913541999,2.4064877641,14.9458700366,19.2507351204,312.758578886,-66.1229077114,292.814046714,-323.270996372,186.077092289,301.136427909,-352.500649764,121.95127423,301.136427909
C2,149.660018189,38.1348387043,38.8031034101,-21.6147916082,16.2820164089,1.23766184984694E+018,184.779656798,52.3615471042,17.61504,0.02074118,16.66927,0.01971857,16.35645,0.01168653,16.24481,0.01341674,16.2401,0.02763476,0.07376076,0.05427246,0.03936291,0.02984771,0.0211624,30.88807,3.03458,3.96561,0.1341422,6163.434,27.74572,-1.229272,0.03482238,2257.32453353,-1.3737019131,-0.1148618071,1.787530103,9.6987960951,6.2713421371,1.81780904,9.8676783186,9.6981159232,-0.1148618071,1.81780904,18.8967361647,40.1969328786,337.485476013,-174.696659285,287.135230565,-347.980048143,77.503340715,295.380461008,-348.873508262,73.3768148709,295.380461008
C2,170.77516037,37.9138985278,11.5298371271,-9.5610865736,18.9086924866,1.23766222352574E+018,177.182474815,68.5628490478,20.23508,0.05250765,19.30697,0.02394277,18.90664,0.02921105,18.82881,0.03178901,18.79766,0.03768241,0.1097645,0.08076366,0.05857654,0.04441682,0.03149208,-120.5776,8.375958,4.113344,0.4335041,5853.613,67.39549,-1.491412,0.07605708,5951.25302852,-2.1724370664,0.1069159859,5.5395395814,10.4856813811,0.0101965561,5.5722932809,11.8743406736,10.4851362889,0.1069159859,5.5722932809,4.1157008652,14.4018237398,416.043025361,-136.72705988,36.2589323139,-425.754171377,115.47294012,44.2601883513,-424.554632879,119.808088398,44.2601883513
C2,187.873997708,4.3183721309,13.476082582,-5.4579204208,16.8290268427,1.23765512447387E+018,290.277408858,66.6989063957,18.1529,0.02568552,17.16867,0.01730884,16.88652,0.01904106,16.82389,0.01579168,16.79775,0.01904679,0.1226437,0.09024008,0.06544963,0.04962847,0.03518721,332.0952,2.97427,3.747999,0.08652948,6351.767,27.02568,-1.419975,0.01705105,3701.72714537,0.507464698,-1.3735194643,3.3998099536,7.9317555601,6.1091408145,3.4242094772,8.6393261779,7.8119261739,-1.3735194643,3.4242094772,14.283140045,-2.7176474259,295.812158596,-77.4453234162,286.145091378,-306.303843264,174.754676584,294.520398789,-331.938111326,119.072799729,294.520398789
C2,216.019463915,8.915502659,4.5182663725,-10.2194659105,17.038111501,1.23766223801673E+018,357.520558335,61.5273992143,18.32983,0.02309242,17.40153,0.01864083,17.11981,0.01483797,16.99568,0.01540824,16.95672,0.02531646,0.1207227,0.08882664,0.06442449,0.04885114,0.03463607,402.9944,2.511655,4.225174,0.09703018,6264.26,25.92409,-1.420676,0.04189395,3333.84415201,1.587883736,-0.0687576744,2.9305996747,6.7333279836,6.2729735858,2.951629244,7.3518583316,6.7329769134,-0.0687576744,2.951629244,-4.4358738838,-10.2554979107,331.250576796,-84.5138227822,276.981586199,-341.713487403,167.686177218,285.246326675,-343.408005507,164.188011917,285.246326675
C2,161.443753194,14.8942491694,-0.3702288369,0.2645117711,18.09009229,1.23766413316581E+018,229.232510644,58.343339674,19.38865,0.02508117,18.46834,0.02338705,18.21599,0.01318126,18.10952,0.01707913,18.07507,0.0264811,0.127123,0.09353592,0.06784005,0.05144106,0.03647235,463.694,4.970527,3.738876,0.2546668,6483.349,28.75495,-1.69285,0.03968649,6081.95075809,-2.0843325562,-2.4174943588,5.1770072285,10.675490081,6.0547510069,5.2094876992,11.8787562715,10.3981637559,-2.4174943588,5.2094876992,-0.4069445389,-0.203548547,-171.059507579,-180.434136087,391.620211931,160.236336293,71.765863913,401.452220956,139.822161037,106.187503854,401.452220956
C2,139.898684124,14.7055818551,29.8294353502,-7.7543228835,17.7569531527,1.23766828961399E+018,215.878744757,39.3670519483,19.24289,0.02726974,18.24741,0.0146668,17.84315,0.01123074,17.66175,0.01298657,17.60721,0.02101026,0.1463578,0.1076887,0.07810479,0.0592245,0.04199091,37.96694,3.049126,4.389402,0.1337467,5845.061,43.28895,-1.264048,0.04396293,3034.03407358,-1.9005494776,-1.3746941658,1.9244454769,10.3165338612,6.1495362337,1.9563681611,10.5003927208,10.2245335766,-1.3746941658,1.9563681611,18.8921360485,24.3518363213,315.469248113,-107.167185502,294.856781592,-325.988028248,145.032814498,303.170692206,-342.406795913,100.30103666,303.170692206
C2,176.862561641,3.7353565908,25.7641148599,-7.9953442647,16.3188213377,1.23765512393215E+018,266.997245769,62.0569314172,17.59099,0.03862067,16.68119,0.02273369,16.40139,0.02311276,16.27775,0.01804484,16.26503,0.0182627,0.1163369,0.08559956,0.06208394,0.04707637,0.03337773,304.3331,3.202375,3.748566,0.08682536,6308.618,25.79229,-1.611611,0.03541074,2288.61416893,-0.0561781763,-1.070958436,2.0217929803,8.4480252051,6.1560730101,2.0479584772,8.6927132582,8.3798674151,-1.070958436,2.0479584772,26.1379353338,6.6725917685,279.063552092,-93.403579034,302.774310331,-289.607222015,158.796420966,311.201813049,-307.401366181,120.801682211,311.201813049
C2,174.971213497,0.8958947092,24.7372003493,-9.7596888628,16.7335766031,1.23767465153711E+018,266.754011718,58.6483050046,18.09554,0.02266578,17.15566,0.01830901,16.82705,0.01119063,16.70485,0.01638411,16.66425,0.01475193,0.1138847,0.08379529,0.06077534,0.0460841,0.0326742,307.3757,3.765301,4.132602,0.07500473,6152.282,34.87857,-1.367828,0.03171701,2561.22665783,-0.0754545315,-1.3304422511,2.1872613065,8.5033531983,6.1260789151,2.2134861635,8.7867250219,8.3986272111,-1.3304422511,2.2134861635,26.1754137607,4.6934339533,310.996910408,-129.076520879,292.144383511,-321.5072463,123.123479121,300.472266546,-336.811622343,71.3037978597,300.472266546
C2,170.254309925,16.6972490673,-30.7793917469,-2.7665695898,17.3045240026,1.23766849524263E+018,234.764030401,66.6330614622,18.57163,0.02848676,17.68769,0.01971849,17.35594,0.01825763,17.23644,0.0332773,17.23737,0.02229208,0.122457,0.09010271,0.06535,0.04955293,0.03513364,-105.1606,2.647196,3.921973,0.01192472,6109.178,31.91611,-1.358053,0.01160453,3292.47330866,-0.7534067729,-1.0665999869,3.0224366314,9.1364410859,6.1661772014,3.0507734672,9.6323296489,9.0739693731,-1.0665999869,3.0507734672,-13.1886844062,-27.9478705314,-375.09549856,-174.235422394,-269.543271305,366.33497888,77.9645776059,-259.071197784,354.728425515,120.197904493,-259.071197784
C2,166.417837695,17.1757163489,28.0616267463,-12.9658773115,16.6445783145,1.23766849631479E+018,229.585434247,63.6371948099,17.89941,0.01635194,17.01684,0.0241417,16.69333,0.01795362,16.60629,0.01708433,16.58706,0.01514588,0.1057219,0.07778917,0.05641919,0.04278096,0.03033224,198.3731,2.658497,3.90028,0.08646284,6220.796,11.66768,-1.473964,0.01431245,2628.32643753,-0.7566582366,-0.8886126268,2.3549810561,9.1226857582,6.1856237017,2.3833312918,9.4288739247,9.0793041056,-0.8886126268,2.3833312918,24.2309459931,19.1945337632,311.676184017,-99.6486187532,283.93969132,-322.160907842,152.551381247,292.26549415,-335.488475431,120.445246129,292.26549415
C2,182.773804904,30.3315655974,19.7365086956,-20.728881784,18.052374517,1.23766725455184E+018,190.641628609,80.5982187725,19.72986,0.03796495,18.58571,0.02744511,18.141,0.05008022,17.95745,0.01987541,17.89764,0.02859054,0.09228784,0.06790451,0.04925001,0.03734479,0.02647793,215.8355,3.189185,4.151972,0.1089152,5535.129,43.94049,-1.435253,0.01399685,2951.56531057,-0.4738653512,-0.0890378865,2.9119171805,8.7952249663,6.2730616995,2.9393820407,9.2734000771,8.7947742702,-0.0890378865,2.9393820407,13.8648723161,25.0396012581,340.870821626,-133.340818063,270.168075808,-351.312418818,118.859181937,278.402822445,-352.497679597,115.296602834,278.402822445
C2,205.736476173,28.4202657724,-11.8828984884,8.0918919293,19.658052536,1.23766544205683E+018,42.3848337463,78.539168705,20.24681,0.05260966,19.43375,0.01911645,19.05245,0.01493834,18.93841,0.02367579,18.86435,0.05130219,0.0720742,0.05303151,0.03846287,0.02916523,0.02067851,-153.5182,5.31038,4.093844,0.1814389,5918.172,34.74909,-1.579191,0.05494494,5802.86126327,0.8516572309,0.7772566164,5.6871566669,7.5009746132,0.1038070857,5.7104707435,9.4273058856,7.4605959748,0.7772566164,5.7104707435,8.788767251,11.3771508599,-412.063797698,-48.7536458805,-88.2714577156,402.737306323,203.446354119,-77.6848804947,421.650587344,160.6192364,-77.6848804947
C2,18.8757096593,-9.7162530868,-10.3673924431,-20.7410018567,15.0680626973,1.23765294746003E+018,142.125399198,-71.6855333844,16.4218,0.01510411,15.41465,0.03695742,15.12697,0.01657229,14.97375,0.02032604,14.97591,0.02227375,0.2145268,0.1578468,0.1144837,0.08680949,0.06154901,-420.2503,1.665182,4.019999,0.09136326,6308.975,38.02758,-1.507855,0.05172941,1252.41171206,-0.3106496369,0.2416130528,-1.1889722589,8.6477351116,0.0279430967,-1.1619968573,8.7254546734,8.6443591835,0.2416130528,-1.1619968573,-3.7431077557,-22.8836432505,219.693015351,-142.716789487,356.271224936,-230.403950823,109.483210513,364.883776363,-227.255103229,115.8778322,364.883776363
C2,148.386239391,-0.701190415,67.9867116078,-19.8807361339,14.6157208144,1.23765079514723E+018,238.572634591,39.0093990461,15.8906,0.01356872,14.95083,0.01529303,14.67366,0.01993428,14.59614,0.01647378,14.58843,0.01305732,0.1666408,0.1226127,0.08892894,0.06743212,0.04781022,163.8,11.3,4.05,0.2,6158,142,-1.45,0.13,1331.73400938,-0.5395699716,-0.883008887,0.8382571342,8.9108093793,6.1839282799,0.8659371748,8.9527856551,8.8669509472,-0.883008887,0.8659371748,56.5253731759,42.688626258,326.582301193,-149.925895787,312.512861087,-337.156135938,102.274104213,320.791999266,-345.631438261,68.3605242764,320.791999266
C2,189.529489273,25.0374998583,9.2032677646,-7.7817352479,18.6982653988,1.23766791166879E+018,247.145845119,86.3511227534,19.97546,0.04247606,19.04018,0.01598811,18.74916,0.0169788,18.68785,0.02160205,18.65316,0.03198751,0.06043988,0.04447109,0.03225414,0.02445734,0.01734056,50.60654,5.976281,3.54449,0.1738067,6297.666,64.87566,-1.646075,0.0495441,7577.73297547,-0.1873038513,-0.4444019819,7.5623714001,8.5053169285,6.2309116011,7.5889191824,11.3987767068,8.4936990135,-0.4444019819,7.5889191824,11.6888086337,2.9372255175,426.568217569,-69.0148772328,57.2188729979,-436.344733181,183.185122767,65.1871753578,-445.320108967,160.135929534,65.1871753578
C2,54.8671018131,0.2089600991,9.6280002089,-4.5109323829,18.4483512239,1.23766323874103E+018,185.8587083,-41.272684874,19.96365,0.03760554,18.96684,0.01607313,18.52936,0.01116319,18.38356,0.01564962,18.29122,0.03315306,0.5785385,0.4256831,0.3087409,0.2341089,0.1659861,-383.3316,3.056995,4.249294,0.09397464,6080.92,31.48877,-1.497911,0.03005756,5104.97470389,-3.8167492933,-0.3916428631,-3.3674630551,12.1635480481,6.2509816637,-3.329533687,12.6110148557,12.1572413394,-0.3916428631,-3.329533687,9.4469723687,4.8786895833,232.461706125,-205.963679587,341.596702024,-243.12677679,46.2363204129,350.169470869,-244.489438005,38.3841324174,350.169470869
C2,16.2117486918,-1.2124792304,-15.4529911045,-40.4353316386,16.1993947853,1.23766378259389E+018,130.564288223,-63.885339579,17.62113,0.0175593,16.63602,0.02069969,16.27919,0.01418299,16.13357,0.01945479,16.08775,0.01751887,0.2686023,0.197635,0.1433414,0.1086914,0.07706359,245.7555,1.554583,4.046076,0.05472697,6125.452,37.80604,-1.348758,0.02988247,1919.22680608,-0.5493637639,0.6417628049,-1.7233024953,8.9078876784,0.0721067996,-1.6955794085,9.0678251208,8.8847399171,0.6417628049,-1.6955794085,-10.5638748069,-41.9787509088,225.678570164,-115.842144418,-388.778727719,-234.06400176,136.357855582,-380.181229421,-223.631959858,152.866504601,-380.181229421
C2,236.778778591,16.1993642783,-14.6084116148,-26.2588753486,16.1736842116,1.23766796750042E+018,27.1776611586,47.9732101286,17.46667,0.01967468,16.54556,0.01592144,16.25273,0.01611758,16.1421,0.01162574,16.08913,0.01612228,0.1574687,0.1158639,0.0840342,0.06372058,0.04517869,386.0747,2.433114,4.184394,0.08557843,6229.145,24.28885,-1.546054,0.03457604,2246.53103212,1.3379529338,0.6869551097,1.6687948653,7.0205347927,0.0980062188,1.6906106733,7.2212238037,6.9868448854,0.6869551097,1.6906106733,-29.86593483,3.3106134194,351.908399584,-176.851460743,310.392214168,-362.47549193,75.3485392575,318.592314015,-353.363247399,110.454968227,318.592314015
C2,172.651108762,-2.0259441607,28.9740861965,-10.4059478997,17.7522438287,1.23765037101561E+018,265.991248777,54.9409694954,19.46347,0.02614806,18.30859,0.01835107,17.79951,0.01730286,17.60721,0.01571945,17.53265,0.02440082,0.1653076,0.1216318,0.0882175,0.06689266,0.04742773,306.57,2.685663,4.261716,0.05255626,5476.408,31.3921,-1.220042,0.04565425,2403.71042673,-0.0965258981,-1.3773614085,1.9675828107,8.5322912259,6.1210465763,1.9938745064,8.7621646361,8.4203841429,-1.3773614085,1.9938745064,30.0443579739,6.7169916294,333.578296992,-137.104302025,294.911234491,-344.097158876,115.095697975,303.168622273,-358.16389197,58.038788132,303.168622273
Rg1,246.677673506,52.5350653919,-35.4598414786,-6.6989714388,18.5088788324,1.23766535455382E+018,80.7951381263,42.9622674502,20.18037,0.04798698,19.03422,0.02206135,18.59054,0.0253134,18.42202,0.03232666,18.30996,0.03480002,0.1516821,0.1116062,0.08094616,0.06137902,0.04351849,-276.5362,5.315665,4.301755,0.09334395,5602.578,93.17113,-1.41999,0.1446461,3869.36676969,0.4529588298,2.7951494193,2.6370375842,8.3505132473,0.3413164146,2.6616109488,8.7644306339,7.8688125671,2.7951494193,2.6616109488,0.1915814241,36.0865608306,-108.002864536,-644.503518796,295.932264766,97.4786648097,-392.303518796,305.567925399,-39.4593242754,-402.30225289,305.567925399
