group_id,ra,dec,pmra_new,pmdec_new,phot_g_mean_mag,objid,l,b,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,hrv,hrv_e,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,pml,pmb,U,V,W,GalU,GalV,GalW,GalRVel,GalTVel,GalzVel
Rg7,211.911793438,36.5377256653,-3.6265405717,-12.8587187618,18.939048665,1.2376622246137E+018,67.9188146669,71.3292868572,20.14218,0.04030317,19.27074,0.02137586,18.99196,0.01949008,18.8916,0.02091814,18.80297,0.04448562,0.0289932,0.02133292,0.01547241,0.01173226,0.00831832,-313.0097,7.099862,3.61624,0.1063199,6266.045,41.05861,-1.507945,0.06624565,7811.66605944,0.940077831,2.3173152253,7.4005696026,7.7227004561,0.3047612158,7.4235993517,10.7121393601,7.3668278439,2.3173152253,7.4235993517,-10.1461512213,8.6921838515,195.861623371,-516.669031637,-193.494215082,-204.856728731,-264.469031637,-184.80460238,-274.774656728,-190.811519624,-184.80460238
Rg7,183.496427091,38.8223137599,-10.1583668829,-7.7892589801,19.0919066741,1.23766222353013E+018,154.360413778,75.9315584114,20.39878,0.0552186,19.51719,0.02172957,19.17224,0.01463523,19.01868,0.01767364,18.94206,0.03911769,0.07054029,0.05190287,0.03764429,0.02854452,0.02023842,260.2306,10.6488,3.554046,0.06003523,5915.718,34.33641,-1.40707,0.0544,6358.22087341,-1.3933756587,0.6687778392,6.16751272,9.7271363769,0.0688081088,6.1978317281,11.5338762012,9.7041186254,0.6687778392,6.1978317281,12.799321244,0.2057884343,-218.536192859,-323.028662653,253.933003996,208.14254421,-70.8286626529,263.913869514,202.780265807,-84.9716538764,263.913869514
Rg7,166.571185865,40.3141203635,3.4625528683,-13.0501317896,18.4426474865,1.23766196635029E+018,174.908201624,64.6153033921,19.69362,0.04265634,18.76118,0.01325274,18.50179,0.01805172,18.41729,0.02109689,18.38631,0.02956693,0.05874189,0.04322173,0.031348,0.02377024,0.0168534,-214.167,6.430589,4.027994,0.1461623,6350.104,37.94135,-1.573999,0.02476115,7077.4046644,-3.0220668095,0.2692762425,6.3940800189,11.3352935287,0.0237577946,6.4294814485,13.0317731364,11.3320946734,0.2692762425,6.4294814485,10.6375678749,8.3148879607,310.812448836,-386.001174373,-73.8979793691,-320.180282016,-133.801174373,-65.5677375715,-323.268447929,-126.157353449,-65.5677375715
Rg7,224.541999639,0.2936247741,-7.7844863217,-24.8731581903,17.7167111999,1.23764872178709E+018,356.797962576,49.4361040271,19.06164,0.02145989,18.0959,0.02189782,17.81125,0.01518718,17.7015,0.01573777,17.67115,0.01977439,0.2618312,0.1926529,0.139728,0.1059515,0.07512092,-164.4381,3.065447,3.597725,0.1733404,6268.259,33.81195,-1.60705,0.04826165,5127.83535134,3.3294029358,-0.1862612858,3.8955202753,4.9919305994,6.2458641689,3.9111094567,6.3416203207,4.9884544543,-0.1862612858,3.9111094567,-23.2907316153,-11.6967536725,77.2716176171,-571.367440226,-309.818304517,-85.9042260147,-319.167440226,-300.757978119,-73.9354792236,-322.150486357,-300.757978119
Rg7,214.113255741,8.096457885,-23.6311941996,-7.9553647798,17.8456498845,1.23766226270585E+018,353.475216931,62.3017361294,19.12228,0.02650118,18.20557,0.01771509,17.91594,0.01380427,17.78772,0.01550179,17.75047,0.02299893,0.1697401,0.1248931,0.09058292,0.06868628,0.04869943,238.7563,5.120475,4.020671,0.1273673,6257.592,25.49755,-1.53957,0.01690385,4663.30041135,2.1535331828,-0.2463077544,4.1289221411,6.1685094574,6.2432448232,4.1481803494,7.4335663807,6.1635899779,-0.2463077544,4.1481803494,-22.5336662218,10.6749732872,-153.934000864,-483.776074971,321.085379401,143.331068665,-231.576074971,330.864279303,152.463561552,-225.668199227,330.864279303
Rg7,181.694859298,41.1042303681,3.8824613683,-20.7912362045,19.3153023621,1.23766467005514E+018,153.39906728,73.2766945008,21.10666,0.08008615,19.95051,0.02712745,19.40254,0.02428566,19.2366,0.02016843,19.20668,0.04872003,0.07318741,0.05385059,0.03905694,0.0296157,0.0209979,-161.6848,5.814247,4.360683,0.2891114,5311.667,96.74131,-1.221004,0.06,4769.99528,-1.227276243,0.6145991514,4.5682508554,9.5627822415,0.0643142379,4.5980592186,10.6107941633,9.5430116882,0.6145991514,4.5980592186,9.342176753,18.9755828027,314.440502705,-393.720130355,-31.3796944594,-323.9410277,-141.520130355,-23.0609837735,-332.36678253,-120.407884265,-23.0609837735
Rg7,131.834879825,32.7629965228,17.1182818525,-20.0755911657,17.6382415049,1.23766034339404E+018,191.022197562,37.5400368395,19.02975,0.02490504,18.05613,0.02201936,17.71402,0.01622624,17.56903,0.01421692,17.5382,0.0268066,0.1463072,0.1076514,0.07807778,0.05920402,0.04197638,-152.1529,4.751676,4.021647,0.1338288,5939.755,71.26012,-1.47735,0.1073125,3446.64761007,-2.6825284855,-0.5225093315,2.100096348,11.0183566446,6.2357458037,2.1344589155,11.2231946437,11.0059605281,-0.5225093315,2.1344589155,22.9535136399,13.0077340769,317.231619193,-320.288264538,75.8116735874,-327.066699858,-68.0882645378,84.1211504119,-323.469873963,-83.5217250922,84.1211504119
Rg7,187.769637402,5.5393044858,3.3695783905,-57.83556538,16.7358728889,1.23765512608442E+018,289.373155168,67.873493291,18.23314,0.04508625,17.22438,0.01464375,16.83696,0.01725345,16.69106,0.01546159,16.58611,0.01237757,0.09787998,0.07201916,0.0522343,0.03960769,0.02808234,-56.72956,1.689232,4.228818,0.0539803,5750.442,23.77573,-1.376629,0.03581446,2036.35860725,0.2544286996,-0.7235713467,1.8863899174,8.1020593848,6.1937590738,1.9115865973,8.3245137752,8.0696846767,-0.7235713467,1.9115865973,15.4187750407,-55.8441407634,298.980012415,-401.572236048,-255.597733406,-307.780775909,-149.372236048,-247.229674743,-293.210926792,-176.262370719,-247.229674743
Rg7,173.09758717,13.3077334108,-25.9925612161,-12.9293858383,18.7471483807,1.23766195132321E+018,245.817985602,66.9321005525,20.42423,0.07093517,19.28434,0.02460155,18.80411,0.02418817,18.59722,0.02526504,18.50436,0.04082725,0.2281455,0.1678673,0.1217513,0.09232035,0.06545628,183.7836,5.039194,4.099898,0.06186223,5539.667,114.6065,-1.350743,0.05886783,3861.58173168,-0.6198014434,-1.3802794105,3.5528141508,9.0446500502,6.1299793908,3.5807313897,9.7276580849,8.9387092625,-1.3802794105,3.5807313897,-6.7175397789,-28.2428206107,-336.526920336,-449.244208207,-33.4852892533,327.029796493,-197.044208207,-23.1347471158,353.269647453,-144.829085374,-23.1347471158
Rg7,173.958629999,26.335311016,3.0428160382,-11.4518803939,18.6512238636,1.23766732217896E+018,211.314852599,73.1164590186,19.89453,0.03465001,18.9945,0.01927226,18.76267,0.02433253,18.63208,0.01816183,18.59545,0.03769826,0.1171115,0.08616956,0.06249735,0.04738985,0.0336,-101.0215,6.537293,3.57226,0.2389664,6332.157,71.5401,-1.592452,0.006662071,7840.3705094,-1.9453454385,-1.1834793827,7.5024274339,10.3200033636,6.1682542533,7.5344627661,12.7777383992,10.2519191363,-1.1834793827,7.5344627661,11.7358374866,1.6353631056,301.458094638,-327.166630504,-79.0145359283,-310.810003417,-74.9666305038,-70.655072086,-300.162456448,-110.115183568,-70.655072086
Rg7,217.1796999,11.1961182948,-20.3926390366,-5.0855958803,18.1879749808,1.23766219988959E+018,2.7667538512,62.1423559571,19.46094,0.02912999,18.51979,0.01637199,18.22681,0.02293695,18.1322,0.01818985,18.08648,0.02596265,0.1821421,0.1340184,0.09720132,0.07370482,0.05225764,-59.53746,8.750941,3.559083,0.1968139,6331.825,24.83509,-1.451744,0.01013476,6162.03623089,2.8760174276,0.1389879515,5.4479259004,5.4387685454,0.025557823,5.4649226419,7.7100961584,5.436992334,0.1389879515,5.4649226419,-16.6378935328,12.841476205,-335.582183399,-502.793358908,122.643085354,325.597751076,-250.593358908,132.989918237,319.087492778,-258.83218306,132.989918237
Rg7,198.633010846,38.1404724737,-0.1627978024,-19.2499486672,19.4632308082,1.23766429368445E+018,100.624110533,77.9691995987,21.37582,0.06831653,19.98329,0.02342477,19.52045,0.01827887,19.28151,0.02189809,19.16223,0.04261254,0.06706336,0.04934458,0.0357888,0.02713757,0.01924087,-176.9403,6.760621,4.234751,0.3663171,5646.079,83.55804,-0.900122,0.0541,5712.56422877,-0.219525665,1.1703011359,5.5870917123,8.611973984,0.1363140833,5.613749688,10.2800915103,8.532085979,1.1703011359,5.613749688,-8.1213859854,17.4536562499,308.184563273,-450.045070514,-74.5361220886,-317.550417461,-197.845070514,-66.1976749387,-341.490322736,-152.85711967,-66.1976749387
Cand8,213.815670947,38.6739353781,4.6086396497,-20.6993589783,16.460566467,1.23766219453622E+018,71.6312513142,69.0360197132,17.70922,0.02050266,16.79059,0.02714217,16.52725,0.01812035,16.43109,0.01280704,16.42283,0.01659025,0.03615134,0.02659981,0.0192924,0.01462885,0.01037203,127.2915,3.318769,3.527671,0.1034717,6320.259,22.88707,-1.672934,0.06115381,2586.40171899,0.2916117028,0.8782161411,2.4151962397,8.0787274136,0.108922488,2.440274287,8.4392402039,8.0308513268,0.8782161411,2.440274287,-20.5199484505,5.3511435341,233.816129345,-94.206467561,142.339189486,-243.85926423,157.993532439,150.908701455,-225.239067014,183.566499487,150.908701455
Cand8,134.103980369,11.4944159764,-3.2021771331,-6.8843168933,18.6490299479,1.23767067332484E+018,216.648407892,32.9041725011,19.90218,0.0461125,19.0206,0.02037472,18.68157,0.01848925,18.56877,0.01936327,18.56203,0.04896057,0.1944998,0.1431111,0.1037961,0.07870545,0.05580314,-97.24551,6.231281,3.997731,0.2350029,6317.304,168.6419,-1.847593,0.06972154,5658.15726329,-3.8113719276,-2.835573951,3.0737124156,12.458734701,6.0535758316,3.1115936243,12.8414206859,12.1317595887,-2.835573951,3.1115936243,4.885807316,-5.8117677474,75.7867900981,-106.954896747,-183.705300714,-84.8130338348,145.245103253,-174.640954127,-115.644533923,122.12998199,-174.640954127
Cand8,181.006375979,13.3048973613,-10.0304248291,0.3943612462,18.6106345129,1.23766195078975E+018,261.872665536,72.2826726046,19.84594,0.04167392,18.9666,0.02141962,18.69967,0.02106824,18.54265,0.0258636,18.51434,0.03684261,0.1347592,0.09915456,0.07191516,0.05453109,0.03866322,13.05092,6.355059,3.603978,0.1620913,6192.258,77.85309,-1.604119,0.02866652,6279.53693501,-0.2701642427,-1.8918024848,5.9816953081,8.7875441915,6.0662044362,6.0085094165,10.6453331712,8.5814926601,-1.8918024848,6.0085094165,-8.2559450582,-5.71001876,-266.746034344,-129.474805934,-39.2952588961,257.267384678,122.725194066,-29.1624908826,224.814385358,175.232624284,-29.1624908826
Cand8,184.325479534,23.1659640794,15.8009787962,-15.3337902291,16.5330836821,1.23766773611921E+018,238.220804617,81.3213987562,17.83259,0.02022553,16.94739,0.01965186,16.6075,0.01234087,16.4727,0.01366651,16.43781,0.01258451,0.1213933,0.08932004,0.06478234,0.04912249,0.03482846,158.2148,2.967162,4.054983,0.1171463,6009.851,24.69631,-1.687813,0.0356942,2000.78686098,-0.1589958233,-0.2566420427,1.9778784728,8.4867030066,6.2529402079,2.0043651015,8.7201839076,8.4828216287,-0.2566420427,2.0043651015,21.06310362,6.4141811325,188.926550713,-74.3821633937,165.582991914,-199.042453588,177.817836606,174.292501508,-204.328720092,171.717370966,174.292501508
Cand8,156.013785285,38.7569310281,-0.0603729552,-4.6423614283,18.9386314258,1.2376613833132E+018,182.692411079,57.2295864047,20.40217,0.04831875,19.31832,0.03769652,19.00546,0.02249904,18.85173,0.02130418,18.8803,0.03928901,0.0601237,0.04423845,0.03208541,0.0243294,0.01724984,193.8613,7.095922,3.51297,0.08047482,5996.479,83.73711,-1.819312,0.04879892,5759.90479355,-3.1142456058,-0.1464506929,4.8431941663,11.4300519556,6.2703721808,4.8788908619,12.4277779088,11.4291136972,-0.1464506929,4.8788908619,4.5874020321,0.7147776721,-82.5399261757,-129.277384962,173.571456625,72.3977671092,122.922615038,183.128237514,70.8168442901,123.840141049,183.128237514
Cand8,319.913198743,-6.8059060593,-9.8780816276,1.4312311284,18.2251477439,1.23765260010141E+018,44.8567711885,-35.9113170106,19.72203,0.03824947,18.70987,0.01651286,18.28392,0.01685438,18.10981,0.0135379,18.012,0.02693132,0.9027452,0.6642313,0.481756,0.365301,0.2590029,-98.68879,4.491563,4.241018,0.1849659,6325.695,52.99321,-1.865582,0.01471614,5164.58090107,2.9651609319,2.9503731641,-3.0291937416,6.1308964968,0.5020576733,-3.0124339453,6.8310065239,5.374308332,2.9503731641,-3.0124339453,-3.4918857158,9.3504894702,98.8199472674,-22.273232676,243.295411851,-109.17884765,229.926767324,252.285786635,14.9421823498,254.092641162,252.285786635
Cand8,7.9796986665,8.0567508009,-7.4368343334,-27.7102202635,17.6972310355,1.23766976762059E+018,114.592545673,-54.4986392578,19.31422,0.02605417,18.2689,0.02752251,17.77051,0.02185261,17.56399,0.02438104,17.4899,0.02579896,0.2196922,0.1616474,0.1172402,0.08889969,0.06303098,101.0535,2.212093,4.353881,0.1274494,5588.324,49.77845,-1.789866,0.04809412,2070.88689682,-0.5004812535,1.0935217255,-1.6859125986,8.9031515634,0.123135048,-1.6583422677,9.0562799669,8.8357409422,1.0935217255,-1.6583422677,-10.9858701013,-26.504216081,161.795525572,-94.3647245979,-233.366707897,-170.666345517,157.835275402,-224.570572735,-149.988159173,177.602161477,-224.570572735
Cand8,338.642428495,13.3020853603,-0.2598530155,2.6410790543,18.8903536118,1.23765624169988E+018,79.1848630298,-37.6823190596,20.38609,0.04018864,19.42711,0.0155636,19.0595,0.02094451,18.96967,0.02068657,18.90655,0.03592152,0.3173409,0.2334964,0.1693511,0.1284138,0.09104697,19.52308,7.500731,3.948677,0.3724494,6038.318,55.41708,-1.6771,0.06157736,7564.23076315,1.1232976044,5.880091965,-4.6238845156,9.3123759433,0.6833929733,-4.6013680662,10.3871523427,7.2211400896,5.880091965,-4.6013680662,1.4688441575,2.210275775,-39.7442876595,72.6467138355,50.7901120958,29.9855662737,324.846713835,60.213915888,228.369058504,232.963719906,60.213915888
Cand8,209.808041006,-8.5832733202,-2.2694303307,-8.8956424031,16.7627010545,1.23767199134627E+018,329.997497798,50.6913064924,18.00775,0.02847706,17.09173,0.0127902,16.84247,0.01641526,16.74232,0.0210139,16.71498,0.01775248,0.1790723,0.1317597,0.0955631,0.0724626,0.05137689,-241.1837,2.778208,3.663132,0.04778786,6563.955,25.16524,-1.970993,0.04306764,3314.22932049,1.8182252156,-1.0498586936,2.5643653753,6.5879703341,6.1231430127,2.584677779,7.076857519,6.5037796585,-1.0498586936,2.584677779,-5.7135079593,-7.1859999018,-101.552215237,-45.0171377341,-258.135962807,92.7574231324,207.182862266,-248.517737256,58.555380956,219.316997344,-248.517737256
Cand8,232.115782183,38.4788990952,1.5145971913,1.4317997564,18.9342681536,1.23766250321707E+018,62.1774398191,55.4072633036,20.39216,0.0524372,19.44395,0.02087885,19.1306,0.01746041,19.02793,0.01880669,18.94785,0.04125494,0.08294921,0.06103323,0.04426639,0.03356586,0.02379862,-28.21306,13.43328,3.79888,0.7297759,6185.725,65.94547,-1.673424,0.07107764,7420.00664465,1.966181504,3.7256385181,6.1082114021,7.3577441438,0.5309538329,6.1280447375,9.5754546206,6.3447629206,3.7256385181,6.1280447375,1.228641677,-1.6835958018,-22.9434194247,49.1189674349,-56.8463761221,13.5207384678,301.318967435,-47.4744874554,164.233956463,252.988414852,-47.4744874554
Cand8,181.962426922,13.8660733257,-0.8387111251,-1.3374667876,18.8845631863,1.23766106818819E+018,263.277055274,73.2856114107,20.18265,0.05118828,19.21974,0.02573843,18.94532,0.02281558,18.83959,0.02330062,18.82829,0.05372196,0.1589344,0.1169424,0.08481639,0.0643137,0.04559921,-167.6146,6.532379,3.831813,0.2566254,6319.293,28.8999,-1.930763,0.04472623,7723.18285629,-0.2600319201,-2.2059221982,7.3968806999,8.8463896375,6.0311675632,7.4236562895,11.5485619158,8.5669432632,-2.2059221982,7.4236562895,0.1022031604,-1.5753755975,2.89263281,-7.4236060466,-177.12086741,-11.939783171,244.776393953,-167.829033226,-72.5996878188,234.066928009,-167.829033226
Cand8,127.938922688,20.3249816493,-23.8082707191,-9.7142807587,16.3812765848,1.23767380704716E+018,204.368998496,30.8063880407,17.69884,0.01652155,16.75587,0.01956577,16.45561,0.01499008,16.33357,0.02018392,16.31157,0.01579684,0.173365,0.1275603,0.09251738,0.07015313,0.04973945,25.0738,3.160478,3.745288,0.07156437,6279.655,37.13782,-1.842074,0.05162249,2194.32521888,-1.7167975202,-0.7776541014,1.1237987095,10.0733435156,6.2059092159,1.155151761,10.1393601955,10.0432815196,-0.7776541014,1.155151761,0.8964007887,-25.6981997603,-140.475678506,-73.8674458434,-216.757276013,131.551544268,178.332554157,-207.017762811,117.391822232,187.956028752,-207.017762811
Cand8,182.784559174,20.7781417638,-0.6201949268,-4.2901169792,17.8878052173,1.23766791649316E+018,245.389909718,78.8231121649,19.52906,0.03371576,18.43957,0.01878339,17.9445,0.01930297,17.77629,0.01042651,17.66059,0.02045045,0.1286594,0.09466639,0.06865996,0.05206277,0.03691315,-250.3902,3.323194,3.637905,0.1165897,5534.396,39.50248,-1.635566,0.04205289,2427.18555627,-0.1959280913,-0.4277450285,2.3811501629,8.5292275778,6.2330137612,2.4077501014,8.8625607826,8.5184950117,-0.4277450285,2.4077501014,3.0763550981,-3.053814787,38.038266143,-1.9536187432,-252.452101537,-46.8501189514,250.246381257,-243.26959813,-59.3411473021,247.581932327,-243.26959813
Cand8,29.9714803163,0.0118144781,10.8403798458,-14.7435920548,16.2060587184,1.23766378421053E+018,156.947019261,-58.2656060866,17.43086,0.034663,16.60625,0.0169949,16.26658,0.02146684,16.13421,0.02374297,16.12016,0.01971977,0.155921,0.1147252,0.08320829,0.06309433,0.04473467,243.3225,1.944025,4.077303,0.08002116,6217.444,21.56781,-1.810177,0.04165589,1716.92459095,-0.8309554492,0.3536268376,-1.4602366768,9.1723284804,0.0385632178,-1.4316359581,9.2833825338,9.1655091409,0.3536268376,-1.4316359581,16.7417256056,-7.3893142866,-124.054846576,-95.2935810598,-238.578243019,115.198900653,156.90641894,-228.889876772,121.162570668,152.348424625,-228.889876772
Cand8,61.8641972691,-4.5546992928,-0.7003003792,-4.7621787663,19.1159800106,1.23765290184881E+018,196.107653048,-38.1844954776,20.82743,0.08150624,19.62392,0.01926027,19.20165,0.02158481,19.06758,0.02284963,18.93161,0.05759508,0.590004,0.4341193,0.3148595,0.2387484,0.1692756,-26.17962,4.658134,3.76231,0.263648,6167.303,114.5935,-1.125233,0.07197175,8513.38670338,-6.4290248867,-1.8565729906,-5.2629391882,14.8916054271,6.1581876046,-5.2168470656,15.7789545124,14.7754204315,-1.8565729906,-5.2168470656,3.7060583808,-3.0714652043,134.887389632,-116.725936494,-81.2486938866,-144.233136459,135.474063506,-72.369313131,-159.997706777,116.435189534,-72.369313131
Cand8,194.751055053,28.6098758677,-0.3895834739,-0.0558611372,18.6575360967,1.23766725294581E+018,74.912974395,87.7659287301,19.88208,0.0321041,19.00872,0.01903482,18.69562,0.02913371,18.66548,0.02260476,18.60427,0.03768259,0.04519474,0.03325386,0.02411847,0.01828831,0.01296664,177.8578,7.058398,4.2057,0.4074816,6045.772,94.5657,-1.872998,0.135743,7163.49928484,0.0726842243,0.2696224495,7.1580543964,8.2393868631,0.0327294491,7.1837926647,10.9313481753,8.2349741721,0.2696224495,7.1837926647,0.2139886124,0.3303098902,-8.1289509422,-2.2362260181,178.159865196,-2.0271671576,249.963773982,187.484369721,6.1536345697,249.896239451,187.484369721
Cand8,28.7049001144,0.6580907041,-4.0708983436,-9.9774856225,18.435843382,1.23765707169654E+018,154.243064672,-58.3071262255,19.80677,0.03450664,18.88643,0.01784362,18.52606,0.01896417,18.3902,0.01914317,18.31992,0.02440261,0.1620587,0.1192413,0.08648371,0.06557798,0.04649561,-22.94718,5.593243,3.924922,0.1210417,6090.065,43.62032,-1.695041,0.03481871,4675.91988189,-2.2124977345,1.0675123581,-3.9786301515,10.6087513972,0.1007962291,-3.9457050497,11.3187541076,10.5549051902,1.0675123581,-3.9457050497,1.0057862078,-10.7289713755,183.41957115,-113.25217111,-105.41676072,-192.689647398,138.94782889,-96.6887425012,-177.729910368,157.632098026,-96.6887425012
Cand8,37.1039136914,-7.4028055824,8.3818200671,4.2519310315,19.2661124496,1.23767933895908E+018,176.768514914,-59.7095690313,20.54491,0.06732815,19.65689,0.02835998,19.26879,0.02028897,19.07478,0.01971666,19.03864,0.05322095,0.1446286,0.1064163,0.077182,0.05852478,0.04149479,-49.44924,8.010697,3.641327,0.2440773,6033.193,149.7241,-1.733541,0.0737,5208.44519403,-2.6228762241,0.1480874156,-4.4973872159,10.9679006183,0.0135023028,-4.4631787003,11.8412333853,10.9669008426,0.1480874156,-4.4631787003,2.696069592,9.0036122689,-170.500043386,-57.0468410375,154.824615658,160.415969124,195.153158962,164.65603191,163.036283436,192.969450656,164.65603191
Cand8,26.1639761281,14.3182281022,1.2590703578,-3.8780493647,19.3705786167,1.23764995440627E+018,141.864392214,-46.5879200528,20.73129,0.06185128,19.77081,0.02138453,19.45092,0.02317638,19.30416,0.03152013,19.34694,0.08754443,0.2583293,0.1900762,0.1378591,0.1045344,0.07411619,87.53359,8.50733,4.17736,0.2803108,6379.001,66.62528,-1.259728,0.06701934,9384.91599661,-5.0730174717,3.9828473765,-6.8174825831,14.0026477598,0.2884173514,-6.7756153037,15.555806216,13.4242717143,3.9828473765,-6.7756153037,2.3575839905,-3.3266082981,-27.5244164792,-111.740107966,-165.296694997,18.4402119542,140.459892034,-155.909979701,57.6302955035,129.413182201,-155.909979701
Cand8,161.770356083,-0.0264870989,-4.2481961638,15.535870988,18.4775685688,1.23764872122276E+018,250.058158306,49.6358652822,21.22439,0.08193018,19.2984,0.02518431,18.48929,0.02543343,18.18041,0.01412586,17.99238,0.03128498,0.2018316,0.1485058,0.1077088,0.0816723,0.05790668,254.8443,2.452045,4.441694,0.09831982,4758.286,45.5389,-1.652479,0.02180026,1732.80967386,-0.3827587982,-1.0549517665,1.3203036918,8.7723009227,6.1626341187,1.34749194,8.8751900265,8.7086359579,-1.0549517665,1.34749194,-14.0174894305,7.9322410495,-147.599677726,-69.2099881095,236.376218461,137.261173436,182.99001189,246.135760086,114.258729056,198.168910324,246.135760086
Cand8,148.573336558,44.1118838551,-2.0236433987,-2.9149044367,19.1705638059,1.23765820503733E+018,175.400163942,50.7891798937,20.43977,0.05214372,19.4728,0.02216565,19.18248,0.0200878,19.0999,0.01887947,19.04703,0.04877162,0.06549381,0.04818972,0.0349512,0.02650244,0.01879056,-159.3354,9.886474,4.112372,0.765847,6232.146,111.3529,-1.728426,0.0627,8499.82837027,-5.3560773225,0.4309243245,6.5858805232,13.6722878052,0.0315233053,6.6285660098,15.1943851858,13.6654951632,0.4309243245,6.6285660098,3.2369211062,-1.4540090207,44.6956863382,-134.443295125,-160.494122454,-53.794529024,117.756704875,-151.332846342,-50.056337127,119.393701715,-151.332846342
Cand8,238.257999291,46.404015741,-2.6852466603,-4.1144750159,19.091015745,1.23765932602524E+018,73.7292988456,49.5666491002,20.52077,0.05282841,19.4616,0.01956149,19.16102,0.01642195,19.04928,0.02149489,19.07295,0.04865834,0.08338622,0.06135479,0.04449961,0.0337427,0.023924,126.0139,8.763571,3.996648,0.406477,6220.141,51.93484,-1.550606,0.0342,7845.60332591,1.4256380672,4.8845727426,5.9717666374,8.4422937053,0.6169910409,5.9932877995,10.3533483306,6.8857296003,4.8845727426,5.9932877995,-3.4480627108,3.5000454034,118.241264789,-52.5893777579,180.342356173,-128.403579395,199.610622242,189.272419142,10.7625107922,237.099236765,189.272419142
Cand8,191.375251209,-3.267462132,1.2845722972,6.1227314514,17.7602953654,1.23767176371136E+018,300.005239455,59.5705454447,18.99696,0.02634937,18.11836,0.01942661,17.82571,0.01510405,17.70208,0.02056378,17.64667,0.02964458,0.1383258,0.1017788,0.07381849,0.05597433,0.0396865,174.4339,7.249312,4.042351,0.2001027,6209.242,32.14819,-1.981336,0.09179348,3979.73341347,1.0079815372,-1.7455065913,3.4315387223,7.5167870291,6.0488315532,3.4543758615,8.2725328548,7.3113127399,-1.7455065913,3.4543758615,1.0045652416,6.1748534467,10.3609200592,19.9560144992,209.407562362,-20.6144794465,272.156014499,218.674203477,-83.2495348029,259.929544196,218.674203477
Cand8,192.064441435,-2.2473363655,-0.8532795765,-0.858745393,15.6064632382,1.23767126495887E+018,301.312734704,60.6144139953,16.69611,0.01986994,15.53049,0.02043452,15.73808,0.01682032,15.90064,0.02511381,15.97246,0.0203978,0.1341946,0.09873914,0.07161386,0.05430262,0.03850124,-119.4444,2.097447,3.204656,0.2375005,8744.172,203.857,-1.909318,0.0383,9213.23742821,2.3494970785,-3.8623097327,8.0278372502,7.0982330093,5.7078421862,8.0464648176,10.7298885322,5.9554576132,-3.8623097327,8.0464648176,-0.8313971627,-0.8799479777,-44.0787194675,2.5918858283,-122.934247101,34.8622112226,254.791885828,-113.496068314,-109.388457409,232.741152873,-113.496068314
Cand8,151.381863844,36.8477815127,-11.1902878841,-11.2236540286,15.9781724045,1.23766113742219E+018,186.772377121,53.8074818215,17.20084,0.02143424,16.35881,0.02228154,16.03593,0.0136099,15.928,0.01585441,15.93746,0.01884792,0.06461713,0.04754467,0.03448336,0.02614769,0.01853904,-229.7127,3.005971,4.120603,0.09528599,6166.968,21.97318,-1.996508,0.0269513,1574.4630082,-0.9232337102,-0.1096375516,1.2706505766,9.2499129961,6.2713322099,1.299526015,9.3407525553,9.2492632162,-0.1096375516,1.299526015,11.866773965,-10.5058378222,82.3034176234,-79.4184717596,-231.689271042,-91.1798604515,172.78152824,-222.645030637,-93.2214036398,171.688652381,-222.645030637
Cand8,6.4510020874,-11.0547163795,18.1817467694,11.0798307176,15.6572632295,1.23765262856448E+018,101.14580599,-72.8331255664,17.00311,0.01466515,16.05671,0.01843905,15.74771,0.01465343,15.61876,0.01573486,15.55616,0.01887606,0.1575206,0.1159022,0.08406191,0.0637416,0.04519359,-192.659,2.125877,3.563791,0.06773339,6208.666,21.90028,-1.391078,0.03455816,1661.41012452,-0.0947925709,0.4811254452,-1.5873929181,8.4434656198,0.057012868,-1.5610893161,8.5865657585,8.4297467327,0.4811254452,-1.5610893161,20.8500773076,4.3142601431,-156.398480558,-55.6827382629,194.104837866,146.191872249,196.517261737,203.892048515,157.152284647,187.867658479,203.892048515
Cand8,168.660826372,18.5999603317,-6.3528566081,-2.4380674097,18.6288345473,1.23766829283587E+018,228.785291393,66.1807380248,19.92451,0.03708882,19.08402,0.02253618,18.72721,0.01701702,18.58172,0.01726811,18.49435,0.03101334,0.1116416,0.08214485,0.0595783,0.04517642,0.03203064,-185.6575,4.816984,3.875268,0.07765716,5846.992,48.62395,-1.839803,0.05161056,4735.86664141,-1.2601744544,-1.4387402804,4.3324842291,9.6841166331,6.1340662611,4.3623964238,10.6213284255,9.576645622,-1.4387402804,4.3623964238,-0.5228447795,-6.7845112657,-51.2368903497,-40.682130305,-231.356318427,42.3587578159,211.517869695,-221.895269189,10.464096755,215.463630906,-221.895269189
