index,ra,dec,pmra,pmdec,pml,pmb,phot_g_mean_mag,l,b,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,hrv,hrv_e,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,U,V,W,GalU,GalV,GalW,GalRVel,GalphiVel,GalzVel,JR,Jphi,Jz,E,apocentre,pericentre,eccent,zmax,orb_incl,orb_incl_deg
903,29.76526299,7.45124447,-13.34533016,-35.69244919,2.79359903,-38.00321790,16.49224972,150.68365330,-51.73943932,18.35891000,0.02305721,17.19144000,0.02106053,16.59134000,0.01408459,16.34428000,0.01411970,16.22557000,0.01812224,111.54510000,1.82553300,4.37021300,0.09867698,5305.90500000,53.92501000,-2.04815100,0.04417878,917.70535504,-0.49549899,0.27824698,-0.72058482,8.83212972,0.03150916,-0.69303474,8.85927833,8.82774569,0.27824698,-0.69303474,47.01267523,-40.33814244,-189.96269595,-56.01952834,211.86185756,-180.80850816,-49.31723618,213.52153161,-180.80850816,107.74802247,1885.84986509,531.52831892,-138181.43586300,14.16613936,8.67645226,0.24032681,8.52880955,0.67026885,38.40357652
904,164.52118276,28.18757763,-65.27812126,-7.54735627,2.61192174,-65.66105061,16.48699396,203.88025644,64.93420970,18.79756000,0.01851113,17.21716000,0.02197780,16.55719000,0.01442593,16.31435000,0.01975173,16.04328000,0.01217315,268.92700000,0.95051540,4.69468500,0.06418239,5053.72900000,33.92039000,-1.18742600,0.05515227,1004.09096715,-0.38897553,-0.17220989,0.90952760,8.71783585,6.26343028,0.93673726,8.76801794,8.71613479,-0.17220989,0.93673726,-358.01479296,-172.09907015,111.19070493,348.06599692,80.10092985,121.60761101,346.41578758,86.96090669,121.60761101,2589.56483445,758.11090968,160.82148148,-107666.81441600,36.15387764,1.79710849,0.90529319,19.05971643,0.63733656,36.51669518
911,149.73282777,63.24018014,7.48224911,-16.75284826,10.34131304,15.15583126,16.35825729,148.44856699,44.39579002,18.01448000,0.02431504,16.89647000,0.01503687,16.41438000,0.01376690,16.22096000,0.00887731,16.16478000,0.01798177,-320.27630000,1.45129400,4.18690700,0.08456118,5556.48400000,49.36662000,-1.23298800,0.05181820,1304.61833205,-0.79437761,0.48777664,0.91272513,9.13455761,0.05342445,0.94120012,9.18291895,9.12152491,0.48777664,0.94120012,217.43080420,-208.56095140,-157.09549984,-226.53941338,43.63904860,-148.47338688,-223.88591555,55.67377476,-148.47338688,941.00823361,508.55530283,509.61103028,-138782.85821600,18.21701624,2.18232986,0.78603923,13.96157539,1.00068023,57.33475404
915,11.25380580,13.76280015,7.82105123,-30.33473237,6.66046216,-30.61050594,16.86286303,120.55056724,-49.07924938,18.42509000,0.02082272,17.41407000,0.02231738,16.94701000,0.01434624,16.76637000,0.02315186,16.63665000,0.02170959,160.58770000,2.31228300,4.11283600,0.11431600,5801.83100000,39.66278000,-2.24610600,0.01496592,1610.55747009,-0.53622378,0.90849289,-1.21696347,8.91642344,0.10206696,-1.18928386,8.99538788,8.87001960,0.90849289,-1.18928386,-7.49756381,-87.33947502,-274.42289699,-1.24593483,164.86052498,-265.09815861,15.55816073,164.12948756,-265.09815861,290.74000740,1463.44801043,1222.46324974,-128533.23513700,18.76283533,8.77266181,0.36281072,15.58341325,0.99152706,56.81031570
916,311.87018022,0.26494437,19.32647699,-29.57280855,-15.68669827,-31.65424483,16.09964735,47.37581640,-25.43627608,17.47748000,0.01617026,16.51310000,0.00908657,16.15339000,0.00728185,15.99319000,0.01008121,15.93027000,0.01439896,-424.88730000,1.94925200,3.61576300,0.09442931,6372.05600000,31.60551000,-2.26373300,0.03281949,1656.77766074,1.01319000,1.10090287,-0.71159757,7.40136981,0.14929714,-0.68875651,7.43334787,7.31903600,1.10090287,-0.68875651,-241.49298537,-444.33115814,-42.01804491,232.02295716,-192.13115814,-31.96408429,200.86371446,-224.50568544,-31.96408429,556.08758002,-1661.64960189,15.84206282,-141931.84933400,16.07979664,4.38588609,0.57139118,1.64380892,2.99009340,171.31973231
921,330.10863415,-1.23394126,-43.16726694,13.21832375,-14.81185139,42.64675927,15.83974408,57.87153612,-41.54417207,17.83787000,0.02097865,16.57957000,0.01490052,15.90271000,0.01553203,15.63291000,0.01831767,15.47536000,0.02191319,100.34080000,2.22504400,4.32648800,0.08453573,5246.97500000,66.76176000,-2.19803500,0.11233680,601.71308866,0.23950428,0.38138153,-0.39905447,8.10072511,0.04709733,-0.37380007,8.10934485,8.09174242,0.38138153,-0.37380007,118.62318329,109.44995402,24.49935839,-128.29907368,361.64995402,33.42898842,-111.13035359,367.28924033,33.42898842,1203.04443408,2975.30917227,10.92167859,-109397.31673500,32.03394518,7.59509851,0.61669030,1.84277080,0.11198258,6.41612907
925,168.57971441,-11.84864304,76.74803570,-54.45914577,93.81453128,-7.40899880,15.69211163,268.61344109,44.45558981,17.64983000,0.02255365,16.35298000,0.01869355,15.74996000,0.01676404,15.52025000,0.01352400,15.42320000,0.01666905,302.50990000,1.16510900,4.51774800,0.05875281,5315.85900000,33.24445000,-1.32678500,0.01614891,752.04780846,-0.01298947,-0.53664967,0.52670135,8.35859059,6.21893775,0.55273933,8.37684651,8.34134545,-0.53664967,0.55273933,328.68388974,-242.45285239,193.01088384,-338.88472070,9.74714761,201.28404458,-338.81134547,-12.03050273,201.28404458,2342.03280932,-100.55804694,1592.37570966,-103930.69033100,38.64437281,3.49065120,0.83431118,38.66052988,1.63376071,93.60759322
930,214.70040391,46.38749683,-126.86415773,6.29031592,87.30395190,92.26105665,15.27685943,86.87123790,64.15421905,17.36896000,0.02915445,15.95508000,0.01967728,15.34657000,0.01685067,15.12825000,0.01302287,15.00787000,0.01957098,-58.58013000,1.02111700,4.58335100,0.06885680,5149.40600000,27.26461000,-1.26659200,0.08764286,611.11645119,0.01454103,0.26601930,0.54998691,8.31799730,0.03198663,0.57593885,8.33791249,8.31374241,0.26601930,0.57593885,-267.06343662,-251.87984148,63.79969121,257.26300202,0.32015852,73.93294773,257.14164370,-7.90757761,73.93294773,1210.98509264,-65.77520925,55.26102885,-146055.55689400,16.36281840,0.68170516,0.92000889,5.14389091,1.91439223,109.68659534
934,202.04152415,24.95271714,-72.34863482,10.54204602,-10.76977383,72.31508602,15.32543476,20.20955089,81.47052467,16.66283000,0.02422541,15.76000000,0.02148242,15.41210000,0.01633908,15.24737000,0.01939933,15.22949000,0.01698160,102.40520000,1.83778500,4.27354700,0.09143206,5936.47600000,27.05936000,-1.69676300,0.01704927,996.68398113,0.13872549,0.05106730,0.98566035,8.18835795,0.00623661,1.01122255,8.25056222,8.18819871,0.05106730,1.01122255,-285.25784151,-159.23113102,151.94855014,275.18218512,92.96886898,162.13816626,275.75664072,91.25086690,162.13816626,1394.13463628,747.19476147,379.06806361,-126608.45682300,23.68760852,2.44344476,0.81298536,15.86714370,0.82656860,47.35889222
936,157.12381697,28.31728595,-27.98285467,-16.53515822,13.28863219,-29.66249934,16.09872134,202.32025721,58.45941545,17.59051000,0.03634334,16.58394000,0.02605844,16.19878000,0.01325038,15.99057000,0.01769337,15.95256000,0.01322866,221.37520000,1.45437000,4.41781500,0.08597219,5806.30200000,47.94703000,-1.44227600,0.02535160,1312.95444980,-0.63535074,-0.26083878,1.11899149,8.96565013,6.25408808,1.14696912,9.03871785,8.96185501,-0.26083878,1.14696912,-221.27111099,-180.24884366,92.09623239,211.38257934,71.95115634,102.08642255,209.19981822,78.07047970,102.08642255,856.71246952,699.95260612,144.53006409,-146912.49467000,15.55266819,1.90322968,0.78193849,5.91315418,0.62083259,35.57108705
937,262.54592165,34.69002969,-26.93768427,46.41285769,38.89620188,36.97130877,15.29962606,58.94823712,30.90140285,16.67152000,0.01727180,15.74661000,0.01006905,15.35586000,0.00889296,15.22633000,0.01409042,15.16601000,0.01359787,-196.35720000,1.99284000,4.28719600,0.13448910,5855.11700000,25.10995000,-1.91350700,0.00872497,969.04244671,0.42889229,0.71233811,0.49766363,7.93160880,0.08993121,0.52232253,7.94878852,7.89955648,0.71233811,0.52232253,-284.97012122,-126.89935467,44.88628502,275.22863255,125.30064533,55.07552460,285.36966579,100.07599983,55.07552460,1261.81858205,793.76368088,21.72868678,-137245.93484300,19.32124764,1.69166298,0.83898823,2.31548259,0.28589060,16.38032450
938,194.80424726,59.19483841,10.10239150,-58.56512651,-13.41515017,57.89616656,15.29045334,121.05746568,57.90509175,17.14907000,0.01464596,15.89408000,0.01132252,15.34435000,0.02599909,15.12873000,0.01504106,15.00093000,0.02148071,-346.77880000,1.50252000,4.45854800,0.08072878,5233.90400000,51.59672000,-1.64075400,0.05150217,599.58303267,-0.16435073,0.27290517,0.50794824,8.49714812,0.03212279,0.53445875,8.51393988,8.49276450,0.27290517,0.53445875,199.63974416,-257.59281204,-206.34648853,-208.59471617,-5.39281204,-197.66860562,-208.66030611,1.30946218,-197.66860562,714.92375577,11.12669414,1332.50817047,-139503.09853800,17.27570218,3.34688423,0.67541567,17.47151141,1.56209371,89.50137696
939,123.95169425,66.46425487,20.60064025,-24.51227248,21.55113627,23.68092917,16.70675906,149.33520587,33.08930577,18.93157000,0.02297044,17.47763000,0.01493945,16.79439000,0.01168164,16.52427000,0.00984441,16.39342000,0.02050936,-323.62620000,1.27690900,4.58889900,0.04641811,5050.64500000,34.23183000,-1.28290400,0.06363772,1035.59924598,-0.74631979,0.44251223,0.56538084,9.08533441,0.04872549,0.59370753,9.10471252,9.07455147,0.44251223,0.59370753,233.86054092,-261.66081106,-79.28140895,-243.21194599,-9.46081106,-70.71095608,-243.38408971,2.39635038,-70.71095608,1225.07778789,21.77164453,60.68608325,-145056.86494400,16.69711319,0.64563460,0.92554414,5.41697029,1.46162792,83.74511087
940,232.61384713,52.58131565,10.23228658,-58.73070851,-57.53114384,15.62572555,16.12795570,84.73383795,51.06904630,17.98062000,0.01888612,16.70138000,0.02127412,16.18822000,0.01383187,15.96656000,0.02460655,15.90286000,0.01279190,-219.81380000,1.36791700,4.27793800,0.09019353,5378.72400000,24.37354000,-1.24070000,0.04124506,1046.17851060,0.06033794,0.65462638,0.81382622,8.29299979,0.07901943,0.83963393,8.33539625,8.26712222,0.65462638,0.83963393,265.90379221,-223.75991617,-122.29811974,-275.12077601,28.44008383,-113.82747179,-272.01730484,50.06860925,-113.82747179,1282.02934481,415.21896577,167.61686148,-136873.93768500,19.48351564,1.19763481,0.88418103,7.71586858,0.83246042,47.69646851
941,251.72075601,40.57538809,-57.56187145,53.55916525,49.91339536,60.75035960,15.30591533,64.52173593,40.25246723,17.03932000,0.01739152,15.86642000,0.01106398,15.35501000,0.01581339,15.16857000,0.01153843,15.09677000,0.01660788,-382.40330000,1.04611900,4.48163800,0.04988894,5448.66200000,10.67088000,-1.30616400,0.05404488,745.99268204,0.24491441,0.51397544,0.48202828,8.09990574,0.06349716,0.50726149,8.11577397,8.08358226,0.51397544,0.50726149,-344.60583862,-312.85609368,-83.12952021,335.26362665,-60.65609368,-72.75352007,330.73907897,-81.80784008,-72.75352007,1767.58442874,-662.63579307,159.55387613,-122709.21106900,26.16016434,1.59915982,0.88478395,9.29191016,2.48525007,142.39434009
945,29.97148032,0.01181448,10.84037985,-14.74359205,16.74172561,-7.38931429,16.20605872,156.94701926,-58.26560609,17.43086000,0.03466300,16.60625000,0.01699490,16.26658000,0.02146684,16.13421000,0.02374297,16.12016000,0.01971977,243.32250000,1.94402500,4.07730300,0.08002116,6217.44400000,21.56781000,-1.81017700,0.04165589,1716.92459095,-0.83095545,0.35362684,-1.46023668,9.17232848,0.03856322,-1.43163596,9.28338253,9.16550914,0.35362684,-1.43163596,-124.05484658,-95.29358106,-238.57824302,115.19890065,156.90641894,-228.88987677,121.16257067,152.34842463,-228.88987677,481.84580979,1397.38979412,903.79990390,-130275.74691100,19.34797273,6.77466027,0.48131873,14.86558408,0.91410449,52.37432923
949,49.69893253,-1.03226695,7.95090539,-33.93769283,31.18934825,-15.56304748,16.52523015,182.73653495,-46.08530866,17.96740000,0.02430123,17.01436000,0.02301557,16.60213000,0.01581623,16.45666000,0.02323248,16.37316000,0.01841109,-249.02550000,2.34723400,4.21285800,0.06299575,6087.98000000,35.57184000,-1.52455100,0.01606944,1924.53854320,-1.33331188,-0.06372950,-1.38638616,9.66784267,6.27659335,-1.35621783,9.76250524,9.66763262,-0.06372950,-1.35621783,288.27463132,-271.09313696,80.91238720,-298.12577356,-18.89313696,89.31222069,-297.99475446,-20.85794329,89.31222069,1990.27841786,-201.65131412,78.73227150,-124283.99668500,25.55742155,0.61332893,0.95312867,7.51287577,2.07250154,118.74559140
951,132.64459510,37.11266741,4.21800098,-42.64516597,42.83858493,-1.12131780,14.72291300,185.68725454,38.87964511,16.10827000,0.01454391,15.15240000,0.02512066,14.78236000,0.01235323,14.66503000,0.02010725,14.61951000,0.01882114,-208.00630000,1.64164400,4.02590600,0.06664310,6210.24400000,27.47538000,-1.16236400,0.03696543,996.47091141,-0.77190054,-0.07687250,0.62547138,9.10026923,6.27473793,0.65387761,9.12373038,9.09994454,-0.07687250,0.65387761,177.87382948,-185.64515808,-134.68614546,-187.05257616,66.55484192,-125.94067512,-187.60810956,64.97238228,-125.94067512,663.84812786,591.26617126,352.65066418,-149374.77407900,14.56336673,2.09351381,0.74863075,9.78059216,0.83288501,47.72079561
952,40.20865766,-0.54896273,17.82992929,0.12213970,13.09255914,12.10397422,16.16682772,172.13662720,-52.64020517,17.56674000,0.02010570,16.64890000,0.02540928,16.22127000,0.01739261,16.06697000,0.01889964,16.02503000,0.01618788,161.76350000,1.68995500,3.85514400,0.16991780,5841.13500000,82.60733000,-1.93121800,0.08932547,1229.75710583,-0.73922225,0.10209395,-0.97746091,9.07284397,0.01125293,-0.94914886,9.12235612,9.07226953,0.10209395,-0.94914886,-163.23803764,-54.50441883,-85.75810518,153.90491356,197.69558117,-75.94818345,156.11977741,195.95121926,-75.94818345,400.42769200,1777.83483735,69.27061299,-142487.62517400,15.19137295,5.28014845,0.48414694,3.35172867,0.29200735,16.73078856
956,195.03010361,46.94697676,-91.40184819,-12.44806514,89.71897130,21.44197675,15.61778079,118.57367298,70.10773305,17.54045000,0.01624552,16.23354000,0.02130209,15.66094000,0.01866775,15.48026000,0.02593311,15.40328000,0.01328413,98.78956000,1.04253100,4.53213400,0.06602395,5266.54400000,23.00644000,-1.26138600,0.04582613,786.46024923,-0.12798766,0.23500284,0.73953536,8.45894378,0.02778516,0.76593124,8.49354935,8.45567878,0.23500284,0.76593124,-273.87352567,-196.47764225,120.09491220,263.89734737,55.72235775,130.24915038,265.34354284,48.36936402,130.24915038,1220.85290552,409.15373106,295.03062138,-135839.01818300,19.75247758,1.44882065,0.86332718,12.95652270,0.93437156,53.53554694
958,49.68781495,-6.21008133,164.56248103,-106.12847956,181.57423059,73.31345799,15.91446415,188.83112071,-49.24632328,18.42182000,0.02341201,16.81163000,0.02037291,16.00249000,0.01167130,15.67154000,0.01074013,15.46523000,0.01307084,253.85070000,1.56187300,4.28560400,0.18871130,4782.28900000,122.10170000,-2.56980500,0.13294970,471.07164605,-0.30387391,-0.04721119,-0.35684765,8.63511530,6.27771793,-0.32989745,8.64141473,8.63498623,-0.04721119,-0.32989745,-224.05066411,-445.14759510,-85.42236070,214.71619586,-192.94759510,-75.42263021,215.76789853,-191.77078293,-75.42263021,728.10443679,-1655.96282095,58.14445259,-135691.91318100,18.55356798,4.37097568,0.61866411,3.72000564,2.85526617,163.59470119
959,206.38774995,19.09617095,16.64252864,-68.64606539,-46.33969739,-53.30936595,16.95527442,2.90322470,75.20726605,19.36573000,0.03519236,17.76503000,0.01849102,17.05384000,0.01182157,16.76530000,0.01555623,16.58873000,0.02886926,122.35680000,0.92034610,4.67567700,0.07855716,4880.29700000,16.59681000,-1.59618000,0.08287889,1010.00261989,0.25754606,0.01306125,0.97652687,8.06941779,0.00161861,1.00171825,8.13135554,8.06940722,0.01306125,1.00171825,288.90069544,-207.50299417,53.13289624,-298.66512835,44.69700583,61.53091096,-298.59239002,45.18037012,61.53091096,1308.94945795,364.57928251,240.91405598,-135212.63633700,20.08979443,1.25902435,0.88205208,12.68271759,0.94874620,54.35915329
965,152.24808201,36.10614505,-17.47221293,-21.16023265,22.02802143,-16.36459416,16.38353576,187.97177736,54.54395035,17.74191000,0.02106844,16.80692000,0.01502676,16.46318000,0.01481230,16.32249000,0.01590028,16.25953000,0.01679606,235.69240000,1.73394000,4.30162700,0.12520890,5953.74900000,27.64853000,-1.55416200,0.02799140,1810.04364623,-1.03982068,-0.14561499,1.47439046,9.36634567,6.26763806,1.50362880,9.48627065,9.36521370,-0.14561499,1.50362880,-222.45770953,-222.00748697,110.53366835,212.51162455,30.19251303,120.52747234,212.01654981,33.49270100,120.52747234,1008.87071281,313.70421516,269.73635161,-143947.52339500,16.64728921,1.32300085,0.85275687,11.47718455,1.03417954,59.25412281
968,302.35025358,-12.23279303,-10.16991166,-28.18947320,-29.86784781,-2.44646066,17.41969737,30.45283321,-22.75692811,19.02489000,0.03502848,17.96862000,0.00932709,17.48427000,0.00730725,17.23411000,0.01422881,17.14399000,0.01560862,165.27620000,2.07921500,4.21319600,0.11604770,6003.99600000,47.72401000,-1.61903100,0.02253407,2126.02185338,1.69005975,0.99364816,-0.82239302,6.71642367,0.14848810,-0.80166409,6.76409730,6.64251536,0.99364816,-0.80166409,275.72762690,-187.07998906,-86.66943021,-285.05576830,65.12001094,-78.22961829,-272.28492856,106.57544062,-78.22961829,825.82811247,715.80581247,188.13085117,-146733.85813700,15.59203440,1.95362128,0.77730997,5.95913275,0.61814783,35.41726164
972,126.96808949,36.54875746,-13.89305462,-19.23026717,16.39139645,-17.15057622,15.43961768,185.51518669,34.30404604,16.86456000,0.02018932,15.88989000,0.01603135,15.52090000,0.01237042,15.38291000,0.01441400,15.31908000,0.02001621,268.79340000,1.84532000,3.60229400,0.05675814,6080.20800000,33.88029000,-1.41280900,0.02890697,1277.48727742,-1.05039408,-0.10142245,0.71997188,9.37869018,6.27237096,0.74924690,9.40857058,9.37814176,-0.10142245,0.74924690,-269.73496163,-125.77083493,65.69167091,259.92860871,126.42916507,75.83325667,258.54618707,129.23267603,75.83325667,1207.82673820,1212.03322925,61.37924295,-130655.74128000,21.64638523,2.85273945,0.76711499,4.65720528,0.35210785,20.17429347
975,241.48208108,5.69274341,-64.27718466,-3.85979594,-36.06752796,53.34405233,16.21585800,17.10647543,39.09629627,18.41202000,0.02033523,16.96634000,0.01336995,16.28517000,0.01283658,16.04210000,0.01753373,15.86093000,0.01959204,-278.20500000,1.09461400,4.69644800,0.10325090,5091.23000000,24.76061000,-1.41171300,0.05908096,838.83799789,0.62221052,0.19149393,0.52899275,7.70852030,0.02484441,0.55304811,7.72833406,7.70614140,0.19149393,0.55304811,-292.02352723,-239.93505042,-10.81812311,282.45587065,12.26494958,-0.60659686,282.67338703,5.24443729,-0.60659686,1402.90326665,40.42685134,12.64400356,-145981.24199800,16.43800240,0.28008604,0.96649305,6.43959400,1.42253302,81.50513829
976,262.49367798,7.00363104,-21.42130355,-35.21936936,-41.07322546,3.50233833,15.92138419,29.91837085,21.28548052,17.42939000,0.01674428,16.38398000,0.01345078,15.97328000,0.00349279,15.81197000,0.01707080,15.76784000,0.01123171,204.71080000,1.97999000,4.00338200,0.08946813,6146.53400000,23.94315000,-1.33618700,0.01353734,1641.20723667,1.32545685,0.76273711,0.59578304,7.04410643,0.10849289,0.61764307,7.07113275,7.00269002,0.76273711,0.61764307,316.13557348,-186.76483676,99.70282970,-326.04522936,65.43516324,108.01561116,-317.04288806,100.35466757,108.01561116,1343.24420960,706.90895957,311.99603604,-129423.24987300,22.50092642,1.99112655,0.83740632,13.37611269,0.72947562,41.79587413
977,140.12996065,23.03391754,22.83820798,-78.64065404,81.88912932,-0.32666603,15.30909201,205.60903924,42.40787328,17.33501000,0.01617593,16.02548000,0.02329957,15.40573000,0.01727137,15.12553000,0.01993551,15.02299000,0.02251875,-246.60980000,1.42945400,4.46607200,0.04537958,5180.21600000,36.85727000,-1.73668400,0.04327581,519.10726093,-0.34563674,-0.16566843,0.35008794,8.67612419,6.26408940,0.37716505,8.68431831,8.67454235,-0.16566843,0.37716505,250.81102168,-103.24896240,-166.90814305,-259.88884071,148.95103760,-158.39016974,-262.68564037,143.96136798,-158.39016974,1275.43099859,1249.02670741,405.08531640,-122487.58079900,25.30655926,3.87614288,0.73435339,15.57468326,0.71950122,41.22438330
978,191.33924561,37.01298180,38.34943528,-73.70087299,-27.93772217,78.24309264,15.25524621,129.96163343,80.03212896,16.80693000,0.01707557,15.75084000,0.01849660,15.31154000,0.01879504,15.14251000,0.01329304,15.10827000,0.01706919,-69.48962000,1.22475400,4.34346700,0.08219617,5638.73300000,28.23935000,-1.30312900,0.01154261,868.17302745,-0.09651922,0.11518367,0.85506793,8.42463733,0.01367267,0.88136503,8.47061499,8.42384988,0.11518367,0.88136503,299.55295466,-178.46063837,-12.70150009,-309.11185118,73.73936163,-4.33641287,-308.07477632,77.95872105,-4.33641287,1613.42095785,656.77395123,26.62235259,-130207.84756800,22.49222847,1.33994299,0.88755175,2.84408888,0.34134278,19.55750076
979,114.76745585,42.24117844,-10.14324659,-35.54578568,32.09577954,-18.33710082,17.44827081,176.81088937,26.26282376,19.33577000,0.02993632,18.14153000,0.02093170,17.54310000,0.01397460,17.27867000,0.01909958,17.11582000,0.02213766,216.91980000,1.44474700,4.32810200,0.08592253,5270.73500000,42.60545000,-1.94803300,0.01901859,1415.60951340,-1.26751544,0.07062347,0.62639222,9.59581405,0.00735989,0.65634538,9.61823458,9.59555415,0.07062347,0.65634538,-260.57463817,-201.19904919,-14.36683131,251.01821113,51.00095081,-4.25344710,251.38677042,49.15212059,-4.25344710,1322.62449439,471.65460913,15.02516596,-141396.41659900,17.98713813,0.95262240,0.89940502,1.19146946,0.35549036,20.36809752
983,252.79642093,25.23919232,-13.31575056,-82.37440951,-82.83599582,-10.05238038,15.89071064,45.38413965,36.70611061,17.88364000,0.01536104,16.54412000,0.01277459,15.96904000,0.01337869,15.75265000,0.01422589,15.62641000,0.01410399,-59.36883000,0.90131530,4.51533200,0.03513924,5341.80700000,31.14059000,-1.08466300,0.05430482,975.45323884,0.54926061,0.55667547,0.58303879,7.79881525,0.07144024,0.60732158,7.82242665,7.77892227,0.55667547,0.60732158,258.74600512,-283.13356721,-72.75158150,-268.11767010,-30.93356720,-64.25883377,-269.64178612,-11.71655986,-64.25883377,1263.08116271,-91.37528570,32.30851166,-146748.98279000,16.12905238,0.68184982,0.91888004,5.24589100,1.99713550,114.42743534
985,137.52117689,17.15371943,20.55271813,-56.03447265,59.67114788,-1.27689434,15.80096231,211.86082171,38.17993959,17.14987000,0.01666257,16.28541000,0.02469342,15.86476000,0.01431120,15.69826000,0.01496777,15.64025000,0.01913781,-149.23860000,1.84969700,4.29669000,0.19824070,5752.06300000,23.37400000,-2.36393400,0.03921906,991.84324375,-0.66219215,-0.41155035,0.61309125,8.99969023,6.23743996,0.64115512,9.02249988,8.99027533,-0.41155035,0.64115512,244.58220197,-178.32513756,-96.96868853,-253.87834870,73.87486244,-88.43161430,-256.99100991,62.18787716,-88.43161430,1210.74390445,559.67163018,103.76774656,-138752.38234400,18.71790235,1.39129148,0.86162633,5.84592708,0.63159050,36.18747024
988,318.10379278,0.41492899,28.83097214,-26.86647384,-7.29591705,-38.72727676,16.40086035,51.19901927,-30.68145361,17.85427000,0.01926712,16.92052000,0.01616597,16.45667000,0.01291779,16.27121000,0.00914990,16.20336000,0.01853642,81.13588000,2.22910700,3.84965500,0.07398698,6014.82100000,16.58008000,-2.28986800,0.04361078,1405.85635868,0.75761839,0.94225421,-0.71735868,7.63300576,0.12376040,-0.69371989,7.66446503,7.57462434,0.94225421,-0.69371989,-0.90584241,-78.72271343,-263.36683443,-7.87213267,173.47728657,-254.06272421,13.60293174,173.12221024,-254.06272421,192.83096629,1321.44282779,920.70486843,-138847.35992900,14.71425070,7.61543903,0.31790910,11.65567398,0.93717741,53.69631012
990,166.74105122,64.93542583,74.43250971,-69.93496482,-18.34287854,100.47206882,15.32464286,139.35482438,48.72723806,17.22813000,0.02124501,15.96453000,0.01675269,15.40060000,0.02394177,15.16734000,0.01915480,15.04978000,0.01291163,-99.77296000,1.33457300,4.37634700,0.09506389,5206.32300000,24.99965000,-1.94344700,0.08768541,556.59071595,-0.27857948,0.23915276,0.41832123,8.61059423,0.02777782,0.44518870,8.62209522,8.60727245,0.23915276,0.44518870,232.63733812,-135.92725993,99.88177262,-242.54795924,116.27274007,108.45517068,-239.22500169,122.96447123,108.45517068,818.85249618,1058.79716680,282.71105344,-138165.15682400,18.14702017,3.10507637,0.70778635,8.22594626,0.62070706,35.56389503
992,179.81609312,48.52019244,-105.52807532,-75.63085846,129.21108165,12.67666402,16.28270378,144.79576044,66.33357565,18.75025000,0.02060086,17.07553000,0.01942839,16.36344000,0.01603157,16.07764000,0.02509041,15.95527000,0.01980165,71.25033000,0.80493490,4.69709100,0.07572240,4931.52900000,7.17290700,-1.27894400,0.04740421,804.38963270,-0.26383492,0.18614430,0.73673884,8.59355036,0.02166262,0.76355874,8.62740574,8.59153410,0.18614430,0.76355874,-271.23533098,-411.62601302,84.66163052,261.36976108,-159.42601302,94.80780688,257.85512125,-165.05011990,94.80780688,1144.74628957,-1418.36651797,87.42613749,-128512.32583900,22.35921742,3.49144068,0.72987607,5.86735975,2.76824844,158.60895215
993,166.58117982,29.26475800,-24.78333186,-110.23790871,109.73388155,-26.92740788,16.74173276,201.45877450,66.79009709,18.77621000,0.02077346,17.45830000,0.01559310,16.82235000,0.02129841,16.57762000,0.01427633,16.45526000,0.01541866,-82.11240000,1.51735800,4.40950000,0.10663880,5078.43200000,95.06817000,-2.45109500,0.03987880,899.37981339,-0.32987642,-0.12966767,0.82659052,8.65826585,6.26820858,0.85361612,8.70024299,8.65729483,-0.12966767,0.85361612,103.07213727,-462.17927877,-120.71137624,-112.29486684,-209.97927877,-111.73250043,-109.13758737,-211.63747696,-111.73250043,209.68110671,-1832.41353973,159.77588729,-144743.28545800,13.48231779,6.36088900,0.35888498,4.67411575,2.73748091,156.84610284
996,144.78656782,64.69674972,-27.72602551,-46.86493096,54.36511396,-3.08036176,15.60901184,148.17729519,41.79027639,17.14788000,0.01640156,16.12852000,0.01692734,15.70254000,0.01003918,15.52702000,0.02142004,15.43657000,0.01850817,136.78640000,1.95607800,4.13366800,0.08846056,6141.52300000,55.45816000,-1.70960900,0.04596369,1080.40392054,-0.68445208,0.42475386,0.71998760,9.02220548,0.04709613,0.74812042,9.05316938,9.01220150,0.42475386,0.74812042,-242.40746451,-177.26351137,79.39252137,232.55848115,74.93648863,89.44874490,235.82852999,63.90484274,89.44874490,1046.11118429,576.56262207,108.18529216,-143491.55119900,16.92826021,1.45986874,0.84121617,5.46043771,0.63227682,36.22679348
997,255.93054725,22.30058532,-73.02007209,-76.66784006,-96.04940883,44.54660134,16.69560503,43.01326200,33.08931459,18.63107000,0.02052804,17.38807000,0.01753673,16.78469000,0.01217568,16.54322000,0.01309259,16.44785000,0.02184641,-75.55855000,1.57512600,4.29757800,0.09476045,5256.35400000,6.13542200,-1.93500600,0.07502414,1046.40641532,0.64103996,0.59805690,0.57128110,7.71040916,0.07764286,0.59527749,7.73335404,7.68718006,0.59805690,0.59527749,190.51979808,-473.85752289,143.88364198,-200.56796446,-221.65752289,152.58828438,-217.15655219,-205.43270835,152.58828438,761.39855690,-1583.97023528,386.66718678,-129536.82278000,20.78994771,5.21910994,0.59866982,12.02140235,2.49760404,143.10217047
