index,ra,dec,pmra,pmdec,pml,pmb,phot_g_mean_mag,l,b,psfmag_u,psfmagerr_u,psfmag_g,psfmagerr_g,psfmag_r,psfmagerr_r,psfmag_i,psfmagerr_i,psfmag_z,psfmagerr_z,hrv,hrv_e,logg,logg_e,teff,teff_e,feh,feh_e,helio_dist,X,Y,Z,GalR,Galphi,Galz,Galdist,GalRecX,GalRecY,GalRecZ,U,V,W,GalU,GalV,GalW,GalRVel,GalphiVel,GalzVel,JR,Jphi,Jz,E,apocentre,pericentre,eccent,zmax,orb_incl,orb_incl_deg
15155,54.66351570,-5.74556281,28.20728923,-7.20798642,21.45490368,19.67976986,17.44467345,192.34673473,-44.88928755,19.25141000,0.02494792,18.05769000,0.01975826,17.52407000,0.01183065,17.29549000,0.01750867,17.17576000,0.02102951,277.76730000,3.40913100,4.27977700,0.36712810,5459.53600000,124.11610000,-1.55726700,0.03665496,1788.02273291,-1.23746532,-0.27086862,-1.26187759,9.57522991,6.25489306,-1.23200903,9.65416356,9.57139791,-0.27086862,-1.23200903,-268.35318762,-244.89859445,-77.85314513,258.99487828,7.30140555,-67.71517300,258.68468322,14.62505272,-67.71517300,1535.79857762,140.03824218,46.52575740,-137705.35354800,19.40187370,0.72182186,0.92826150,4.98691819,0.76163848,43.63867033
15407,127.43826719,53.85787259,6.80949995,-20.52848532,20.26206272,7.56550152,17.33803677,164.40281083,35.91358120,19.35714000,0.03067494,18.02440000,0.01981178,17.38376000,0.01416866,17.12360000,0.01005266,16.99454000,0.02414075,-318.26090000,4.40189200,4.78475500,0.15416930,5155.53300000,11.74888000,-1.78437200,0.04602182,1285.96954566,-1.00315729,0.28003350,0.75430389,9.33499925,0.03000274,0.78343130,9.36781594,9.33079805,0.28003350,0.78343130,241.11368402,-195.54937471,-149.32774489,-250.24642281,56.65062529,-140.77958957,-248.43438107,64.13208073,-140.77958957,1159.89046501,598.67292533,442.07587411,-132679.90616200,20.83148306,2.20036872,0.80892820,14.16908343,0.92289766,52.87814082
15408,144.51432191,54.29073825,-7.23351647,-17.41218222,18.79131937,-1.54730939,18.90542017,161.55858083,45.68498622,20.62844000,0.07061670,19.51985000,0.02270744,18.94161000,0.02438261,18.78619000,0.01839877,18.66738000,0.04123317,220.61830000,4.26252800,4.63438200,0.24481200,5315.73200000,32.86945000,-1.73200800,0.02395982,3267.62701900,-2.16554745,0.72212089,2.33801882,10.51306922,0.06874205,2.37076661,10.77706633,10.48823940,0.72212089,2.37076661,-254.55704669,-221.95166567,141.11045003,244.51536809,30.24833433,151.20429460,246.01556586,13.38164095,151.20429460,1606.05291696,140.68211758,580.93713754,-125425.81381500,24.63814993,1.14406543,0.91125158,21.22825041,1.32187053,75.73760219
15413,318.11681491,11.50083589,-0.39495444,-3.57698293,-3.09177344,-1.84166578,17.79938975,61.48283807,-24.36293476,19.69993000,0.03824521,18.48560000,0.01517468,17.87799000,0.00810669,17.60319000,0.01343235,17.41162000,0.02068463,-539.39060000,5.77263600,3.50113600,0.39082240,5370.55700000,82.14504000,-1.63351300,0.02598817,1842.95249473,0.80151457,1.47515233,-0.76024594,7.67397944,0.19343180,-0.73674395,7.70926404,7.53086224,1.47515233,-0.73674395,-214.01997475,-450.47146862,207.84995781,203.77018403,-198.27146862,217.81695163,161.85664490,-233.74406874,217.81695163,787.93509591,-1793.74717718,670.58117492,-121695.10809200,24.15539870,6.66370846,0.56755993,15.91129673,2.39390139,137.16044605
15457,25.88586099,-1.12412364,12.30580430,-13.40452345,16.76447349,-7.07576829,18.56091963,150.77190784,-61.14742688,21.01865000,0.06810220,19.35946000,0.02698149,18.67316000,0.01785281,18.36877000,0.01518752,18.17823000,0.02615789,-373.89870000,3.91083400,4.87877400,0.31184670,4898.75800000,46.73407000,-2.04598200,0.01915145,1964.38110441,-0.82723950,0.46286096,-1.72053122,9.17428921,0.05047340,-1.69194083,9.32900029,9.16260565,0.46286096,-1.69194083,131.59167825,-252.51657456,295.68870265,-142.11395068,-0.31657456,304.57653401,-141.94893874,6.85375731,304.57653401,933.65856300,62.87835177,2391.07791236,-118459.35131800,26.17237980,6.57967314,0.59821309,26.22892665,1.54509211,88.52725711
15491,294.46675516,62.23954456,-8.54840161,-9.98500583,-12.53442176,3.95774969,18.09074752,94.14265158,18.66872248,19.91008000,0.04468142,18.77917000,0.01705888,18.12898000,0.02294588,17.96484000,0.02261837,17.82417000,0.03633969,-529.09170000,6.87174700,4.97125500,0.08716175,5401.83200000,126.21030000,-1.87365700,0.04440137,2047.39621081,-0.14012183,1.93460497,0.65536306,8.68625355,0.22460397,0.68179722,8.71297012,8.46807560,1.93460497,0.68179722,158.43525411,-503.41921943,-132.96871265,-167.61945599,-251.21921943,-124.16257834,-219.36087449,-207.57693750,-124.16257834,928.61547666,-1803.06591083,173.66504838,-126121.02299500,22.74496018,4.97282066,0.64118190,8.13319229,2.70708216,155.10438244
15581,58.73662274,-5.14426735,15.29978003,-9.23457614,15.93333089,8.09256649,18.72408412,194.63714310,-41.14740843,20.82030000,0.07056316,19.53126000,0.02121946,18.81671000,0.01540901,18.46335000,0.02152348,18.24860000,0.02864173,273.59760000,6.30909300,4.21343000,0.37315640,5059.47200000,62.26361000,-1.90752600,0.04723850,2168.87866221,-1.58020245,-0.41270599,-1.42711900,9.92323503,6.24158344,-1.39617987,10.02097359,9.91464912,-0.41270599,-1.39617987,-210.91256832,-224.39822570,-117.37279622,201.67788884,27.80177430,-107.41391716,200.34711853,36.16547522,-107.41391716,982.62410358,358.87851050,230.41440094,-145022.06450800,16.31235133,1.33517647,0.84868402,10.98007912,0.96715950,55.41415749
15594,262.76885806,7.06249491,10.07389069,18.77164004,21.29320097,-0.67626610,17.12352351,30.10521648,21.06708130,18.24468000,0.02347979,17.75291000,0.01084160,17.36123000,0.00838742,16.47783000,0.01696490,15.84691000,0.01968614,31.68887000,8.82842500,3.67638400,0.03254485,5802.29200000,564.36020000,-1.97269300,0.77690000,860.89841280,0.69498803,0.40295501,0.30945917,7.64467684,0.05273497,0.33328844,7.65193865,7.63404946,0.40295501,0.33328844,-17.14746580,90.50674701,8.81548982,7.51986707,342.70674701,18.16896812,25.57366936,341.83395133,18.16896812,447.43800605,2613.21009014,6.23505229,-127828.28053700,20.09048554,7.60914083,0.45059614,1.01440050,0.07027618,4.02652849
15653,191.11109529,60.19105853,-4.60712344,-9.34817241,5.06643299,9.10742393,18.90136730,124.52407258,56.91556757,20.63463000,0.06565558,19.51006000,0.02293615,18.95510000,0.02109554,18.77376000,0.01765662,18.67827000,0.04190297,227.71110000,6.04800800,4.28012500,0.27748030,5463.64000000,86.38416000,-2.05832400,0.10797460,3053.10451172,-0.94455606,1.37310135,2.55809572,9.36774638,0.14710756,2.58703143,9.71840542,9.26656705,1.37310135,2.58703143,-68.26851030,-30.13949120,262.74502692,57.84808923,222.06050880,272.25682902,89.77236872,211.18284213,272.25682902,1134.29523023,1978.30730422,1078.14806993,-108804.19809900,32.19534017,8.12608445,0.59693466,24.22136992,0.86398367,49.50261761
15792,4.90543697,-10.65879551,8.72247694,-40.27901537,-7.96617391,-40.43538990,17.90873727,96.96182022,-71.90752020,19.73841000,0.03989956,18.56872000,0.02123377,17.98008000,0.02084759,17.72177000,0.01853561,17.61677000,0.02244194,-302.84140000,4.36854600,3.89513300,0.30499750,5136.28600000,114.02550000,-1.56609800,0.09622899,1891.25767071,-0.07118944,0.58300290,-1.79774727,8.42699136,0.06923811,-1.77151632,8.61118188,8.40680028,0.58300290,-1.77151632,124.06101794,-426.75426974,175.28621155,-134.20752279,-174.55426974,184.19813434,-145.96211553,-164.85118468,184.19813434,506.42349179,-1389.19950864,467.47811216,-137700.96794900,17.16347196,5.02285998,0.54721132,10.71783823,2.44521354,140.10041596
15984,189.09573505,35.79064993,-19.56553557,-20.48233915,25.67882543,11.95551436,17.83297166,142.30724801,80.76410286,19.49122000,0.03094532,18.41874000,0.02451078,17.89035000,0.01609753,17.68813000,0.01529498,17.53828000,0.02066571,266.51800000,8.63566500,3.99677000,0.29061000,5438.64900000,95.93185000,-2.17067800,0.02364969,1857.97927931,-0.23596986,0.18233055,1.83389225,8.56218627,0.02129647,1.86061984,8.76201689,8.56024470,0.18233055,1.86061984,-89.89174831,-216.36400176,279.96352871,79.41747896,35.83599824,289.54273811,80.16259270,34.13668798,289.54273811,416.69699838,292.28468124,1960.43685831,-132232.66342000,18.26579533,6.86864766,0.45344739,18.15579097,1.43999208,82.50546886
16025,117.19807231,18.72611263,10.95213600,-13.59507228,16.77034732,4.85084776,18.78380549,201.90649569,20.80145510,20.84426000,0.06429558,19.59772000,0.01552572,18.90857000,0.01123905,18.59465000,0.01895818,18.44827000,0.02997234,392.18500000,7.05527100,3.80674300,0.77964820,5282.28100000,85.44066000,-2.77002400,0.21522160,2017.39695784,-1.74972318,-0.70361464,0.71643960,10.10201199,6.21347793,0.74789741,10.12965926,10.07747848,-0.70361464,0.74789741,-265.02636343,-279.43830949,182.64368247,254.85499893,-27.23830949,192.77000191,256.13323814,-9.42126860,192.77000191,1416.35830688,-95.17376830,1454.37833566,-119978.64780200,26.89252049,3.45751597,0.77215738,26.94197145,1.63479367,93.66677766
16437,157.40275555,8.29963806,-3.38146756,-10.77090498,7.05818973,-8.81071363,18.85836576,235.54257559,51.55191904,20.68241000,0.05927110,19.44142000,0.01710650,18.91341000,0.01617867,18.69575000,0.01989854,18.59123000,0.03413744,416.92190000,4.46378900,4.42209000,0.16556190,5435.98800000,8.96120100,-1.18114900,0.02116686,3731.11409317,-1.31265617,-1.91297029,2.92210383,9.82162616,6.08716109,2.95218671,10.25571776,9.63352921,-1.91297029,2.95218671,-112.79601229,-385.02630637,229.62117294,102.47876161,-132.82630637,239.27211711,126.38690390,-110.32259410,239.27211711,696.87522247,-1083.54727608,1127.79728885,-126616.48733200,21.68011139,6.11579050,0.55995020,18.68121097,2.08494330,119.45845149
16683,48.06963484,-0.43194270,17.73121281,-4.80855652,15.31153576,10.15258569,18.81466699,180.53604939,-46.93463484,21.62774000,0.11031060,19.66885000,0.02098546,18.88350000,0.01506406,18.57857000,0.01546841,18.43547000,0.02980323,333.82610000,3.57230600,4.30614400,0.08852366,4654.08000000,88.94981000,-1.63400800,0.01588333,2170.45330252,-1.48199070,-0.01386565,-1.58567931,9.81694254,6.28177289,-1.55504594,9.93934247,9.81693275,-0.01386565,-1.55504594,-302.77564117,-160.37960746,-172.55665072,293.71275590,91.82039253,-162.31077677,293.58277391,92.23514692,-162.31077677,2092.09893075,905.46713792,420.45840719,-111298.20904000,33.03329219,2.76117891,0.84572037,22.34787813,0.80762874,46.27371849
16684,133.20148009,37.63944422,-2.87398001,-20.03198677,19.58438266,-5.09825565,18.87134359,185.08035806,39.38134730,21.26130000,0.06895624,19.64814000,0.01827900,18.89822000,0.02474306,18.65046000,0.03179339,18.50599000,0.02984722,255.87180000,3.36826500,4.55684800,0.10603930,5007.03000000,52.13433000,-1.06329800,0.04310740,2790.02105586,-2.14804742,-0.19096590,1.77020953,10.47425271,6.26495236,1.80290547,10.62828480,10.47251172,-0.19096590,1.80290547,-216.67396979,-279.30762169,110.22622656,206.72887259,-27.10762169,120.20197965,207.18873544,-23.33404858,120.20197965,1127.52349828,-244.40672141,348.72922377,-139278.50366000,18.36091190,1.24844450,0.87266849,13.90706564,1.99274801,114.17605082
16714,157.03398099,43.60142541,4.64218926,-30.80826630,27.90973202,13.84723986,18.53854682,173.70377091,56.82649854,21.00744000,0.07427379,19.34244000,0.03625967,18.59887000,0.01307366,18.31153000,0.01846124,18.15979000,0.02402896,-238.13100000,4.05383700,4.49866800,0.22955980,4870.88700000,41.29568000,-1.56856200,0.09010000,1995.14196923,-1.08510924,0.11972489,1.66996867,9.41065321,0.01272262,1.69934742,9.56285394,9.40989159,0.11972489,1.69934742,209.52419370,-288.68734970,-127.65835462,-218.72472158,-36.48734970,-119.01170668,-219.17122188,-33.70172134,-119.01170668,1101.77333441,-317.15521209,234.50439415,-142010.43050600,17.45856787,1.18228228,0.87315146,8.14750279,2.14397040,122.84045516
16776,230.16272890,6.33413344,-31.40990202,-8.99800377,-25.32069484,20.64965930,18.46489329,9.39978898,48.93080984,20.94438000,0.07233805,19.32664000,0.01941673,18.56665000,0.01071146,18.22230000,0.01488991,17.99903000,0.02619329,221.91820000,7.16988200,4.32413100,0.48372370,4850.34000000,96.46333000,-1.88722200,0.15260000,1730.27213933,1.12147354,0.18565450,1.30448119,7.20685204,0.02576368,1.32697446,7.32799956,7.20446033,0.18565450,1.32697446,51.77617727,-201.94335088,278.58198276,-62.24544442,50.25664912,287.71902024,-60.93013428,51.84346505,287.71902024,141.19844342,373.62818166,1714.46279800,-142986.15988100,13.08047943,7.43360369,0.27526825,12.90818332,1.38950688,79.61287964
16782,127.19749417,24.79801228,2.66779640,-24.99965297,24.61984485,-5.09539261,18.86685499,199.16275043,31.61506318,21.43541000,0.10009550,19.73855000,0.02069352,18.95683000,0.02015701,18.60102000,0.03118146,18.45167000,0.03364928,-162.44070000,3.65195800,4.62400500,0.17351670,4702.63100000,82.19605000,-1.89158000,0.05010061,2005.80037903,-1.61347098,-0.56069414,1.05146023,9.95598220,6.22683818,1.08249113,10.01465769,9.94018127,-0.56069414,1.08249113,183.52014086,-184.05368549,-126.41183581,-192.72468609,68.14631451,-117.68402922,-196.25663392,57.18442492,-117.68402922,859.50894705,569.32711692,318.08114242,-143953.41009900,16.48764440,1.88118157,0.79517672,10.84451328,0.82073355,47.02456835
16951,332.68146279,-8.48042744,12.62177987,5.96591318,11.67054114,-7.66158708,17.36220001,51.41783157,-47.71434138,19.41811000,0.03314411,18.09173000,0.01238690,17.43109000,0.01094123,17.18809000,0.01167243,17.01431000,0.01826598,-346.89040000,6.31002100,4.69996100,0.39512230,5144.89300000,10.58614000,-2.18990300,0.06219605,1229.76651408,0.51600953,0.64680673,-0.90978069,7.84354710,0.08255730,-0.88538684,7.89336057,7.81683262,0.64680673,-0.88538684,-219.34604225,-165.85079786,226.57783424,209.03777152,86.34920214,236.56136073,215.44646752,68.81710735,236.56136073,657.27727326,539.77022315,1447.84670338,-130842.40816500,19.95447801,5.37987063,0.57529039,19.12976031,1.29053489,73.94220234
16985,18.38317545,0.39605495,30.31423173,-6.99350524,31.08114854,-1.35054285,18.23658071,134.75035632,-61.96763855,20.90336000,0.07172045,19.12601000,0.02070900,18.30369000,0.01400374,17.97384000,0.01702599,17.84072000,0.02122400,115.43990000,3.20554600,4.48706900,0.20971080,4774.25300000,71.87709000,-1.59740100,0.02760392,1556.85334247,-0.51511297,0.51962144,-1.37420687,8.86464219,0.05865093,-1.34659239,8.96633661,8.84939968,0.51962144,-1.34659239,-194.90673837,-129.21032989,-106.58108831,185.63845341,122.98967011,-96.67221975,192.52857626,111.89656681,-96.67221975,700.69280026,991.92302652,116.68909446,-147811.36289400,14.90463884,2.70193325,0.69307674,4.87877922,0.48885102,28.00910029
17181,135.09699824,36.98584854,-6.12750038,-20.72295943,19.97441424,-8.24682269,18.86641540,186.14231268,40.80964012,21.44612000,0.09055331,19.65453000,0.02139212,18.99212000,0.01902800,18.66941000,0.01930749,18.44993000,0.02745805,268.10770000,3.82883300,4.66564600,0.20659620,4983.04400000,43.41503000,-1.27732400,0.01230907,2752.16523308,-2.07111436,-0.22288537,1.79867198,10.39787932,6.26174801,1.83112764,10.55788439,10.39549020,-0.22288537,1.83112764,-243.79155151,-288.33791471,93.78597380,233.89763608,-36.13791471,103.84644727,234.61853334,-31.11586181,103.84644727,1393.26349597,-323.53897612,168.38656633,-135159.94166100,20.21635039,1.05327711,0.90095952,8.65030364,2.18638703,125.27074947
17187,131.90115755,7.00610989,-4.49596090,-14.40872717,10.76028157,-10.58496215,18.72641253,220.23102013,28.97536958,21.36553000,0.09671834,19.59505000,0.01807642,18.79153000,0.01537993,18.46473000,0.01774877,18.30336000,0.03036224,470.57440000,3.94454200,4.50838900,0.19992980,4734.99200000,24.10956000,-1.74772600,0.02977544,1928.74351001,-1.28817765,-1.08979054,0.93434815,9.67681627,6.17032717,0.96436430,9.72475047,9.61525505,-1.08979054,0.96436430,-286.53962322,-371.27756287,143.29627309,276.49096637,-119.07756287,153.48993210,288.14236880,-87.18196928,153.48993210,1796.30695588,-843.64389893,459.67892372,-116300.97815500,29.58305835,2.71411193,0.83192881,20.43543944,2.29625797,131.56589057
17483,157.57751309,44.08099949,-16.75538505,-20.74938483,25.08741504,-9.04994505,17.70023022,172.64248750,57.04659226,19.31802000,0.03055845,18.21941000,0.01611032,17.75241000,0.01626949,17.55532000,0.02026785,17.54786000,0.02315404,264.61610000,5.87906400,3.95998300,0.02027035,5678.93900000,62.30693000,-1.45997200,0.03630000,2268.26749832,-1.22368072,0.15800574,1.90333316,9.54904134,0.01654752,1.93314329,9.74275287,9.54773401,0.15800574,1.93314329,-258.28221117,-238.64553765,169.10991171,248.15312158,13.55446235,179.21524700,248.34343016,9.44647528,179.21524700,1461.81502247,90.20478293,913.69876224,-125613.02619200,24.28149125,1.90632184,0.85441153,23.41938485,1.46630155,84.01289050
17497,46.52563354,5.28517692,16.95570484,-17.47674848,24.32708282,-1.06099263,18.65655001,173.13392693,-44.07263103,20.60514000,0.04876930,19.46490000,0.02621189,18.78071000,0.01976050,18.43304000,0.02386831,18.27754000,0.03322410,225.10230000,7.49363900,4.16428300,0.56593890,5550.59300000,113.51920000,-1.93449000,0.05147750,2377.64140186,-1.69598605,0.20421797,-1.65381528,10.03321829,0.02035559,-1.62251365,10.16356334,10.03113973,0.20421797,-1.62251365,-185.08805483,-253.88761942,-165.16609084,176.00267515,-1.68761942,-155.28758331,175.93186294,-5.26966069,-155.28758331,773.41085379,-52.87165599,967.15932009,-143084.66034300,16.49601126,2.05756409,0.77820296,16.53827421,1.63553317,93.70914768
17797,163.24272138,8.12359446,-9.12038721,-10.57808018,2.75070891,-13.69345989,18.06838057,241.52541075,56.13802986,19.37128000,0.03086391,18.48525000,0.01880402,18.13906000,0.01953911,17.96379000,0.02539423,17.91619000,0.02428035,-177.87240000,7.90450500,3.70733600,0.08807647,5971.02400000,33.26668000,-1.89780500,0.02590000,3444.90069940,-0.91514764,-1.68727636,2.86058458,9.38906610,6.10249720,2.88942703,9.82361190,9.23621463,-1.68727636,2.88942703,-1.79285897,-97.52372452,-272.30202050,-6.95723163,154.67627548,-262.99509817,-34.64030435,150.90792750,-262.99509817,415.58718410,1416.88450559,1328.70307516,-124884.32053600,20.95912283,8.54195312,0.42090566,17.81188865,1.02655957,58.81753067
18024,110.05430927,37.97047760,5.48625667,-17.14697422,18.00260807,-0.15440211,19.16630642,180.20926714,21.61806828,20.91299000,0.09888938,19.82287000,0.12573860,19.25812000,0.08830113,19.00333000,0.06674767,19.03832000,0.07186472,-284.35720000,6.43187000,4.33548000,0.50178380,5524.90500000,48.50077000,-1.58423700,0.04336543,3676.50661464,-3.41787963,-0.01248352,1.35449026,11.74364194,6.28212230,1.39115166,11.82575279,11.74363530,-0.01248352,1.39115166,264.50841453,-312.79209977,-107.26393170,-273.77233033,-60.59209977,-98.78900168,-273.70776610,-60.88308621,-98.78900168,1921.67919482,-714.98916467,184.49270566,-118803.00868100,28.34565536,1.85610505,0.87708630,16.56197478,2.44551643,140.11776991
18340,101.50897753,29.11832334,8.47805777,-13.19389091,15.52808892,2.19878951,19.03883818,186.06416581,11.74543293,21.48293000,0.11967330,19.99626000,0.11238430,19.23390000,0.09830926,18.89599000,0.09163877,18.89531000,0.08450121,313.74750000,4.51020400,3.97245400,0.08466768,5043.83000000,116.61430000,-1.41682200,0.05763102,2767.82596126,-2.69470852,-0.28627679,0.56342892,11.02665362,6.25722013,0.59783699,11.04284833,11.02293680,-0.28627679,0.59783699,-278.09570460,-234.43134756,92.11340650,268.20684255,17.76865244,102.28095938,267.65512213,24.72591748,102.28095938,1635.99226938,272.64412748,331.76900550,-125582.80870900,24.66586995,1.10336838,0.91436546,16.47184794,1.07393374,61.53187072
18432,133.19927237,6.08472062,3.35154797,-12.15852400,12.31613751,-2.71575709,18.79378552,221.85189507,29.69337332,21.41347000,0.09909389,19.71484000,0.02158072,18.90333000,0.01666913,18.57742000,0.02269645,18.33369000,0.03425088,-64.43272000,5.21122100,4.31874000,0.26159210,4732.61300000,30.83606000,-1.86938800,0.04798461,1965.94332880,-1.27208715,-1.13945212,0.97384615,9.66643399,6.16503341,1.00381189,9.71841470,9.59904135,-1.13945212,1.00381189,108.93549785,-56.51657791,-53.90334328,-118.36672231,195.68342209,-44.94309382,-140.60810364,180.36641545,-44.94309382,345.30841564,1743.50004829,32.29206877,-146236.26925900,14.03115233,5.06384147,0.46961580,2.02090670,0.18868516,10.81086310
18673,164.87574397,46.98011463,-11.32476912,-18.28327199,21.50572524,0.17947714,18.76905180,163.34586106,60.40996992,21.44190000,0.12107380,19.58966000,0.02599810,18.84463000,0.02407724,18.49670000,0.02237626,18.32387000,0.03918129,194.02400000,3.63755800,4.23346400,0.05326605,4783.41900000,72.81783000,-1.26991200,0.05292828,2295.00445928,-1.08571413,0.32478282,1.99569197,9.41508334,0.03450286,2.02507101,9.63040534,9.40947982,0.32478282,2.02507101,-157.21576129,-197.18375103,169.68373519,147.08537295,55.01624897,179.47361572,148.89567410,49.90964657,179.47361572,582.15716751,469.90348203,840.11973045,-144631.00760000,15.41151596,3.26658725,0.65022281,14.00246624,1.18217731,67.73377041
18852,192.29552799,29.91933555,-6.97377251,-14.79348826,9.48384594,13.32431852,19.01309847,132.86509264,87.16529012,20.61071000,0.07042006,19.44748000,0.02545554,18.98065000,0.02048474,18.72521000,0.01974566,18.67636000,0.04475623,-318.52850000,6.75769400,4.25485400,0.46767480,5478.79700000,106.30430000,-1.67945300,0.04613539,3420.58185104,-0.11507817,0.12399026,3.41639629,8.43532555,0.01469946,3.44273884,9.11082696,8.43441424,0.12399026,3.44273884,44.79799379,-274.32628137,-307.45371970,-53.43814079,-22.12628137,-298.29204706,-53.75760025,-21.33840746,-298.29204706,552.89526736,-179.99641363,2106.24216881,-128492.74435200,20.27172268,6.69465781,0.50348117,20.19514441,1.64969780,94.52072125
18854,40.02188566,26.87211001,1.40813870,-19.93891709,10.59918263,-16.94699374,17.96291733,150.98484854,-30.01504717,20.27132000,0.04661870,18.82856000,0.01888815,18.06636000,0.00985159,17.73753000,0.01031763,17.51117000,0.01999930,-379.33640000,6.62379400,3.93840300,0.24906680,5120.78900000,35.14612000,-1.88940700,0.03939045,1485.86907562,-1.12512528,0.62405614,-0.74327246,9.47800677,0.06589022,-0.71375706,9.50484410,9.45743973,0.62405614,-0.71375706,303.24564116,-253.56929592,86.39283230,-313.11381621,-1.36929592,94.74591108,-312.52452496,19.24988758,94.74591108,2026.83970362,182.45056482,131.32260388,-121285.40067900,27.10044637,0.87111309,0.93771437,17.52272640,1.18775365,68.05327148
18990,219.36518124,58.68816450,-23.06772364,-10.63697425,10.08658953,23.31363992,18.25705081,100.00327108,53.46347736,20.02652000,0.03719971,18.88396000,0.01778696,18.32616000,0.01782243,18.11868000,0.01594796,18.02810000,0.02712210,-491.52600000,5.46656600,4.07340600,0.11656240,5291.87800000,62.45621000,-1.61427400,0.04270193,2380.73188218,-0.24619701,1.39578667,1.91286458,8.68314358,0.16144714,1.93962370,8.89714126,8.57022532,1.39578667,1.93962370,-24.55270880,-516.13923787,-238.28981951,15.69634732,-263.93923787,-228.91202406,-26.93513404,-263.03002711,-228.91202406,732.50910515,-2283.92749126,716.32883266,-115948.90855100,26.60821978,8.53248420,0.51438171,16.81569743,2.43932946,139.76328273
19070,22.19011046,-0.58276465,41.84653330,-7.58310493,42.15268544,5.63799072,18.09672839,143.12189014,-61.98262557,20.71471000,0.06493156,18.95655000,0.02005968,18.17532000,0.01399758,17.87724000,0.01285978,17.70054000,0.02722730,207.04510000,4.07630700,4.52328600,0.35555410,4798.88800000,57.94445000,-1.50638400,0.08790000,1606.50483490,-0.60364584,0.45286959,-1.41823080,8.94953506,0.05062420,-1.39033978,9.05688813,8.93806953,0.45286959,-1.39033978,-300.76517994,-175.67375042,-162.61147408,291.67126325,76.52624958,-152.37192370,295.17001991,61.66889023,-152.37192370,1843.80668338,551.90789542,352.62966590,-119647.94791100,27.79181663,1.81992350,0.87708095,18.82725546,0.89995830,51.56381236
19176,52.27411852,0.72663860,15.26796494,-11.90580167,18.89332157,4.23098889,18.86956827,183.13592506,-42.97986445,20.91496000,0.06175198,19.57717000,0.02025580,18.93457000,0.01437934,18.66725000,0.01579683,18.56129000,0.03088309,325.02120000,5.70684300,4.46896300,0.33104110,5491.60500000,12.10336000,-1.18826100,0.06130000,3349.85099579,-2.44705885,-0.13406685,-2.28373176,10.78500830,6.27075413,-2.25008280,11.01722636,10.78417499,-0.13406685,-2.25008280,-266.75046150,-315.08783479,-172.42641398,257.68734521,-62.88783479,-162.29298366,258.44918417,-59.67970214,-162.29298366,1780.35453195,-643.64608311,537.78533895,-117823.19891600,28.69013714,2.44031851,0.84321987,22.87828356,2.15252973,123.33086902
19189,39.51831559,-0.09602526,-2.09263264,-2.20754758,-0.11552222,-3.03957765,18.05499121,170.78923213,-52.76307222,19.90743000,0.03593721,19.17738000,0.02370615,18.63243000,0.01444463,17.61942000,0.01987848,16.93542000,0.02114823,250.08890000,8.38303900,4.11065600,0.76833720,6029.75600000,1097.54800000,-2.47106100,0.72080000,1077.53089998,-0.64362016,0.10436785,-0.85786554,8.97690135,0.01162653,-0.82985247,9.01517681,8.97629462,0.10436785,-0.82985247,-137.08456146,22.82708944,-208.50087555,128.13467359,275.02708944,-198.77198703,131.32355176,273.51877313,-198.77198703,1050.03837957,2455.35104293,471.41643021,-111703.68664600,30.19636953,7.72940776,0.59239292,15.83571170,0.56831348,32.56196360
19543,122.73971292,0.00144883,6.23498044,-15.40211726,16.50803136,-1.89343545,18.49082089,222.29360513,17.61723021,20.17462000,0.03927225,19.07297000,0.01256843,18.52447000,0.01149694,18.32981000,0.01769482,18.27975000,0.02946866,462.18030000,7.02577800,4.17440800,0.17219210,5559.65200000,45.92318000,-1.94864800,0.07070000,2618.45006574,-1.84604332,-1.67939358,0.79249100,10.31124153,6.11958634,0.82424907,10.34413304,10.17356078,-1.67939358,0.82424907,-193.21577496,-452.78741338,117.48154709,183.24814648,-200.58741338,127.38404634,213.47103218,-168.06341665,127.38404634,939.34191560,-1732.94248093,267.68024423,-125231.08927400,23.18744274,5.01269028,0.64449173,10.04816045,2.61935404,150.07793126
19730,29.65808060,0.60466401,27.02636447,-13.43028560,30.15005456,1.33084853,18.36146141,155.87999238,-57.90299549,20.84857000,0.05580169,19.17088000,0.01726791,18.44864000,0.01421438,18.15994000,0.01844163,17.95235000,0.02112508,171.63890000,4.50792800,4.16565600,0.17095760,4866.42400000,55.62244000,-1.16621100,0.04525044,2154.47202952,-1.04483827,0.46781668,-1.82516034,9.39218794,0.04982975,-1.79589026,9.56234365,9.38052994,0.46781668,-1.79589026,-219.58264445,-239.06934638,-138.18155039,210.41287170,13.13065362,-128.19550864,210.80572419,2.63387390,-128.19550864,1055.98075605,24.73783869,335.40718781,-143163.77628000,17.11147101,0.76247893,0.91468266,12.46066562,1.51385399,86.73744448
